ticket_id,customer_id,ticket_date,category,status,priority,channel,resolution_time_hours,sentiment,satisfaction_score
TKT00625,CUST03769,2020-05-19,Technical Support,Resolved,Low,Chat,100.0,Neutral,4.0
TKT00626,CUST04621,2021-07-27,Technical Support,In Progress,Low,Chat,,Positive,
TKT00627,CUST04621,2022-07-11,Product Question,Closed,Medium,Social Media,55.0,Positive,4.0
TKT00628,CUST01233,2024-02-25,Order Issue,Resolved,Low,Chat,80.0,Positive,5.0
TKT00629,CUST04294,2023-06-16,Product Question,Closed,High,Chat,88.0,Positive,3.0
TKT00630,CUST03007,2024-07-19,Account Management,Resolved,Low,Chat,70.0,Neutral,4.0
TKT00631,CUST01175,2022-08-01,Technical Support,In Progress,Medium,Email,,Neutral,
TKT00632,CUST01175,2022-05-09,Account Management,Resolved,Low,Email,39.0,Positive,4.0
TKT00633,CUST00079,2024-04-09,Order Issue,Resolved,Medium,Email,57.0,Neutral,3.0
TKT00634,CUST00079,2024-10-22,General Inquiry,Closed,Medium,Email,32.0,Positive,4.0
TKT00635,CUST02658,2024-06-14,Shipping Inquiry,Closed,Medium,Chat,38.0,Positive,4.0
TKT00636,CUST04947,2023-10-15,Order Issue,Resolved,Medium,Email,117.0,Positive,4.0
TKT00637,CUST00842,2024-01-25,Technical Support,Closed,High,Email,83.0,Positive,2.0
TKT00638,CUST04966,2022-12-01,General Inquiry,Resolved,Low,Email,56.0,Positive,4.0
TKT00639,CUST04966,2022-11-16,Order Issue,Resolved,Low,Chat,118.0,Positive,2.0
TKT00640,CUST04537,2023-08-05,Product Question,Closed,Low,Chat,62.0,Positive,3.0
TKT00641,CUST04537,2022-04-25,Order Issue,Open,Low,Chat,,Negative,
TKT00642,CUST04537,2022-07-22,Account Management,Resolved,Low,Chat,24.0,Positive,5.0
TKT00643,CUST03280,2022-07-25,General Inquiry,Resolved,Critical,Email,107.0,Positive,4.0
TKT00644,CUST01217,2021-05-30,Shipping Inquiry,Resolved,Medium,Email,75.0,Positive,5.0
TKT00645,CUST01217,2021-05-08,Shipping Inquiry,Closed,Low,Email,62.0,Positive,5.0
TKT00646,CUST01217,2020-09-22,Order Issue,In Progress,Low,Email,,Neutral,
TKT00647,CUST00976,2022-02-22,Technical Support,Resolved,Low,Chat,75.0,Neutral,3.0
TKT00648,CUST00976,2022-02-08,Technical Support,Closed,Low,Email,57.0,Neutral,4.0
TKT00649,CUST03881,2024-03-07,Payment Issue,Resolved,Low,Email,69.0,Positive,3.0
TKT00650,CUST02523,2021-03-23,General Inquiry,Closed,Low,Email,83.0,Positive,3.0
TKT00651,CUST02523,2020-12-03,Shipping Inquiry,Resolved,Medium,Phone,54.0,Positive,3.0
TKT00652,CUST03079,2024-05-20,Technical Support,Resolved,Medium,Phone,102.0,Positive,4.0
TKT00653,CUST04792,2025-01-25,Return Request,In Progress,Medium,Chat,,Negative,
TKT00654,CUST01595,2024-01-29,Technical Support,Closed,Medium,Chat,28.0,Positive,5.0
TKT00655,CUST02420,2023-04-12,Product Question,Closed,Low,Email,55.0,Neutral,2.0
TKT00656,CUST02780,2024-03-26,Order Issue,Open,High,Chat,,Negative,
TKT00657,CUST02780,2024-12-25,Return Request,In Progress,Medium,Chat,,Negative,
TKT00658,CUST04204,2021-10-31,Payment Issue,In Progress,Medium,Chat,,Neutral,
TKT00659,CUST04204,2021-09-23,Product Question,Open,Medium,Email,,Neutral,
TKT00660,CUST04204,2021-06-19,General Inquiry,Open,Low,Email,,Positive,
TKT00661,CUST00921,2022-09-08,General Inquiry,Closed,Medium,Chat,17.0,Positive,4.0
TKT00662,CUST00921,2022-04-27,General Inquiry,Closed,Medium,Email,58.0,Positive,4.0
TKT00663,CUST03272,2021-09-02,Technical Support,Resolved,Low,Email,94.0,Neutral,4.0
TKT00664,CUST02828,2024-03-14,Payment Issue,Closed,Low,Chat,73.0,Neutral,3.0
TKT00665,CUST02828,2024-05-02,Technical Support,Closed,Low,Chat,99.0,Positive,5.0
TKT00666,CUST01369,2022-02-14,Order Issue,In Progress,Low,Chat,,Negative,
TKT00667,CUST04259,2021-01-22,Payment Issue,Closed,Low,Email,53.0,Positive,4.0
TKT00668,CUST00230,2025-08-29,Order Issue,Closed,Medium,Chat,46.0,Positive,4.0
TKT00669,CUST02310,2020-08-20,Return Request,Closed,Medium,Email,117.0,Positive,1.0
TKT00670,CUST03091,2024-12-13,Order Issue,Resolved,Medium,Email,22.0,Positive,4.0
TKT00671,CUST00854,2021-05-28,Product Question,Resolved,Low,Email,85.0,Positive,3.0
TKT00672,CUST03809,2024-12-23,Technical Support,Closed,Low,Email,46.0,Neutral,4.0
TKT00673,CUST03809,2024-07-31,Account Management,Resolved,Low,Email,95.0,Positive,4.0
TKT00674,CUST00032,2025-01-14,Product Question,Closed,High,Chat,20.0,Positive,3.0
TKT00675,CUST00032,2025-06-20,Payment Issue,Closed,Medium,Email,71.0,Positive,4.0
TKT00676,CUST00032,2024-04-14,General Inquiry,Closed,Low,Chat,112.0,Neutral,3.0
TKT00677,CUST00032,2025-09-02,Product Question,Resolved,Medium,Email,15.0,Positive,3.0
TKT00678,CUST01583,2023-04-07,Product Question,Resolved,Low,Email,62.0,Neutral,3.0
TKT00679,CUST01583,2023-07-26,Technical Support,Resolved,Medium,Email,118.0,Positive,4.0
TKT00680,CUST00794,2022-10-14,Shipping Inquiry,Resolved,Medium,Chat,54.0,Neutral,5.0
TKT00681,CUST00794,2022-07-31,Payment Issue,Open,Low,Email,,Negative,
TKT00682,CUST00794,2023-01-01,Account Management,Resolved,Medium,Email,30.0,Positive,5.0
TKT00683,CUST00983,2020-12-03,Technical Support,Closed,Low,Social Media,49.0,Neutral,4.0
TKT00684,CUST00983,2020-10-22,Product Question,Open,Medium,Social Media,,Positive,
TKT00685,CUST00983,2020-11-28,Order Issue,In Progress,Low,Email,,Neutral,
TKT00686,CUST00240,2021-12-26,Technical Support,Closed,Low,Chat,76.0,Neutral,4.0
TKT00687,CUST01133,2020-06-13,General Inquiry,In Progress,Medium,Email,,Neutral,
TKT00688,CUST01133,2020-07-30,Order Issue,Closed,Low,Phone,11.0,Positive,4.0
TKT00689,CUST04507,2024-01-02,Payment Issue,Closed,Low,Chat,5.0,Positive,1.0
TKT00690,CUST03184,2025-08-03,Shipping Inquiry,Open,Low,Email,,Negative,
TKT00691,CUST01847,2022-01-21,Technical Support,Resolved,High,Chat,35.0,Positive,2.0
TKT00692,CUST01253,2023-06-17,Return Request,Closed,Low,Email,46.0,Positive,1.0
TKT00693,CUST00181,2021-05-28,Product Question,Resolved,Medium,Phone,102.0,Positive,5.0
TKT00694,CUST01127,2024-10-18,Payment Issue,In Progress,High,Chat,,Negative,
TKT00695,CUST01127,2024-12-14,Shipping Inquiry,Closed,Medium,Chat,24.0,Positive,5.0
TKT00696,CUST01127,2025-03-28,Technical Support,Resolved,High,Chat,67.0,Positive,4.0
TKT00697,CUST01127,2024-07-06,Technical Support,In Progress,Medium,Chat,,Negative,
TKT00698,CUST00577,2023-12-01,Return Request,Resolved,High,Chat,26.0,Neutral,5.0
TKT00699,CUST01103,2022-10-12,General Inquiry,In Progress,Low,Phone,,Negative,
TKT00700,CUST01103,2021-04-26,Return Request,Resolved,Medium,Chat,74.0,Positive,5.0
TKT00701,CUST01103,2022-07-31,Return Request,Closed,Medium,Chat,87.0,Positive,5.0
TKT00702,CUST01524,2021-03-14,Return Request,In Progress,Medium,Chat,,Negative,
TKT00703,CUST01524,2021-02-17,Payment Issue,Closed,Critical,Social Media,111.0,Neutral,4.0
TKT00704,CUST03400,2022-12-31,Return Request,Closed,Critical,Chat,111.0,Positive,5.0
TKT00705,CUST04245,2022-12-10,Product Question,Resolved,Low,Email,112.0,Positive,5.0
TKT00706,CUST00852,2025-10-13,Payment Issue,Resolved,Medium,Chat,102.0,Neutral,5.0
TKT00707,CUST00558,2020-12-21,Return Request,Closed,Low,Email,21.0,Positive,5.0
TKT00708,CUST01040,2023-10-18,Account Management,Closed,Critical,Email,2.0,Neutral,3.0
TKT00709,CUST00855,2020-07-30,Technical Support,Open,Low,Email,,Positive,
TKT00710,CUST03687,2024-04-01,Account Management,Open,High,Email,,Positive,
TKT00711,CUST02998,2023-07-20,Shipping Inquiry,Closed,High,Phone,58.0,Positive,4.0
TKT00712,CUST02998,2022-01-07,Return Request,Resolved,Medium,Email,55.0,Positive,5.0
TKT00713,CUST02998,2022-04-22,Product Question,Resolved,Low,Email,33.0,Positive,4.0
TKT00714,CUST01037,2022-10-18,Return Request,Resolved,Low,Email,112.0,Neutral,4.0
TKT00715,CUST02937,2022-03-25,Return Request,In Progress,Low,Phone,,Negative,
TKT00716,CUST02937,2021-10-28,Product Question,Closed,High,Social Media,31.0,Neutral,3.0
TKT00717,CUST04387,2024-06-15,Payment Issue,Closed,Medium,Phone,17.0,Positive,5.0
TKT00718,CUST04387,2023-08-05,Shipping Inquiry,Closed,Medium,Chat,8.0,Positive,4.0
TKT00719,CUST04387,2023-09-18,Return Request,In Progress,Low,Chat,,Negative,
TKT00720,CUST04387,2023-01-20,Product Question,In Progress,Medium,Email,,Neutral,
TKT00721,CUST02536,2021-05-27,Order Issue,Closed,Low,Phone,45.0,Neutral,3.0
TKT00722,CUST02536,2022-05-30,Product Question,Open,Medium,Social Media,,Neutral,
TKT00723,CUST03723,2020-07-09,Order Issue,Resolved,Medium,Chat,33.0,Positive,4.0
TKT00724,CUST03723,2021-06-26,Product Question,Resolved,Medium,Chat,86.0,Neutral,5.0
TKT00725,CUST02214,2022-10-15,Account Management,Resolved,Medium,Phone,91.0,Neutral,4.0
TKT00726,CUST02214,2022-05-17,Account Management,Resolved,Critical,Email,108.0,Positive,3.0
TKT00727,CUST02417,2021-04-19,Shipping Inquiry,Closed,Medium,Email,34.0,Positive,4.0
TKT00728,CUST02417,2022-02-22,Shipping Inquiry,In Progress,Low,Email,,Positive,
TKT00729,CUST03309,2024-10-29,Shipping Inquiry,Closed,High,Email,54.0,Positive,5.0
TKT00730,CUST00257,2022-01-03,General Inquiry,Closed,Low,Phone,89.0,Positive,3.0
TKT00731,CUST00257,2022-08-23,General Inquiry,Closed,Medium,Email,33.0,Positive,4.0
TKT00732,CUST02357,2021-07-14,Payment Issue,Open,Low,Chat,,Neutral,
TKT00733,CUST02357,2021-01-08,Shipping Inquiry,Closed,High,Phone,95.0,Neutral,4.0
TKT00734,CUST02357,2021-09-29,Order Issue,In Progress,High,Phone,,Negative,
TKT00735,CUST01353,2022-04-24,Order Issue,Closed,Low,Email,80.0,Positive,4.0
TKT00736,CUST04650,2020-11-13,Product Question,Closed,Low,Email,88.0,Neutral,3.0
TKT00737,CUST01599,2025-04-04,Account Management,Resolved,Low,Chat,60.0,Positive,3.0
TKT00738,CUST01599,2024-10-20,General Inquiry,Closed,Low,Chat,72.0,Positive,4.0
TKT00739,CUST00960,2020-11-18,General Inquiry,Resolved,Medium,Chat,113.0,Positive,5.0
TKT00740,CUST00058,2025-02-26,Product Question,Open,Low,Chat,,Neutral,
TKT00741,CUST00058,2025-09-07,Payment Issue,Closed,Medium,Chat,54.0,Positive,5.0
TKT00742,CUST00058,2025-07-22,Payment Issue,In Progress,Medium,Chat,,Neutral,
TKT00743,CUST00396,2025-03-07,General Inquiry,In Progress,Medium,Chat,,Positive,
TKT00744,CUST04247,2025-04-10,General Inquiry,Resolved,Low,Chat,108.0,Neutral,1.0
TKT00745,CUST04414,2023-09-24,Return Request,Closed,Medium,Chat,15.0,Neutral,4.0
TKT00746,CUST02047,2021-12-27,General Inquiry,Resolved,Medium,Chat,73.0,Positive,2.0
TKT00747,CUST02047,2022-05-26,Payment Issue,Closed,High,Phone,67.0,Positive,5.0
TKT00748,CUST03373,2025-03-16,Account Management,Closed,Medium,Chat,40.0,Neutral,4.0
TKT00749,CUST03373,2025-02-12,Return Request,Resolved,Medium,Email,63.0,Neutral,3.0
TKT00750,CUST03393,2021-07-03,Order Issue,Resolved,High,Phone,9.0,Positive,3.0
TKT00751,CUST03393,2022-09-11,Payment Issue,Closed,High,Chat,49.0,Positive,5.0
TKT00752,CUST00513,2021-08-26,Return Request,In Progress,Medium,Phone,,Neutral,
TKT00753,CUST02291,2023-08-15,Technical Support,Resolved,Medium,Phone,94.0,Neutral,4.0
TKT00754,CUST00607,2021-07-22,Payment Issue,Closed,Medium,Email,118.0,Positive,4.0
TKT00755,CUST00607,2022-07-05,Technical Support,Resolved,Low,Chat,59.0,Neutral,3.0
TKT00756,CUST00607,2022-09-06,General Inquiry,Resolved,Medium,Chat,119.0,Positive,3.0
TKT00757,CUST00607,2023-05-02,Account Management,Closed,Low,Email,109.0,Neutral,4.0
TKT00758,CUST01178,2023-01-13,Order Issue,Closed,Medium,Phone,87.0,Neutral,2.0
TKT00759,CUST03339,2022-08-17,Return Request,Resolved,Low,Chat,27.0,Neutral,3.0
TKT00760,CUST00099,2024-09-02,Return Request,In Progress,Medium,Chat,,Negative,
TKT00761,CUST00099,2025-07-08,Account Management,Resolved,Low,Email,71.0,Neutral,3.0
TKT00762,CUST03073,2023-01-17,Return Request,In Progress,Critical,Email,,Negative,
TKT00763,CUST03073,2023-10-24,Product Question,Resolved,Low,Email,22.0,Positive,4.0
TKT00764,CUST01539,2021-10-01,Order Issue,Open,Low,Email,,Negative,
TKT00765,CUST01539,2021-07-09,Order Issue,In Progress,High,Phone,,Negative,
TKT00766,CUST01946,2025-02-22,General Inquiry,Open,High,Social Media,,Neutral,
TKT00767,CUST04229,2024-07-07,Shipping Inquiry,Closed,Critical,Email,113.0,Neutral,4.0
TKT00768,CUST04229,2023-09-09,General Inquiry,Closed,Low,Email,19.0,Neutral,4.0
TKT00769,CUST00068,2025-06-18,Order Issue,Open,Low,Chat,,Negative,
TKT00770,CUST00068,2024-12-14,Technical Support,Closed,Low,Email,111.0,Neutral,3.0
TKT00771,CUST03486,2020-05-15,Product Question,Closed,Low,Email,69.0,Neutral,3.0
TKT00772,CUST01010,2024-06-20,Product Question,Closed,High,Phone,107.0,Neutral,2.0
TKT00773,CUST01010,2024-11-03,Payment Issue,Closed,High,Email,18.0,Positive,5.0
TKT00774,CUST01010,2023-07-21,Return Request,Closed,Low,Social Media,34.0,Positive,4.0
TKT00775,CUST01010,2024-08-12,Account Management,Closed,Low,Email,82.0,Positive,4.0
TKT00776,CUST04046,2025-10-09,Account Management,Open,High,Chat,,Negative,
TKT00777,CUST04046,2024-03-31,Order Issue,Closed,Critical,Chat,3.0,Neutral,4.0
TKT00778,CUST00112,2023-02-03,Order Issue,Closed,Low,Phone,111.0,Positive,5.0
TKT00779,CUST04208,2023-04-21,General Inquiry,Resolved,Low,Chat,44.0,Positive,4.0
TKT00780,CUST03775,2024-01-11,Shipping Inquiry,Resolved,High,Social Media,105.0,Positive,5.0
TKT00781,CUST00509,2022-09-13,Payment Issue,Resolved,Low,Email,32.0,Neutral,2.0
TKT00782,CUST00509,2022-12-27,Technical Support,Closed,Low,Chat,5.0,Neutral,5.0
TKT00783,CUST04668,2024-10-17,Order Issue,Closed,High,Chat,48.0,Neutral,3.0
TKT00784,CUST04668,2025-05-19,General Inquiry,Closed,Medium,Email,42.0,Positive,4.0
TKT00785,CUST02581,2024-12-19,Account Management,Closed,Low,Email,63.0,Neutral,4.0
TKT00786,CUST04890,2023-12-15,Technical Support,Closed,Medium,Chat,97.0,Positive,3.0
TKT00787,CUST04890,2025-02-24,Account Management,Resolved,Low,Phone,9.0,Neutral,4.0
TKT00788,CUST04890,2024-01-21,Order Issue,Resolved,Low,Chat,27.0,Positive,4.0
TKT00789,CUST02886,2024-06-19,General Inquiry,Resolved,Low,Email,94.0,Positive,1.0
TKT00790,CUST02886,2024-01-12,General Inquiry,Resolved,Low,Email,9.0,Positive,5.0
TKT00791,CUST02886,2024-01-23,General Inquiry,Closed,High,Email,78.0,Neutral,5.0
TKT00792,CUST03877,2024-02-16,Product Question,Closed,Medium,Phone,4.0,Positive,5.0
TKT00793,CUST03877,2025-01-14,Account Management,Resolved,High,Email,94.0,Positive,1.0
TKT00794,CUST02651,2020-01-04,Payment Issue,Resolved,Medium,Email,88.0,Positive,3.0
TKT00795,CUST00997,2025-09-14,Return Request,Resolved,High,Email,89.0,Positive,2.0
TKT00796,CUST00997,2025-10-18,Product Question,Resolved,Low,Email,55.0,Neutral,5.0
TKT00797,CUST00997,2025-08-24,Product Question,Closed,Low,Chat,107.0,Positive,4.0
TKT00798,CUST03586,2024-08-10,Account Management,Resolved,Low,Email,26.0,Positive,4.0
TKT00799,CUST03586,2023-02-02,Shipping Inquiry,Resolved,Low,Email,93.0,Positive,4.0
TKT00800,CUST02004,2020-12-28,Return Request,Closed,Low,Chat,30.0,Neutral,3.0
TKT00801,CUST02004,2022-07-07,Account Management,Closed,High,Email,18.0,Positive,4.0
TKT00802,CUST03898,2022-09-30,Order Issue,Closed,Low,Email,19.0,Positive,3.0
TKT00803,CUST03898,2024-05-31,Technical Support,Closed,Low,Email,66.0,Neutral,5.0
TKT00804,CUST02946,2022-08-07,Order Issue,Closed,Low,Email,37.0,Neutral,2.0
TKT00805,CUST01761,2023-09-18,Technical Support,Resolved,Medium,Email,65.0,Positive,5.0
TKT00806,CUST01761,2023-06-17,Technical Support,Resolved,Low,Email,72.0,Positive,3.0
TKT00807,CUST03933,2022-12-25,Product Question,Closed,Medium,Chat,45.0,Neutral,5.0
TKT00808,CUST03933,2023-04-08,Shipping Inquiry,Resolved,Low,Chat,68.0,Neutral,4.0
TKT00809,CUST03933,2022-01-09,General Inquiry,Resolved,Low,Email,22.0,Neutral,4.0
TKT00810,CUST03933,2021-10-16,Technical Support,In Progress,Low,Social Media,,Neutral,
TKT00811,CUST03933,2023-02-23,Technical Support,Open,Medium,Email,,Positive,
TKT00812,CUST04327,2023-06-28,General Inquiry,Resolved,High,Chat,14.0,Positive,2.0
TKT00813,CUST04327,2023-09-23,General Inquiry,Closed,Medium,Social Media,93.0,Positive,4.0
TKT00814,CUST04327,2022-12-20,Shipping Inquiry,Open,Medium,Chat,,Neutral,
TKT00815,CUST04327,2023-10-04,Shipping Inquiry,Open,Critical,Chat,,Neutral,
TKT00816,CUST04327,2022-07-25,General Inquiry,Closed,High,Email,96.0,Neutral,3.0
TKT00817,CUST03483,2024-07-27,Shipping Inquiry,Resolved,High,Chat,44.0,Neutral,4.0
TKT00818,CUST03483,2023-11-17,Order Issue,Resolved,Medium,Email,101.0,Positive,4.0
TKT00819,CUST03483,2025-05-03,Product Question,Resolved,High,Phone,58.0,Positive,4.0
TKT00820,CUST00148,2022-12-12,Product Question,Resolved,Medium,Chat,102.0,Positive,4.0
TKT00821,CUST02627,2025-05-17,Order Issue,Resolved,Low,Email,51.0,Neutral,5.0
TKT00822,CUST02627,2025-03-23,Product Question,Closed,Low,Email,9.0,Neutral,5.0
TKT00823,CUST00229,2025-08-29,Payment Issue,Resolved,High,Chat,19.0,Positive,5.0
TKT00824,CUST02143,2023-11-05,Return Request,Resolved,Low,Phone,46.0,Neutral,3.0
TKT00825,CUST03317,2024-11-10,Account Management,Closed,High,Chat,62.0,Positive,2.0
TKT00826,CUST03346,2024-10-08,Order Issue,In Progress,High,Email,,Neutral,
TKT00827,CUST03441,2024-10-19,Payment Issue,Closed,Low,Email,7.0,Neutral,4.0
TKT00828,CUST00742,2022-08-20,Technical Support,Closed,Medium,Chat,87.0,Neutral,5.0
TKT00829,CUST00742,2021-09-26,Account Management,Closed,Medium,Chat,113.0,Neutral,2.0
TKT00830,CUST00742,2023-04-15,Shipping Inquiry,In Progress,Low,Phone,,Positive,
TKT00831,CUST02034,2021-02-16,Product Question,Closed,Medium,Chat,37.0,Neutral,2.0
TKT00832,CUST00873,2020-09-02,Shipping Inquiry,Resolved,High,Chat,92.0,Positive,3.0
TKT00833,CUST01180,2024-02-13,Return Request,Closed,High,Chat,25.0,Positive,5.0
TKT00834,CUST04168,2021-09-06,Return Request,Resolved,High,Email,109.0,Positive,4.0
TKT00835,CUST00295,2022-02-08,Account Management,Closed,High,Social Media,95.0,Positive,4.0
TKT00836,CUST00295,2023-03-12,Technical Support,Open,Low,Social Media,,Positive,
TKT00837,CUST04831,2021-11-27,Product Question,In Progress,Low,Email,,Neutral,
TKT00838,CUST02260,2024-06-24,Technical Support,Closed,Medium,Chat,72.0,Positive,5.0
TKT00839,CUST02260,2024-12-31,Order Issue,Closed,Low,Social Media,64.0,Positive,3.0
TKT00840,CUST02260,2024-06-17,Return Request,Closed,Low,Email,8.0,Neutral,4.0
TKT00841,CUST02260,2025-10-13,Account Management,Closed,Low,Phone,118.0,Positive,3.0
TKT00842,CUST02260,2024-05-06,Shipping Inquiry,In Progress,Medium,Email,,Neutral,
TKT00843,CUST02644,2025-08-27,Shipping Inquiry,Resolved,Low,Chat,79.0,Positive,5.0
TKT00844,CUST02644,2024-08-21,General Inquiry,Closed,Low,Phone,40.0,Neutral,3.0
TKT00845,CUST00274,2025-05-01,Order Issue,Resolved,Medium,Phone,65.0,Positive,4.0
TKT00846,CUST00274,2023-09-25,Technical Support,Closed,Medium,Phone,113.0,Neutral,5.0
TKT00847,CUST02059,2024-02-28,Account Management,Resolved,Low,Email,23.0,Positive,2.0
TKT00848,CUST02059,2023-08-19,Technical Support,Resolved,Low,Email,28.0,Positive,5.0
TKT00849,CUST02059,2022-12-16,General Inquiry,In Progress,High,Email,,Neutral,
TKT00850,CUST00391,2021-03-10,Technical Support,Closed,Medium,Phone,68.0,Positive,5.0
TKT00851,CUST00391,2021-07-11,Product Question,Closed,Medium,Chat,15.0,Neutral,5.0
TKT00852,CUST00391,2022-08-21,Technical Support,In Progress,Low,Email,,Negative,
TKT00853,CUST00391,2021-11-01,Return Request,Closed,Medium,Chat,97.0,Neutral,3.0
TKT00854,CUST01639,2023-10-19,General Inquiry,Resolved,Low,Email,113.0,Positive,5.0
TKT00855,CUST01639,2022-07-04,Payment Issue,Closed,Low,Email,48.0,Neutral,3.0
TKT00856,CUST01639,2022-11-28,Order Issue,Open,Medium,Social Media,,Negative,
TKT00857,CUST02717,2022-03-25,Return Request,Closed,Medium,Chat,119.0,Positive,2.0
TKT00858,CUST02142,2021-05-25,Account Management,Resolved,High,Chat,111.0,Positive,2.0
TKT00859,CUST01420,2024-08-30,Shipping Inquiry,In Progress,Low,Email,,Positive,
TKT00860,CUST01420,2025-05-24,Technical Support,Resolved,Low,Chat,6.0,Neutral,2.0
TKT00861,CUST01420,2023-11-29,Shipping Inquiry,Resolved,Medium,Chat,87.0,Neutral,4.0
TKT00862,CUST01420,2024-02-01,Technical Support,In Progress,Low,Email,,Negative,
TKT00863,CUST04980,2024-07-14,Order Issue,Resolved,Medium,Phone,55.0,Neutral,4.0
TKT00864,CUST04980,2024-08-14,General Inquiry,Closed,Medium,Email,88.0,Neutral,5.0
TKT00865,CUST04980,2023-03-17,Payment Issue,Resolved,Low,Chat,106.0,Positive,5.0
TKT00866,CUST04240,2025-10-09,Order Issue,Closed,Critical,Phone,55.0,Neutral,5.0
TKT00867,CUST04240,2024-11-27,Account Management,Closed,Low,Email,79.0,Positive,3.0
TKT00868,CUST04240,2025-07-18,Shipping Inquiry,Closed,Medium,Chat,43.0,Neutral,2.0
TKT00869,CUST00861,2022-11-01,Shipping Inquiry,Resolved,Medium,Email,108.0,Positive,4.0
TKT00870,CUST01616,2022-06-02,Order Issue,Closed,Medium,Chat,115.0,Neutral,5.0
TKT00871,CUST01616,2023-04-29,Product Question,In Progress,Medium,Email,,Positive,
TKT00872,CUST01616,2022-04-01,Return Request,Closed,High,Chat,21.0,Positive,4.0
TKT00873,CUST01616,2022-05-14,Payment Issue,Resolved,High,Email,111.0,Positive,5.0
TKT00874,CUST01616,2021-10-07,Return Request,Resolved,Low,Phone,63.0,Neutral,2.0
TKT00875,CUST01576,2023-11-22,Payment Issue,Closed,Low,Chat,83.0,Neutral,3.0
TKT00876,CUST04385,2022-09-03,Order Issue,Open,Low,Chat,,Negative,
TKT00877,CUST04385,2021-12-16,General Inquiry,In Progress,Medium,Email,,Neutral,
TKT00878,CUST04385,2023-02-24,Account Management,In Progress,High,Phone,,Neutral,
TKT00879,CUST04385,2022-12-08,Order Issue,Closed,Medium,Chat,106.0,Neutral,4.0
TKT00880,CUST04385,2023-09-06,Account Management,In Progress,High,Email,,Neutral,
TKT00881,CUST00871,2021-06-24,Product Question,Resolved,Low,Email,13.0,Positive,5.0
TKT00882,CUST00871,2020-08-28,Return Request,Open,Medium,Email,,Negative,
TKT00883,CUST00871,2020-07-13,General Inquiry,In Progress,High,Email,,Positive,
TKT00884,CUST00871,2021-03-17,General Inquiry,Closed,Low,Email,36.0,Positive,4.0
TKT00885,CUST00871,2020-07-23,Payment Issue,Resolved,Low,Chat,26.0,Positive,5.0
TKT00886,CUST00375,2020-10-13,Payment Issue,Closed,High,Chat,38.0,Positive,4.0
TKT00887,CUST03939,2024-05-02,General Inquiry,Closed,Medium,Chat,21.0,Positive,2.0
TKT00888,CUST04713,2022-05-22,Payment Issue,Resolved,Medium,Chat,118.0,Neutral,4.0
TKT00889,CUST03328,2023-04-16,Order Issue,Open,Low,Email,,Negative,
TKT00890,CUST00617,2023-11-18,Product Question,Closed,Medium,Phone,54.0,Neutral,3.0
TKT00891,CUST02075,2023-02-27,Shipping Inquiry,Closed,High,Email,60.0,Positive,4.0
TKT00892,CUST02075,2024-09-24,Return Request,Resolved,Medium,Email,8.0,Positive,3.0
TKT00893,CUST01545,2024-01-20,Shipping Inquiry,Resolved,Medium,Email,60.0,Positive,5.0
TKT00894,CUST01545,2025-03-01,General Inquiry,In Progress,Medium,Chat,,Neutral,
TKT00895,CUST02497,2021-01-23,Product Question,Open,Low,Email,,Neutral,
TKT00896,CUST04595,2023-03-26,Order Issue,Open,Medium,Social Media,,Neutral,
TKT00897,CUST03525,2023-01-02,Order Issue,In Progress,Low,Chat,,Negative,
TKT00898,CUST03525,2022-03-13,Shipping Inquiry,Resolved,Low,Phone,36.0,Positive,3.0
TKT00899,CUST01853,2021-09-05,General Inquiry,Closed,Medium,Chat,36.0,Neutral,4.0
TKT00900,CUST04882,2023-04-29,Shipping Inquiry,Closed,Low,Chat,2.0,Neutral,3.0
TKT00901,CUST04882,2023-10-02,Technical Support,Resolved,Medium,Email,96.0,Neutral,3.0
TKT00902,CUST01608,2024-08-17,Technical Support,In Progress,Medium,Phone,,Neutral,
TKT00903,CUST03593,2021-10-20,Account Management,Closed,Medium,Email,10.0,Positive,4.0
TKT00904,CUST03593,2022-09-01,Payment Issue,Open,Medium,Email,,Negative,
TKT00905,CUST03593,2021-10-29,Product Question,Closed,Low,Chat,71.0,Positive,5.0
TKT00906,CUST00236,2024-04-05,Return Request,In Progress,Low,Chat,,Negative,
TKT00907,CUST00236,2025-01-08,Technical Support,Resolved,Medium,Social Media,58.0,Neutral,4.0
TKT00908,CUST00236,2024-08-08,Account Management,In Progress,Critical,Chat,,Positive,
TKT00909,CUST00236,2025-04-24,General Inquiry,Closed,High,Email,78.0,Positive,5.0
TKT00910,CUST00236,2025-10-12,Product Question,Closed,Medium,Email,86.0,Positive,5.0
TKT00911,CUST01553,2024-02-15,Payment Issue,Closed,Medium,Email,41.0,Positive,4.0
TKT00912,CUST01085,2021-06-27,Payment Issue,Resolved,High,Email,49.0,Positive,2.0
TKT00913,CUST03384,2021-11-07,Order Issue,Resolved,Low,Phone,10.0,Positive,4.0
TKT00914,CUST02994,2024-02-18,Return Request,Open,High,Email,,Negative,
TKT00915,CUST02994,2024-12-26,Technical Support,Closed,High,Phone,107.0,Neutral,5.0
TKT00916,CUST00828,2023-01-02,Return Request,In Progress,Medium,Email,,Negative,
TKT00917,CUST02464,2020-11-23,Return Request,Closed,Low,Email,16.0,Positive,3.0
