customer_id,purchase_frequency,avg_order_value,total_revenue,customer_tenure_months,email_engagement_score,product_categories_purchased,avg_days_between_purchase,days_since_last_purchase,refund_rate,predicted_clv,clv_segment,segment_score
CUST00684,1,389.45,389.45,13,0.24,4,180,140,0.104,726.97,Promising,2
CUST00685,2,248.64,497.28,9,0.16,2,90,155,0.043,832.82,Promising,2
CUST00686,3,287.15,861.45,11,0.19,1,60,115,0.022,1614.79,Potential Loyalists,3
CUST00687,8,62.68,501.44,2,0.59,2,22,15,0.024,1060.38,Potential Loyalists,3
CUST00688,5,100.3,501.5,3,0.15,2,36,63,0.046,1076.47,Potential Loyalists,3
CUST00689,6,70.32,421.92,15,0.57,3,30,15,0.032,1327.36,Potential Loyalists,3
CUST00690,7,44.77,313.39,6,0.66,4,25,18,0.008,777.21,Promising,2
CUST00691,12,69.52,834.24,20,0.43,3,15,14,0.004,3046.64,Loyal Customers,4
CUST00692,5,116.68,583.4,4,0.53,1,36,63,0.038,1309.54,Potential Loyalists,3
CUST00693,9,75.78,682.02,28,0.64,2,20,2,0.044,2825.38,Loyal Customers,4
CUST00694,19,29.87,567.53,22,0.43,2,9,13,0.019,2134.2,Potential Loyalists,3
CUST00695,1,136.26,136.26,9,0.32,1,180,87,0.046,227.49,Need Attention,1
CUST00696,7,101.19,708.33,15,0.54,1,25,43,0.071,2138.63,Potential Loyalists,3
CUST00697,4,96.64,386.56,4,0.13,3,45,87,0.001,514.9,Promising,2
CUST00698,20,40.88,817.6,33,0.7,3,9,13,0.029,3770.98,Loyal Customers,4
CUST00699,4,175.56,702.24,23,0.08,4,45,22,0.176,1687.72,Potential Loyalists,3
CUST00700,4,144.19,576.76,1,0.4,3,45,60,0.036,602.33,Promising,2
CUST00701,16,117.06,1872.96,12,0.99,3,11,5,0.036,5416.6,Champions,5
CUST00702,3,108.45,325.35,2,0.1,2,60,80,0.012,375.02,Need Attention,1
CUST00703,1,59.24,59.24,11,0.17,2,180,137,0.096,102.64,Need Attention,1
CUST00704,6,118.69,712.14,1,0.8,2,30,2,0.016,1459.89,Potential Loyalists,3
CUST00705,6,68.76,412.56,17,0.06,3,30,59,0.039,1354.61,Potential Loyalists,3
CUST00706,19,103.72,1970.68,3,0.6,2,9,13,0.082,4070.44,Loyal Customers,4
CUST00707,12,195.28,2343.36,36,0.57,4,15,19,0.111,10416.24,Champions,5
CUST00708,7,74.79,523.53,1,0.63,2,25,37,0.04,1047.06,Potential Loyalists,3
CUST00709,8,32.15,257.2,135,0.74,2,22,43,0.004,3394.27,Loyal Customers,4
CUST00710,1,152.55,152.55,8,0.75,1,180,7,0.214,199.84,Need Attention,1
CUST00711,14,50.95,713.3,26,0.66,3,12,3,0.011,2939.39,Loyal Customers,4
CUST00712,3,33.4,100.2,8,0.21,2,60,83,0.002,166.67,Need Attention,1
CUST00713,7,95.54,668.78,6,0.61,2,25,28,0.027,1626.81,Potential Loyalists,3
CUST00714,2,90.31,180.62,5,0.35,3,90,35,0.072,237.46,Need Attention,1
CUST00715,3,25.98,77.94,29,0.17,1,60,111,0.058,250.85,Need Attention,1
CUST00716,4,56.32,225.28,10,0.6,2,45,60,0.044,394.84,Need Attention,1
CUST00717,13,50.46,655.98,5,0.61,4,13,6,0.032,1534.56,Potential Loyalists,3
CUST00718,1,68.99,68.99,102,0.19,4,180,13,0.02,642.3,Promising,2
CUST00719,22,37.06,815.32,10,0.6,3,8,9,0.028,2245.39,Potential Loyalists,3
CUST00720,3,26.78,80.34,2,0.51,2,60,49,0.019,91.95,Need Attention,1
CUST00721,12,22.99,275.88,7,0.96,4,15,11,0.045,680.62,Promising,2
CUST00722,9,80.12,721.08,31,0.74,2,20,14,0.015,3255.38,Loyal Customers,4
CUST00723,2,61.2,122.4,18,0.17,1,90,117,0.055,289.17,Need Attention,1
CUST00724,10,157.83,1578.3,13,0.55,2,18,21,0.031,4715.57,Loyal Customers,4
CUST00725,26,90.66,2357.16,13,0.81,2,6,6,0.111,6461.17,Champions,5
CUST00726,9,385.95,3473.55,14,0.42,3,20,25,0.033,10636.59,Champions,5
CUST00727,4,142.88,571.52,4,0.47,2,45,36,0.07,708.68,Promising,2
CUST00728,4,280.12,1120.48,8,0.47,3,45,54,0.018,1833.85,Potential Loyalists,3
CUST00729,2,176.43,352.86,4,0.2,3,90,65,0.062,441.31,Need Attention,1
CUST00730,4,85.1,340.4,4,0.18,2,45,11,0.094,411.2,Need Attention,1
CUST00731,6,30.4,182.4,17,0.47,2,30,31,0.009,617.59,Promising,2
CUST00732,22,351.96,7743.12,16,0.58,1,8,1,0.014,25449.05,Champions,5
CUST00733,4,186.12,744.48,4,0.41,2,45,70,0.019,973.78,Promising,2
CUST00734,9,26.11,234.99,38,0.34,2,20,4,0.011,1200.76,Potential Loyalists,3
CUST00735,2,134.05,268.1,26,0.21,2,90,90,0.009,841.34,Promising,2
CUST00736,26,68.95,1792.7,30,0.54,4,6,4,0.006,8018.75,Champions,5
CUST00737,3,108.69,326.07,6,0.29,2,60,84,0.007,485.68,Need Attention,1
CUST00738,85,124.46,10579.1,15,0.79,4,5,2,0.004,34244.55,Champions,5
CUST00739,2,244.54,489.08,6,0.3,2,90,167,0.139,631.65,Promising,2
CUST00740,3,32.35,97.05,16,0.21,1,60,6,0.001,226.22,Need Attention,1
CUST00741,3,89.45,268.35,2,0.53,1,60,97,0.042,299.93,Need Attention,1
CUST00742,1,91.66,91.66,28,0.48,2,180,8,0.037,294.23,Need Attention,1
CUST00743,4,144.45,577.8,1,0.58,2,45,32,0.068,583.39,Promising,2
CUST00744,7,51.84,362.88,3,0.63,3,25,13,0.008,809.95,Promising,2
CUST00745,2,40.09,80.18,4,0.36,2,90,6,0.037,102.95,Need Attention,1
CUST00746,6,75.45,452.7,4,0.65,1,30,40,0.049,1004.54,Potential Loyalists,3
CUST00747,1,101.21,101.21,61,0.24,1,180,40,0.015,606.46,Promising,2
CUST00748,4,22.95,91.8,7,0.25,2,45,31,0.092,131.98,Need Attention,1
CUST00749,21,96.84,2033.64,19,0.78,2,8,5,0.009,7221.63,Champions,5
CUST00750,2,93.38,186.76,22,0.31,2,90,122,0.021,518.04,Promising,2
CUST00751,5,118.01,590.05,8,0.52,2,36,15,0.025,1534.13,Potential Loyalists,3
CUST00752,1,112.51,112.51,2,0.13,1,180,145,0.034,126.8,Need Attention,1
CUST00753,9,202.25,1820.25,26,0.39,4,20,14,0.004,7554.04,Champions,5
CUST00754,1,131.94,131.94,28,0.04,1,180,120,0.003,438.48,Need Attention,1
CUST00755,1,45.73,45.73,23,0.48,1,180,180,0.009,132.18,Need Attention,1
CUST00756,2,120.68,241.36,1,0.18,2,90,66,0.015,257.55,Need Attention,1
CUST00757,1,88.37,88.37,5,0.11,3,180,95,0.063,117.3,Need Attention,1
CUST00758,1,88.3,88.3,21,0.38,1,180,43,0.028,236.03,Need Attention,1
CUST00759,16,60.55,968.8,1,0.67,1,11,20,0.057,1903.29,Potential Loyalists,3
CUST00760,4,73.38,293.52,8,0.27,3,45,78,0.078,451.04,Need Attention,1
CUST00761,1,114.02,114.02,4,0.18,4,180,30,0.016,149.59,Need Attention,1
CUST00762,5,196.27,981.35,3,0.3,1,36,21,0.071,2051.27,Potential Loyalists,3
CUST00763,23,70.06,1611.38,3,0.45,2,7,5,0.019,3556.72,Loyal Customers,4
CUST00764,5,196.05,980.25,1,0.37,2,36,14,0.027,1987.05,Potential Loyalists,3
CUST00765,17,24.99,424.83,19,0.38,3,10,19,0.067,1420.31,Potential Loyalists,3
CUST00766,1,59.78,59.78,2,0.39,2,180,7,0.014,68.77,Need Attention,1
CUST00767,7,55.52,388.64,7,0.86,4,25,20,0.01,993.95,Promising,2
CUST00768,3,242.66,727.98,18,0.29,1,60,74,0.12,1601.56,Potential Loyalists,3
CUST00769,10,46.16,461.6,4,0.76,2,18,25,0.062,1010.29,Potential Loyalists,3
CUST00770,1,55.32,55.32,19,0.31,3,180,102,0.168,118.9,Need Attention,1
CUST00771,2,182.56,365.12,6,0.26,3,90,51,0.016,538.92,Promising,2
CUST00772,2,227.16,454.32,11,0.2,1,90,20,0.009,862.94,Promising,2
CUST00773,7,47.79,334.53,54,0.62,3,25,38,0.079,2002.66,Potential Loyalists,3
CUST00774,4,146.35,585.4,4,0.26,2,45,89,0.016,768.04,Promising,2
CUST00775,8,88.5,708.0,2,0.36,3,22,41,0.022,1500.25,Potential Loyalists,3
CUST00776,1,168.01,168.01,3,0.32,3,180,63,0.033,203.08,Need Attention,1
CUST00777,4,171.37,685.48,11,0.15,1,45,14,0.075,1215.3,Potential Loyalists,3
CUST00778,4,40.27,161.08,6,0.52,3,45,90,0.005,240.41,Need Attention,1
CUST00779,2,25.48,50.96,40,0.34,1,90,78,0.016,217.29,Need Attention,1
CUST00780,10,157.36,1573.6,12,0.54,3,18,8,0.118,4163.75,Loyal Customers,4
CUST00781,7,76.54,535.78,11,0.84,3,25,37,0.052,1481.43,Potential Loyalists,3
CUST00782,4,53.31,213.24,7,0.27,3,45,6,0.102,303.19,Need Attention,1
CUST00783,1,53.89,53.89,2,0.11,2,180,89,0.029,61.05,Need Attention,1
CUST00784,14,55.94,783.16,19,0.53,2,12,18,0.023,2741.78,Loyal Customers,4
CUST00785,2,109.53,219.06,5,0.33,2,90,110,0.096,280.54,Need Attention,1
CUST00786,1,196.49,196.49,1,0.38,2,180,170,0.001,212.65,Need Attention,1
CUST00787,1,64.75,64.75,34,0.26,2,180,95,0.018,243.74,Need Attention,1
CUST00788,2,381.33,762.66,31,0.33,2,90,18,0.03,2650.88,Loyal Customers,4
CUST00789,3,68.42,205.26,4,0.3,1,60,65,0.153,231.81,Need Attention,1
CUST00790,5,140.54,702.7,19,0.75,1,36,44,0.012,2487.79,Potential Loyalists,3
CUST00791,7,201.86,1413.02,7,0.67,2,25,1,0.124,3197.66,Loyal Customers,4
CUST00792,1,53.94,53.94,9,0.16,3,180,108,0.042,90.43,Need Attention,1
CUST00793,1,161.86,161.86,6,0.08,3,180,126,0.031,235.26,Need Attention,1
CUST00794,17,143.9,2446.3,40,0.65,4,10,4,0.09,11872.71,Champions,5
CUST00795,18,132.53,2385.54,4,0.5,3,10,14,0.013,5493.9,Champions,5
CUST00796,1,97.48,97.48,5,0.16,1,180,93,0.004,137.54,Need Attention,1
CUST00797,5,72.88,364.4,12,0.7,3,36,59,0.042,1047.29,Potential Loyalists,3
CUST00798,7,40.81,285.67,5,0.55,3,25,46,0.002,688.99,Promising,2
CUST00799,3,138.22,414.66,32,0.25,4,60,20,0.014,1499.13,Potential Loyalists,3
CUST00800,1,69.07,69.07,12,0.11,2,180,112,0.092,125.43,Need Attention,1
CUST00801,1,50.89,50.89,1,0.24,1,180,46,0.004,54.91,Need Attention,1
CUST00802,25,46.43,1160.75,22,0.93,2,7,12,0.118,3924.5,Loyal Customers,4
CUST00803,3,80.64,241.92,2,0.44,3,60,67,0.063,264.46,Need Attention,1
CUST00804,5,34.87,174.35,5,0.55,1,36,35,0.002,420.5,Need Attention,1
CUST00805,5,49.65,248.25,10,0.56,3,36,69,0.095,636.55,Promising,2
CUST00806,22,114.38,2516.36,4,0.66,3,8,16,0.049,5583.8,Champions,5
CUST00807,12,111.25,1335.0,1,0.86,5,15,15,0.008,2759.0,Loyal Customers,4
CUST00808,3,92.31,276.93,126,0.32,4,60,56,0.004,3171.96,Loyal Customers,4
CUST00809,2,24.53,49.06,3,0.32,2,90,152,0.052,58.14,Need Attention,1
CUST00810,11,31.37,345.07,2,0.5,2,16,18,0.0,747.65,Promising,2
CUST00811,1,69.76,69.76,7,0.22,3,180,83,0.102,99.19,Need Attention,1
CUST00812,3,106.56,319.68,56,0.08,3,60,110,0.017,1780.72,Potential Loyalists,3
CUST00813,2,87.29,174.58,1,0.26,3,90,63,0.011,187.05,Need Attention,1
CUST00814,9,156.92,1412.28,6,0.82,4,20,6,0.024,3445.96,Loyal Customers,4
CUST00815,4,449.58,1798.32,5,0.15,1,45,36,0.086,2328.52,Potential Loyalists,3
CUST00816,3,67.87,203.61,27,0.35,2,60,113,0.031,641.22,Promising,2
CUST00817,5,203.76,1018.8,9,0.6,4,36,58,0.109,2496.31,Potential Loyalists,3
CUST00818,3,96.03,288.09,24,0.2,2,60,32,0.128,753.64,Promising,2
CUST00819,13,56.96,740.48,5,0.68,1,13,25,0.086,1635.6,Potential Loyalists,3
CUST00820,8,66.42,531.36,11,0.97,3,22,30,0.018,1521.9,Potential Loyalists,3
CUST00821,6,77.23,463.38,11,0.77,2,30,37,0.037,1301.52,Potential Loyalists,3
CUST00822,4,169.64,678.56,19,0.53,2,45,79,0.212,1381.32,Potential Loyalists,3
CUST00823,14,82.26,1151.64,8,0.87,3,12,22,0.056,2899.06,Loyal Customers,4
CUST00824,6,114.03,684.18,13,0.54,2,30,25,0.015,2077.91,Potential Loyalists,3
CUST00825,2,144.84,289.68,2,0.39,2,90,87,0.054,319.71,Need Attention,1
CUST00826,11,61.65,678.15,1,0.39,3,16,2,0.016,1390.21,Potential Loyalists,3
CUST00827,4,339.14,1356.56,20,0.54,4,45,64,0.019,3548.76,Loyal Customers,4
CUST00828,6,217.17,1303.02,10,0.65,2,30,55,0.006,3669.74,Loyal Customers,4
CUST00829,9,142.81,1285.29,7,0.78,2,20,21,0.022,3247.29,Loyal Customers,4
CUST00830,17,121.98,2073.66,3,0.65,3,10,6,0.093,4231.82,Loyal Customers,4
CUST00831,5,138.03,690.15,25,0.55,5,36,63,0.111,2505.3,Loyal Customers,4
CUST00832,3,186.55,559.65,8,0.57,4,60,28,0.071,866.52,Promising,2
CUST00833,7,194.51,1361.57,1,0.45,1,25,23,0.022,2774.2,Loyal Customers,4
CUST00834,7,46.12,322.84,7,0.58,4,25,17,0.035,804.81,Promising,2
CUST00835,3,51.96,155.88,11,0.29,4,60,44,0.118,263.52,Need Attention,1
CUST00836,6,96.94,581.64,2,0.74,2,30,18,0.104,1129.16,Potential Loyalists,3
CUST00837,3,121.13,363.39,1,0.18,1,60,113,0.093,357.06,Need Attention,1
CUST00838,5,103.58,517.9,28,0.72,2,36,36,0.047,2138.75,Potential Loyalists,3
CUST00839,4,321.03,1284.12,2,0.51,1,45,72,0.01,1483.16,Potential Loyalists,3
CUST00840,6,62.87,377.22,3,0.7,2,30,1,0.021,830.92,Promising,2
CUST00841,4,146.74,586.96,3,0.31,2,45,67,0.08,675.0,Promising,2
CUST00842,2,100.77,201.54,3,0.19,3,90,49,0.021,246.63,Need Attention,1
CUST00843,2,143.62,287.24,2,0.46,2,90,22,0.031,324.72,Need Attention,1
CUST00844,3,162.9,488.7,6,0.23,3,60,31,0.038,705.19,Promising,2
CUST00845,2,58.95,117.9,18,0.5,2,90,105,0.036,284.14,Need Attention,1
CUST00846,1,116.15,116.15,3,0.23,2,180,126,0.072,134.73,Need Attention,1
CUST00847,7,185.94,1301.58,1,0.84,2,25,36,0.007,2692.64,Loyal Customers,4
CUST00848,9,133.7,1203.3,21,0.7,1,20,16,0.057,4255.17,Loyal Customers,4
CUST00849,2,177.21,354.42,7,0.41,3,90,177,0.008,556.68,Promising,2
CUST00850,3,66.45,199.35,32,0.11,4,60,61,0.051,693.67,Promising,2
CUST00851,6,132.65,795.9,6,0.31,1,30,42,0.135,1721.13,Potential Loyalists,3
CUST00852,1,97.85,97.85,6,0.12,4,180,126,0.051,139.29,Need Attention,1
CUST00853,4,180.87,723.48,6,0.34,4,45,58,0.002,1083.05,Potential Loyalists,3
CUST00854,16,38.06,608.96,4,0.83,3,11,1,0.122,1247.56,Potential Loyalists,3
CUST00855,4,49.79,199.16,1,0.22,4,45,12,0.012,213.17,Need Attention,1
CUST00856,1,95.67,95.67,7,0.23,3,180,76,0.004,150.87,Need Attention,1
CUST00857,3,168.83,506.49,3,0.36,2,60,29,0.046,603.99,Promising,2
CUST00858,12,236.94,2843.28,4,0.22,3,15,13,0.01,6567.98,Champions,5
CUST00859,4,50.06,200.24,2,0.6,3,45,89,0.01,231.28,Need Attention,1
CUST00860,20,31.23,624.6,2,0.8,1,9,8,0.001,1351.95,Potential Loyalists,3
CUST00861,17,179.09,3044.53,2,0.5,1,10,10,0.282,4736.27,Loyal Customers,4
CUST00862,2,137.58,275.16,6,0.31,2,90,170,0.031,399.95,Need Attention,1
CUST00863,5,45.83,229.15,3,0.5,4,36,48,0.053,488.26,Need Attention,1
CUST00864,22,132.17,2907.74,23,0.82,1,8,16,0.108,10158.67,Champions,5
CUST00865,12,230.85,2770.2,8,0.66,2,15,18,0.042,7076.94,Champions,5
CUST00866,5,48.01,240.05,6,0.44,2,36,68,0.033,580.32,Promising,2
CUST00867,7,101.6,711.2,15,0.81,2,25,23,0.07,2149.6,Potential Loyalists,3
CUST00868,8,37.87,302.96,17,0.71,2,22,28,0.061,971.97,Promising,2
CUST00869,2,112.49,224.98,3,0.65,3,90,141,0.065,262.95,Need Attention,1
CUST00870,1,115.34,115.34,7,0.21,2,180,85,0.015,179.88,Need Attention,1
CUST00871,3,47.38,142.14,1,0.4,3,60,46,0.027,149.83,Need Attention,1
CUST00872,5,84.81,424.05,6,0.31,3,36,59,0.168,882.02,Promising,2
CUST00873,3,201.88,605.64,4,0.31,3,60,35,0.034,780.06,Promising,2
CUST00874,1,92.9,92.9,19,0.12,2,180,79,0.052,227.51,Need Attention,1
CUST00875,12,115.49,1385.88,15,0.71,1,15,9,0.017,4427.54,Loyal Customers,4
CUST00876,7,135.31,947.17,4,0.29,1,25,15,0.059,2079.67,Potential Loyalists,3
CUST00877,1,111.09,111.09,7,0.47,2,180,31,0.098,158.66,Need Attention,1
CUST00878,12,53.51,642.12,8,0.55,4,15,24,0.037,1648.96,Potential Loyalists,3
CUST00879,4,259.35,1037.4,21,0.07,1,45,25,0.014,2812.91,Loyal Customers,4
CUST00880,5,67.22,336.1,23,0.71,3,36,41,0.078,1213.71,Potential Loyalists,3
CUST00881,8,49.05,392.4,6,0.54,1,22,8,0.033,948.63,Promising,2
CUST00882,23,82.25,1891.75,4,0.62,3,7,12,0.138,3804.94,Loyal Customers,4
CUST00883,1,52.9,52.9,11,0.09,4,180,138,0.038,97.54,Need Attention,1
CUST00884,2,76.28,152.56,2,0.42,2,90,177,0.063,166.77,Need Attention,1
CUST00885,6,75.7,454.2,17,0.76,2,30,12,0.033,1500.64,Potential Loyalists,3
CUST00886,2,47.73,95.46,16,0.23,3,90,50,0.007,221.18,Need Attention,1
CUST00887,2,185.95,371.9,13,0.11,1,90,56,0.113,687.24,Promising,2
CUST00888,1,32.17,32.17,20,0.47,2,180,124,0.009,85.01,Need Attention,1
CUST00889,7,102.83,719.81,2,0.8,2,25,18,0.028,1515.92,Potential Loyalists,3
CUST00890,15,119.8,1797.0,7,0.52,4,12,24,0.024,4530.84,Loyal Customers,4
CUST00891,3,57.37,172.11,15,0.04,2,60,76,0.028,376.4,Need Attention,1
CUST00892,1,118.66,118.66,7,0.33,2,180,135,0.048,178.86,Need Attention,1
CUST00893,5,97.71,488.55,11,0.71,2,36,37,0.016,1402.14,Potential Loyalists,3
CUST00894,18,131.02,2358.36,7,0.35,3,10,4,0.036,5873.1,Champions,5
CUST00895,2,127.94,255.88,37,0.08,4,90,50,0.194,842.14,Promising,2
CUST00896,4,181.33,725.32,44,0.12,2,45,38,0.04,3249.43,Loyal Customers,4
CUST00897,1,181.64,181.64,6,0.08,2,180,59,0.008,270.28,Need Attention,1
CUST00898,3,32.45,97.35,4,0.19,3,60,47,0.015,127.85,Need Attention,1
CUST00899,8,56.35,450.8,6,0.39,2,22,12,0.121,990.63,Promising,2
CUST00900,108,102.52,11072.16,12,0.93,2,5,5,0.086,30359.86,Champions,5
CUST00901,10,78.94,789.4,11,0.56,1,18,1,0.024,2247.16,Potential Loyalists,3
CUST00902,3,80.63,241.89,8,0.05,1,60,91,0.051,382.59,Need Attention,1
CUST00903,3,257.41,772.23,5,0.47,4,60,69,0.036,1054.61,Potential Loyalists,3
CUST00904,1,73.59,73.59,2,0.25,4,180,33,0.013,84.74,Need Attention,1
CUST00905,3,60.89,182.67,9,0.15,2,60,36,0.073,296.34,Need Attention,1
CUST00906,2,50.38,100.76,6,0.28,3,90,12,0.019,148.27,Need Attention,1
CUST00907,8,117.78,942.24,41,0.64,5,22,4,0.003,5088.49,Champions,5
CUST00908,3,50.49,151.47,118,0.3,2,60,71,0.026,1598.26,Potential Loyalists,3
CUST00909,7,93.56,654.92,15,0.32,4,25,19,0.059,2002.91,Potential Loyalists,3
CUST00910,3,176.01,528.03,15,0.26,2,60,90,0.004,1183.32,Potential Loyalists,3
CUST00911,3,32.37,97.11,7,0.17,3,60,17,0.096,139.0,Need Attention,1
CUST00912,6,76.07,456.42,21,0.84,3,30,41,0.032,1656.8,Potential Loyalists,3
CUST00913,1,49.43,49.43,11,0.35,2,180,126,0.092,86.02,Need Attention,1
CUST00914,2,184.93,369.86,4,0.45,1,90,27,0.013,486.74,Need Attention,1
CUST00915,3,86.52,259.56,1,0.61,4,60,112,0.114,249.13,Need Attention,1
CUST00916,3,139.55,418.65,38,0.09,2,60,2,0.069,1624.01,Potential Loyalists,3
CUST00917,3,78.36,235.08,8,0.13,1,60,74,0.091,356.15,Need Attention,1
CUST00918,5,37.69,188.45,3,0.68,3,36,37,0.101,381.19,Need Attention,1
CUST00919,3,59.1,177.3,3,0.19,1,60,61,0.04,212.76,Need Attention,1
CUST00920,4,182.4,729.6,2,0.56,2,45,62,0.017,836.73,Promising,2
CUST00921,4,50.02,200.08,8,0.16,5,45,57,0.019,327.13,Need Attention,1
CUST00922,5,55.48,277.4,48,0.81,2,36,44,0.011,1646.09,Potential Loyalists,3
CUST00923,3,41.72,125.16,6,0.16,1,60,24,0.035,181.17,Need Attention,1
CUST00924,1,220.82,220.82,32,0.09,2,180,14,0.19,655.84,Promising,2
CUST00925,6,94.85,569.1,3,0.56,2,30,17,0.053,1212.61,Potential Loyalists,3
CUST00926,4,35.16,140.64,13,0.67,1,45,62,0.001,292.71,Need Attention,1
CUST00927,2,57.73,115.46,6,0.42,3,90,30,0.05,164.53,Need Attention,1
CUST00928,13,102.73,1335.49,25,0.91,5,13,3,0.008,5409.62,Champions,5
CUST00929,4,46.4,185.6,8,0.13,5,45,52,0.199,247.78,Need Attention,1
CUST00930,2,68.76,137.52,6,0.48,3,90,126,0.018,202.57,Need Attention,1
CUST00931,7,126.93,888.51,15,0.73,1,25,5,0.026,2812.58,Loyal Customers,4
CUST00932,8,51.38,411.04,9,0.71,1,22,37,0.041,1084.02,Potential Loyalists,3
CUST00933,8,63.89,511.12,23,0.42,2,22,41,0.07,1861.75,Potential Loyalists,3
CUST00934,5,71.02,355.1,12,0.57,2,36,7,0.051,1010.97,Potential Loyalists,3
CUST00935,14,88.38,1237.32,28,0.62,1,12,5,0.012,5297.38,Champions,5
CUST00936,1,70.82,70.82,10,0.38,1,180,39,0.12,114.26,Need Attention,1
CUST00937,6,247.64,1485.84,4,0.6,1,30,52,0.153,2936.52,Loyal Customers,4
CUST00938,6,131.91,791.46,5,0.42,2,30,37,0.132,1660.22,Potential Loyalists,3
CUST00939,3,56.31,168.93,10,0.32,2,60,39,0.006,307.85,Need Attention,1
CUST00940,4,125.87,503.48,6,0.15,5,45,11,0.007,749.93,Promising,2
CUST00941,3,118.45,355.35,21,0.22,4,60,32,0.018,959.62,Promising,2
CUST00942,1,151.06,151.06,3,0.28,1,180,31,0.077,174.29,Need Attention,1
CUST00943,4,59.4,237.6,5,0.28,3,45,72,0.014,331.89,Need Attention,1
CUST00944,2,71.59,143.18,18,0.21,1,90,107,0.06,336.47,Need Attention,1
CUST00945,4,82.38,329.52,26,0.42,3,45,78,0.004,1039.31,Potential Loyalists,3
CUST00946,6,212.76,1276.56,1,0.52,2,30,39,0.031,2577.06,Loyal Customers,4
CUST00947,4,168.38,673.52,10,0.06,1,45,80,0.038,1187.86,Potential Loyalists,3
CUST00948,3,67.48,202.44,11,0.3,2,60,29,0.015,382.19,Need Attention,1
CUST00949,8,205.72,1645.76,9,0.48,3,22,34,0.037,4358.38,Loyal Customers,4
CUST00950,5,70.65,353.25,20,0.35,2,36,49,0.092,1176.09,Potential Loyalists,3
CUST00951,1,117.99,117.99,39,0.18,2,180,116,0.032,485.41,Need Attention,1
CUST00952,12,51.76,621.12,3,0.33,3,15,30,0.073,1295.5,Potential Loyalists,3
CUST00953,2,61.19,122.38,23,0.28,1,90,114,0.007,354.44,Need Attention,1
CUST00954,10,209.59,2095.9,7,0.58,3,18,20,0.141,4650.98,Loyal Customers,4
CUST00955,3,353.6,1060.8,4,0.2,2,60,111,0.082,1298.42,Potential Loyalists,3
CUST00956,5,119.34,596.7,10,0.36,1,36,55,0.001,1688.96,Potential Loyalists,3
CUST00957,2,45.56,91.12,8,0.25,1,90,79,0.027,147.77,Need Attention,1
CUST00958,1,35.89,35.89,11,0.64,3,180,146,0.019,67.48,Need Attention,1
CUST00959,3,81.69,245.07,9,0.09,4,60,80,0.046,409.14,Need Attention,1
CUST00960,3,150.55,451.65,41,0.32,2,60,8,0.068,1859.14,Potential Loyalists,3
CUST00961,11,44.56,490.16,25,0.88,3,16,7,0.028,1945.45,Potential Loyalists,3
CUST00962,2,20.0,40.0,4,0.32,2,90,54,0.028,51.84,Need Attention,1
CUST00963,1,112.67,112.67,11,0.29,3,180,161,0.142,185.29,Need Attention,1
CUST00964,3,78.88,236.64,9,0.26,3,60,28,0.014,408.32,Need Attention,1
CUST00965,14,97.62,1366.68,8,0.62,1,12,9,0.024,3557.01,Loyal Customers,4
CUST00966,1,187.11,187.11,38,0.25,5,180,170,0.009,772.61,Promising,2
CUST00967,10,56.52,565.2,4,0.74,5,18,6,0.033,1275.28,Potential Loyalists,3
CUST00968,4,163.02,652.08,3,0.28,3,45,21,0.097,736.04,Promising,2
CUST00969,7,90.37,632.59,15,0.72,3,25,16,0.009,2037.41,Potential Loyalists,3
CUST00970,4,117.8,471.2,2,0.36,1,45,23,0.044,525.55,Promising,2
CUST00971,2,75.21,150.42,9,0.07,2,90,142,0.064,246.39,Need Attention,1
CUST00972,3,112.03,336.09,15,0.17,1,60,10,0.1,680.58,Promising,2
CUST00973,4,44.96,179.84,4,0.42,4,45,21,0.025,233.79,Need Attention,1
CUST00974,1,41.09,41.09,14,0.21,4,180,1,0.02,87.25,Need Attention,1
CUST00975,1,106.73,106.73,2,0.19,3,180,105,0.127,108.7,Need Attention,1
CUST00976,5,98.46,492.3,30,0.68,2,36,58,0.025,2159.97,Potential Loyalists,3
CUST00977,9,110.08,990.72,10,0.42,1,20,39,0.031,2720.02,Loyal Customers,4
CUST00978,3,191.38,574.14,1,0.34,5,60,61,0.026,605.81,Promising,2
CUST00979,2,59.08,118.16,13,0.49,2,90,75,0.259,182.41,Need Attention,1
CUST00980,8,72.04,576.32,5,0.75,2,22,3,0.014,1373.27,Potential Loyalists,3
CUST00981,1,55.21,55.21,5,0.12,2,180,60,0.017,76.88,Need Attention,1
CUST00982,1,62.41,62.41,2,0.14,1,180,74,0.061,68.37,Need Attention,1
CUST00983,2,81.96,163.92,17,0.22,1,90,73,0.242,300.27,Need Attention,1
CUST00984,18,104.38,1878.84,13,0.58,5,10,15,0.067,5404.95,Champions,5
CUST00985,6,74.67,448.02,9,0.94,3,30,5,0.003,1228.36,Potential Loyalists,3
CUST00986,10,92.53,925.3,7,0.33,1,18,15,0.018,2347.33,Potential Loyalists,3
CUST00987,1,50.69,50.69,21,0.37,1,180,68,0.036,134.38,Need Attention,1
CUST00988,15,46.04,690.6,8,0.9,3,12,21,0.047,1755.04,Potential Loyalists,3
CUST00989,10,145.92,1459.2,2,0.44,1,18,13,0.043,3025.65,Loyal Customers,4
CUST00990,4,32.09,128.36,25,0.32,4,45,55,0.097,357.39,Need Attention,1
