customer_id,plan_type,subscription_start_date,months_subscribed,monthly_login_frequency,feature_usage_score,support_tickets_30d,payment_failures,previous_renewal_count,renewal_probability_score,did_renew
CUST01020,Enterprise,2023-11-04,6,14,0.64,1,1,0,0.9,0
CUST01021,Basic,2023-06-28,12,5,0.3,0,0,1,0.66,0
CUST01022,Pro,2024-06-04,8,9,0.19,1,1,0,0.64,1
CUST01023,Pro,2023-05-05,7,6,0.41,0,0,0,0.74,1
CUST01024,Basic,2023-05-23,8,5,0.16,1,0,0,0.66,1
CUST01025,Basic,2024-05-20,1,8,0.24,3,0,0,0.6,1
CUST01026,Pro,2024-01-05,18,10,0.65,0,1,1,0.84,0
CUST01027,Pro,2024-08-09,12,13,0.44,0,2,1,0.76,1
CUST01028,Pro,2024-04-23,18,9,0.51,0,0,1,0.82,1
CUST01029,Basic,2023-05-13,20,3,0.28,0,0,1,0.66,1
CUST01030,Pro,2023-03-30,3,11,0.47,1,0,0,0.86,1
CUST01031,Basic,2023-11-13,13,6,0.51,0,0,1,0.74,1
CUST01032,Pro,2024-05-05,17,7,0.25,1,1,1,0.64,0
CUST01033,Pro,2024-02-25,14,13,0.8,2,0,1,0.88,1
CUST01034,Enterprise,2024-08-11,3,14,0.45,1,0,0,0.92,1
CUST01035,Basic,2023-05-09,11,5,0.01,1,0,0,0.66,1
CUST01036,Basic,2023-03-17,15,4,0.1,1,0,1,0.66,1
CUST01037,Pro,2024-04-22,22,10,0.15,1,0,1,0.86,0
CUST01038,Basic,2024-06-13,12,3,0.15,2,0,1,0.6,1
CUST01039,Basic,2023-05-12,18,1,0.23,1,2,1,0.56,1
CUST01040,Enterprise,2023-07-06,5,10,0.37,0,0,0,0.92,1
CUST01041,Pro,2024-03-19,17,11,0.2,0,0,1,0.86,1
CUST01042,Pro,2023-02-26,4,7,0.52,0,0,0,0.82,1
CUST01043,Pro,2024-06-14,5,10,0.54,0,0,0,0.94,1
CUST01044,Basic,2023-11-08,6,6,0.48,0,0,0,0.66,1
CUST01045,Pro,2023-06-15,11,7,0.5,1,2,0,0.72,1
CUST01046,Basic,2023-08-19,12,4,0.08,0,0,1,0.66,1
CUST01047,Basic,2024-06-15,10,7,0.4,1,0,0,0.66,1
CUST01048,Basic,2023-03-22,9,4,0.48,0,2,0,0.56,0
CUST01049,Basic,2023-07-21,21,5,0.13,2,1,1,0.5,1
CUST01050,Basic,2024-07-18,9,1,0.06,1,0,0,0.66,1
CUST01051,Pro,2023-05-09,21,9,0.58,0,0,1,0.82,1
CUST01052,Enterprise,2023-11-07,20,8,0.28,1,0,1,0.8,0
CUST01053,Pro,2024-06-30,3,6,0.61,0,1,0,0.72,1
CUST01054,Basic,2024-05-29,21,1,0.17,2,0,1,0.6,1
CUST01055,Basic,2023-06-22,19,6,0.3,1,0,1,0.66,1
CUST01056,Pro,2024-08-17,5,10,0.29,2,0,0,0.8,1
CUST01057,Enterprise,2023-06-25,22,17,0.41,0,2,1,0.82,1
CUST01058,Enterprise,2023-12-12,19,14,0.71,0,0,1,0.95,1
CUST01059,Pro,2023-02-12,1,6,0.38,0,0,0,0.74,0
CUST01060,Pro,2023-03-25,2,12,0.3,0,0,0,0.86,1
CUST01061,Pro,2024-08-13,9,9,0.18,1,0,0,0.74,1
CUST01062,Basic,2023-08-04,19,6,0.54,2,0,1,0.68,0
CUST01063,Pro,2024-03-02,20,12,0.5,0,0,1,0.94,1
CUST01064,Basic,2023-02-01,16,7,0.13,3,1,1,0.5,1
CUST01065,Pro,2024-07-12,10,8,0.51,0,0,0,0.82,1
CUST01066,Pro,2023-11-06,16,9,0.35,0,0,1,0.74,1
CUST01067,Pro,2023-09-08,22,11,0.13,1,0,1,0.86,1
CUST01068,Basic,2024-02-20,10,4,0.53,1,0,0,0.74,1
CUST01069,Pro,2024-04-09,3,12,0.01,0,0,0,0.86,0
CUST01070,Pro,2023-03-03,6,6,0.28,1,0,0,0.74,1
CUST01071,Enterprise,2024-03-26,14,11,0.73,0,0,1,0.95,1
CUST01072,Pro,2024-05-10,15,5,0.03,2,1,1,0.58,0
CUST01073,Pro,2023-07-28,11,10,0.53,0,0,0,0.94,1
CUST01074,Enterprise,2023-05-28,11,13,0.41,1,0,0,0.92,1
CUST01075,Enterprise,2023-11-23,24,12,0.5,0,0,2,0.95,1
CUST01076,Basic,2023-12-20,13,4,0.04,1,0,1,0.66,1
CUST01077,Pro,2023-05-14,12,7,0.42,2,2,1,0.58,1
CUST01078,Basic,2024-06-11,18,2,0.24,1,0,1,0.66,1
CUST01079,Basic,2023-04-19,11,2,0.43,1,0,0,0.66,1
CUST01080,Pro,2023-09-05,15,5,0.35,0,0,1,0.74,1
CUST01081,Basic,2023-05-06,9,1,0.17,2,0,0,0.6,1
CUST01082,Pro,2024-04-05,8,5,0.06,1,0,0,0.74,0
CUST01083,Basic,2023-05-25,4,7,0.08,3,0,0,0.6,0
CUST01084,Pro,2023-02-21,10,10,0.26,1,0,0,0.86,1
CUST01085,Pro,2024-01-29,20,6,0.18,2,0,1,0.68,0
CUST01086,Basic,2024-03-04,8,5,0.37,1,0,0,0.66,1
CUST01087,Basic,2023-06-13,11,4,0.19,1,0,0,0.66,1
CUST01088,Pro,2024-08-14,24,8,0.74,0,0,2,0.87,1
CUST01089,Basic,2023-11-17,7,5,0.24,1,0,0,0.66,0
CUST01090,Basic,2023-06-13,16,7,0.57,0,0,1,0.74,1
CUST01091,Pro,2024-06-11,15,9,0.52,1,0,1,0.82,1
CUST01092,Enterprise,2024-05-25,10,5,0.04,3,0,0,0.74,0
CUST01093,Pro,2024-05-24,1,0,0.53,0,1,0,0.72,0
CUST01094,Pro,2023-04-03,13,11,0.67,1,1,1,0.84,1
CUST01095,Basic,2024-06-01,15,1,0.12,1,0,1,0.66,1
CUST01096,Pro,2023-09-04,7,12,0.56,0,0,0,0.94,1
CUST01097,Enterprise,2024-08-20,12,13,0.28,2,0,1,0.86,1
CUST01098,Pro,2023-02-19,2,6,0.75,0,0,0,0.82,0
CUST01099,Enterprise,2023-10-16,16,10,0.46,0,0,1,0.92,1
CUST01100,Basic,2024-04-26,10,2,0.45,0,0,0,0.66,1
CUST01101,Enterprise,2024-07-03,1,14,0.73,0,0,0,0.95,1
CUST01102,Enterprise,2023-04-21,14,13,0.79,0,0,1,0.95,1
CUST01103,Pro,2023-05-18,9,10,0.12,4,0,0,0.8,1
CUST01104,Enterprise,2024-01-10,13,9,0.79,0,0,1,0.88,1
CUST01105,Pro,2024-01-10,2,5,0.14,3,1,0,0.58,1
CUST01106,Pro,2024-02-15,2,11,0.72,1,0,0,0.94,1
CUST01107,Enterprise,2024-08-06,18,8,0.21,4,0,1,0.74,1
CUST01108,Basic,2023-07-19,12,5,0.06,4,2,1,0.5,0
CUST01109,Basic,2024-07-20,10,2,0.02,6,0,0,0.6,0
CUST01110,Pro,2023-03-17,13,5,0.14,0,0,1,0.74,1
CUST01111,Basic,2024-05-31,15,3,0.01,3,0,1,0.6,0
CUST01112,Basic,2024-07-17,9,10,0.58,1,1,0,0.76,1
CUST01113,Basic,2023-05-02,5,3,0.27,1,0,0,0.66,0
CUST01114,Enterprise,2023-04-10,13,12,0.5,0,1,1,0.9,1
CUST01115,Pro,2024-01-18,11,8,0.36,0,2,0,0.64,0
CUST01116,Basic,2024-07-25,12,3,0.65,0,2,1,0.64,0
CUST01117,Enterprise,2023-05-28,7,8,0.44,0,0,0,0.8,1
CUST01118,Pro,2024-06-05,13,7,0.57,1,0,1,0.82,1
CUST01119,Basic,2024-05-27,2,2,0.38,0,2,0,0.56,0
CUST01120,Basic,2023-02-16,2,4,0.37,0,1,0,0.56,0
CUST01121,Pro,2023-05-21,23,10,0.56,2,0,1,0.88,1
CUST01122,Basic,2023-12-08,16,4,0.1,2,1,1,0.5,0
CUST01123,Enterprise,2024-06-15,15,11,0.34,2,0,1,0.86,1
CUST01124,Enterprise,2023-06-02,20,10,0.43,0,0,1,0.92,1
CUST01125,Basic,2024-06-11,5,6,0.24,0,2,0,0.56,0
CUST01126,Pro,2023-12-02,20,8,0.21,1,0,1,0.74,0
CUST01127,Pro,2023-11-23,6,5,0.18,2,0,0,0.68,1
CUST01128,Pro,2024-02-07,20,7,0.23,1,2,1,0.64,1
CUST01129,Pro,2023-11-03,19,10,0.43,1,1,1,0.76,1
CUST01130,Pro,2023-12-11,17,8,0.29,1,0,1,0.74,1
CUST01131,Pro,2024-06-05,18,17,0.29,3,1,1,0.7,1
CUST01132,Pro,2024-05-16,23,13,0.45,2,0,1,0.8,1
CUST01133,Basic,2024-07-30,10,3,0.12,2,0,0,0.6,1
CUST01134,Basic,2024-05-01,1,4,0.26,2,1,0,0.5,0
CUST01135,Basic,2024-01-13,11,3,0.06,1,0,0,0.66,1
CUST01136,Enterprise,2023-04-23,14,7,0.24,4,0,1,0.74,1
CUST01137,Pro,2024-08-20,10,7,0.42,0,0,0,0.74,1
CUST01138,Pro,2023-01-28,20,10,0.77,0,1,1,0.84,1
CUST01139,Basic,2024-04-30,9,4,0.22,2,0,0,0.6,1
CUST01140,Pro,2024-08-15,19,13,0.12,1,0,1,0.86,1
CUST01141,Pro,2023-08-22,24,7,0.29,1,1,2,0.69,1
CUST01142,Pro,2023-02-22,19,5,0.14,0,0,1,0.74,1
CUST01143,Pro,2024-05-06,6,10,0.51,1,0,0,0.94,1
CUST01144,Enterprise,2024-06-20,21,9,0.12,2,0,1,0.74,0
CUST01145,Basic,2024-01-25,5,6,0.43,0,2,0,0.56,1
CUST01146,Pro,2023-09-06,2,9,0.54,0,0,0,0.82,1
CUST01147,Enterprise,2024-08-09,23,12,0.52,0,2,1,0.9,1
CUST01148,Enterprise,2023-04-23,7,12,0.28,2,0,0,0.86,1
CUST01149,Basic,2023-01-20,15,4,0.24,1,2,1,0.56,1
CUST01150,Basic,2023-11-18,14,2,0.27,1,2,1,0.56,1
CUST01151,Pro,2023-06-05,14,5,0.58,0,0,1,0.82,0
CUST01152,Pro,2023-07-28,14,8,0.72,0,2,1,0.72,1
CUST01153,Basic,2024-05-28,20,4,0.27,1,0,1,0.66,0
CUST01154,Enterprise,2024-04-27,24,15,0.12,2,0,2,0.91,1
CUST01155,Enterprise,2023-03-05,23,17,0.3,2,1,1,0.76,0
CUST01156,Basic,2023-05-22,17,9,0.04,2,0,1,0.6,0
CUST01157,Enterprise,2023-08-01,18,13,0.2,6,0,1,0.86,1
CUST01158,Pro,2023-11-29,22,2,0.39,0,0,1,0.74,1
CUST01159,Basic,2024-05-04,17,5,0.46,1,0,1,0.66,0
CUST01160,Pro,2024-01-21,11,4,0.2,1,0,0,0.74,1
CUST01161,Basic,2023-06-27,15,5,0.45,0,0,1,0.66,1
CUST01162,Pro,2024-06-29,11,8,0.25,1,0,0,0.74,0
CUST01163,Enterprise,2024-07-13,12,6,0.32,0,0,1,0.8,1
CUST01164,Enterprise,2023-09-28,20,12,0.57,0,0,1,0.95,1
CUST01165,Pro,2024-05-10,7,7,0.38,1,1,0,0.64,0
CUST01166,Pro,2023-09-10,9,6,0.33,0,0,0,0.74,0
CUST01167,Basic,2024-07-25,10,2,0.36,0,0,0,0.66,1
CUST01168,Basic,2023-08-19,10,4,0.35,1,0,0,0.66,1
CUST01169,Pro,2023-10-23,23,9,0.33,0,0,1,0.74,0
CUST01170,Basic,2023-08-01,23,3,0.38,1,0,1,0.66,1
CUST01171,Pro,2024-05-15,11,5,0.39,1,1,0,0.64,1
CUST01172,Basic,2024-05-06,12,3,0.16,1,0,1,0.66,1
CUST01173,Basic,2024-07-27,24,4,0.14,1,0,2,0.71,1
CUST01174,Basic,2023-10-08,10,7,0.12,0,0,0,0.66,1
CUST01175,Pro,2023-05-05,19,9,0.15,1,0,1,0.74,1
CUST01176,Basic,2024-07-10,13,2,0.12,0,2,1,0.56,1
CUST01177,Enterprise,2024-02-09,12,9,0.4,1,0,1,0.8,1
CUST01178,Enterprise,2023-05-30,10,12,0.23,1,1,0,0.82,1
CUST01179,Basic,2023-02-13,10,3,0.53,0,0,0,0.74,1
CUST01180,Basic,2023-03-22,12,3,0.17,1,0,1,0.66,0
CUST01181,Pro,2024-03-28,21,9,0.24,2,0,1,0.68,1
CUST01182,Basic,2023-09-20,24,1,0.29,0,0,2,0.71,1
CUST01183,Pro,2024-05-05,7,8,0.45,0,0,0,0.74,1
CUST01184,Pro,2023-07-26,18,13,0.66,0,1,1,0.84,1
CUST01185,Basic,2023-10-05,18,3,0.02,3,0,1,0.6,1
CUST01186,Pro,2023-10-06,5,6,0.39,0,0,0,0.74,1
CUST01187,Basic,2023-04-22,20,3,0.45,0,0,1,0.66,1
CUST01188,Pro,2024-08-23,8,12,0.38,0,1,0,0.76,1
CUST01189,Basic,2023-09-06,2,8,0.2,1,2,0,0.56,1
CUST01190,Pro,2024-06-27,8,10,0.4,0,1,0,0.76,1
CUST01191,Basic,2023-08-27,2,5,0.27,5,1,0,0.5,0
CUST01192,Basic,2023-04-13,14,2,0.33,2,0,1,0.6,1
CUST01193,Basic,2023-12-05,23,3,0.06,2,0,1,0.6,1
CUST01194,Basic,2024-04-28,4,1,0.1,1,0,0,0.66,1
CUST01195,Basic,2023-05-21,1,2,0.02,5,0,0,0.6,0
CUST01196,Enterprise,2024-07-17,6,12,0.72,0,0,0,0.95,1
CUST01197,Enterprise,2024-02-21,21,10,0.15,2,0,1,0.86,1
CUST01198,Enterprise,2024-05-02,16,11,0.19,2,0,1,0.86,1
CUST01199,Pro,2023-07-24,10,9,0.31,0,0,0,0.74,0
CUST01200,Basic,2023-11-25,10,1,0.09,0,0,0,0.66,1
CUST01201,Enterprise,2023-03-02,3,11,0.36,1,0,0,0.92,1
CUST01202,Enterprise,2024-08-10,8,16,0.81,1,0,0,0.95,1
CUST01203,Pro,2024-07-01,24,6,0.48,0,0,2,0.79,1
CUST01204,Pro,2023-02-08,6,7,0.37,0,0,0,0.74,1
CUST01205,Basic,2024-03-03,6,3,0.1,0,0,0,0.66,1
CUST01206,Pro,2023-02-07,13,9,0.72,1,0,1,0.82,1
CUST01207,Basic,2024-05-22,6,3,0.07,2,2,0,0.5,0
CUST01208,Basic,2023-10-24,2,6,0.34,1,0,0,0.66,1
CUST01209,Pro,2023-01-10,10,8,0.39,0,0,0,0.74,1
CUST01210,Pro,2024-08-04,20,7,0.5,0,1,1,0.72,0
CUST01211,Pro,2023-04-20,11,11,0.17,2,0,0,0.8,1
CUST01212,Enterprise,2023-10-19,15,10,0.33,1,2,1,0.82,0
CUST01213,Pro,2024-07-10,17,9,0.41,0,0,1,0.74,1
CUST01214,Pro,2024-05-20,5,7,0.81,4,1,0,0.66,0
CUST01215,Enterprise,2024-05-31,15,13,0.53,0,0,1,0.95,1
CUST01216,Basic,2023-10-07,7,2,0.21,2,2,0,0.5,1
CUST01217,Pro,2023-04-26,11,5,0.5,0,1,0,0.72,1
CUST01218,Basic,2023-06-16,24,4,0.31,0,0,2,0.71,1
CUST01219,Basic,2024-04-14,21,7,0.11,2,0,1,0.6,1
CUST01220,Pro,2023-09-21,23,9,0.59,0,0,1,0.82,1
CUST01221,Pro,2023-07-10,1,11,0.31,1,1,0,0.76,1
CUST01222,Basic,2023-12-12,10,2,0.31,0,0,0,0.66,0
CUST01223,Basic,2024-08-04,22,7,0.91,1,0,1,0.74,1
CUST01224,Enterprise,2023-07-17,6,15,0.82,1,0,0,0.95,1
CUST01225,Basic,2024-02-20,14,3,0.36,0,0,1,0.66,1
CUST01226,Basic,2024-06-11,11,4,0.2,0,0,0,0.66,1
CUST01227,Pro,2023-03-30,13,4,0.07,1,0,1,0.74,1
CUST01228,Pro,2023-04-08,6,12,0.7,0,2,0,0.84,1
CUST01229,Basic,2023-05-24,16,7,0.59,2,0,1,0.68,1
CUST01230,Pro,2023-11-28,8,9,0.51,1,2,0,0.72,1
CUST01231,Pro,2023-01-07,9,15,0.62,0,0,0,0.94,1
CUST01232,Basic,2024-01-28,8,6,0.6,1,1,0,0.64,1
CUST01233,Pro,2024-04-02,9,10,0.23,5,0,0,0.8,1
CUST01234,Basic,2023-12-04,10,8,0.5,0,0,0,0.74,0
CUST01235,Basic,2024-08-19,24,1,0.11,1,0,2,0.71,0
CUST01236,Basic,2024-08-09,1,4,0.14,3,0,0,0.6,0
CUST01237,Pro,2023-09-25,21,12,0.43,2,0,1,0.8,1
CUST01238,Pro,2024-01-04,23,14,0.45,0,0,1,0.86,1
CUST01239,Basic,2023-08-30,2,3,0.16,5,0,0,0.6,0
CUST01240,Pro,2023-05-02,15,14,0.85,0,2,1,0.84,1
CUST01241,Basic,2023-11-11,6,2,0.1,0,0,0,0.66,0
CUST01242,Basic,2024-02-20,22,1,0.19,1,2,1,0.56,1
CUST01243,Basic,2024-05-29,23,0,0.14,2,0,1,0.6,0
CUST01244,Enterprise,2023-11-15,23,6,0.93,0,0,1,0.88,1
CUST01245,Basic,2023-05-01,21,5,0.14,1,0,1,0.66,0
CUST01246,Pro,2023-10-30,12,9,0.32,0,0,1,0.74,1
CUST01247,Enterprise,2023-08-15,8,12,0.17,0,0,0,0.92,1
CUST01248,Basic,2023-05-17,16,4,0.22,2,1,1,0.5,0
CUST01249,Basic,2023-06-06,15,6,0.14,0,0,1,0.66,1
CUST01250,Basic,2024-01-18,14,6,0.13,1,0,1,0.66,0
CUST01251,Pro,2024-07-16,16,5,0.31,0,0,1,0.74,1
CUST01252,Pro,2024-07-04,22,4,0.17,1,0,1,0.74,0
CUST01253,Pro,2023-08-12,8,3,0.0,0,1,0,0.64,1
CUST01254,Enterprise,2023-03-25,17,10,0.23,3,0,1,0.86,1
CUST01255,Pro,2024-04-02,17,6,0.49,0,0,1,0.74,1
CUST01256,Basic,2024-01-06,3,6,0.2,1,0,0,0.66,1
CUST01257,Basic,2024-07-31,4,2,0.15,1,0,0,0.66,0
CUST01258,Basic,2023-03-05,18,4,0.37,2,0,1,0.6,0
CUST01259,Basic,2024-06-01,7,4,0.03,1,0,0,0.66,1
CUST01260,Basic,2024-08-09,18,2,0.6,0,0,1,0.74,1
CUST01261,Basic,2023-06-03,6,4,0.0,4,2,0,0.5,1
CUST01262,Basic,2023-12-02,17,5,0.01,0,0,1,0.66,0
CUST01263,Basic,2024-03-28,4,4,0.31,0,0,0,0.66,1
CUST01264,Basic,2023-07-30,23,4,0.37,1,1,1,0.56,1
CUST01265,Basic,2024-08-20,16,3,0.35,1,1,1,0.56,0
CUST01266,Enterprise,2023-04-04,17,13,0.45,0,0,1,0.92,0
CUST01267,Basic,2024-04-01,2,3,0.06,3,0,0,0.6,0
CUST01268,Basic,2024-04-09,5,4,0.08,3,0,0,0.6,1
CUST01269,Basic,2024-06-09,14,3,0.06,1,1,1,0.56,0
CUST01270,Pro,2024-04-12,19,6,0.31,0,0,1,0.74,1
CUST01271,Basic,2023-03-01,18,2,0.04,1,0,1,0.66,0
CUST01272,Enterprise,2024-04-18,22,14,0.43,0,0,1,0.92,0
CUST01273,Pro,2023-11-12,24,9,0.37,1,2,2,0.69,1
CUST01274,Basic,2023-01-23,13,7,0.06,3,0,1,0.6,1
CUST01275,Enterprise,2023-09-18,1,11,0.44,0,1,0,0.82,1
CUST01276,Enterprise,2023-08-12,19,12,0.1,2,0,1,0.86,1
CUST01277,Pro,2023-03-16,2,4,0.13,2,0,0,0.68,0
CUST01278,Pro,2024-03-09,12,7,0.29,3,0,1,0.68,1
CUST01279,Basic,2023-03-07,18,7,0.26,4,0,1,0.6,0
CUST01280,Basic,2023-03-03,3,4,0.1,1,0,0,0.66,1
CUST01281,Basic,2024-04-28,2,4,0.29,0,0,0,0.66,1
CUST01282,Basic,2023-10-21,14,4,0.09,2,0,1,0.6,0
CUST01283,Enterprise,2023-07-04,5,12,0.38,1,0,0,0.92,1
CUST01284,Basic,2024-03-06,12,4,0.04,3,1,1,0.5,1
CUST01285,Basic,2024-01-27,15,3,0.19,0,0,1,0.66,1
CUST01286,Basic,2024-01-22,13,5,0.29,3,0,1,0.6,0
CUST01287,Enterprise,2023-03-24,22,11,0.19,1,1,1,0.82,0
CUST01288,Enterprise,2024-07-06,5,14,0.12,0,0,0,0.92,1
CUST01289,Enterprise,2023-12-23,4,14,0.45,0,1,0,0.82,1
CUST01290,Pro,2023-07-02,18,7,0.52,0,2,1,0.72,1
CUST01291,Pro,2024-02-07,17,8,0.5,0,0,1,0.82,1
CUST01292,Basic,2023-05-11,24,4,0.27,4,0,2,0.65,1
CUST01293,Basic,2023-08-17,1,5,0.18,0,0,0,0.66,1
CUST01294,Basic,2023-01-24,10,6,0.36,1,0,0,0.66,1
CUST01295,Basic,2024-04-19,22,4,0.42,1,0,1,0.66,0
CUST01296,Basic,2024-07-11,14,4,0.66,0,0,1,0.74,1
CUST01297,Basic,2024-06-28,13,6,0.61,0,0,1,0.74,1
CUST01298,Pro,2023-08-24,8,7,0.24,0,0,0,0.74,0
CUST01299,Enterprise,2024-04-16,12,14,0.65,0,0,1,0.95,0
CUST01300,Pro,2023-06-08,9,9,0.15,0,0,0,0.74,1
CUST01301,Basic,2023-07-13,24,6,0.41,0,0,2,0.71,1
CUST01302,Basic,2023-04-26,2,2,0.4,0,0,0,0.66,1
CUST01303,Basic,2024-03-05,20,3,0.01,2,0,1,0.6,1
CUST01304,Pro,2023-01-17,8,14,0.54,0,0,0,0.94,1
CUST01305,Basic,2023-07-31,3,6,0.5,1,2,0,0.64,0
CUST01306,Pro,2023-04-14,20,7,0.84,1,0,1,0.82,1
CUST01307,Basic,2023-02-04,15,4,0.22,1,0,1,0.66,1
CUST01308,Basic,2023-02-19,8,2,0.26,1,0,0,0.66,0
CUST01309,Enterprise,2023-02-15,13,10,0.18,2,1,1,0.76,1
CUST01310,Pro,2024-03-25,8,12,0.45,0,0,0,0.86,1
CUST01311,Pro,2024-07-06,7,10,0.06,0,0,0,0.86,1
CUST01312,Basic,2023-02-27,5,2,0.1,3,0,0,0.6,1
CUST01313,Enterprise,2024-05-30,10,15,0.33,0,0,0,0.92,1
CUST01314,Basic,2023-08-28,24,4,0.18,3,0,2,0.65,1
CUST01315,Basic,2024-08-12,11,5,0.21,1,0,0,0.66,0
CUST01316,Basic,2024-08-14,20,7,0.45,0,0,1,0.66,0
CUST01317,Pro,2023-11-25,8,10,0.23,0,0,0,0.86,0
CUST01318,Basic,2023-11-06,5,2,0.44,0,1,0,0.56,0
CUST01319,Enterprise,2024-06-17,8,6,0.42,0,1,0,0.7,1
CUST01320,Pro,2024-02-28,10,8,0.58,0,0,0,0.82,1
CUST01321,Basic,2023-10-09,2,4,0.19,0,0,0,0.66,1
CUST01322,Enterprise,2024-07-24,19,13,0.31,0,0,1,0.92,1
CUST01323,Basic,2023-06-29,21,3,0.43,0,0,1,0.66,0
CUST01324,Basic,2024-03-13,18,4,0.45,0,0,1,0.66,0
CUST01325,Basic,2024-05-22,2,6,0.35,1,1,0,0.56,1
CUST01326,Basic,2023-12-19,21,4,0.12,0,0,1,0.66,0
CUST01327,Basic,2024-01-26,17,4,0.16,0,0,1,0.66,1
CUST01328,Pro,2023-11-23,23,10,0.31,2,0,1,0.8,0
CUST01329,Pro,2024-03-02,14,9,0.33,1,0,1,0.74,1
CUST01330,Basic,2023-06-02,10,2,0.03,2,0,0,0.6,1
CUST01331,Pro,2024-01-21,6,7,0.58,0,0,0,0.82,1
CUST01332,Basic,2024-07-04,16,6,0.36,0,0,1,0.66,1
CUST01333,Basic,2023-09-04,8,2,0.14,5,0,0,0.6,1
CUST01334,Pro,2023-11-04,23,5,0.54,1,0,1,0.82,1
CUST01335,Basic,2023-05-28,15,5,0.08,1,1,1,0.56,1
CUST01336,Pro,2023-03-01,18,10,0.43,1,0,1,0.86,1
CUST01337,Basic,2024-02-27,14,8,0.11,3,0,1,0.6,0
CUST01338,Basic,2024-07-24,17,7,0.58,0,0,1,0.74,0
CUST01339,Pro,2023-05-18,13,7,0.33,2,0,1,0.68,0
CUST01340,Pro,2023-09-06,9,10,0.31,0,0,0,0.86,1
CUST01341,Pro,2023-07-28,11,5,0.48,0,0,0,0.74,1
CUST01342,Enterprise,2023-03-22,15,9,0.38,0,0,1,0.8,1
CUST01343,Basic,2024-01-15,3,3,0.12,2,0,0,0.6,0
CUST01344,Pro,2024-07-02,24,8,0.23,2,0,2,0.73,0
CUST01345,Basic,2023-07-15,2,3,0.17,1,0,0,0.66,1
CUST01346,Enterprise,2023-10-02,13,10,0.36,0,0,1,0.92,0
CUST01347,Pro,2023-02-10,3,3,0.2,0,0,0,0.74,1
CUST01348,Basic,2023-07-12,19,7,0.31,0,0,1,0.66,1
CUST01349,Pro,2024-07-26,7,13,0.26,2,1,0,0.7,1
CUST01350,Basic,2024-05-05,7,2,0.22,0,0,0,0.66,0
CUST01351,Enterprise,2023-12-07,10,14,0.18,2,0,0,0.86,1
CUST01352,Enterprise,2023-01-16,7,7,0.32,0,0,0,0.8,1
CUST01353,Basic,2023-07-14,24,5,0.03,2,0,2,0.65,0
CUST01354,Pro,2023-05-01,24,7,0.45,0,0,2,0.79,1
CUST01355,Basic,2024-05-05,8,3,0.07,2,0,0,0.6,0
CUST01356,Enterprise,2023-07-29,13,12,0.16,0,2,1,0.82,0
CUST01357,Enterprise,2023-09-03,18,12,0.52,0,0,1,0.95,1
CUST01358,Basic,2023-11-26,10,4,0.3,1,1,0,0.56,0
CUST01359,Pro,2024-01-25,15,7,0.49,0,0,1,0.74,1
CUST01360,Basic,2024-06-30,21,3,0.24,3,0,1,0.6,1
CUST01361,Basic,2024-01-03,10,6,0.25,0,0,0,0.66,1
CUST01362,Enterprise,2023-09-25,12,14,0.31,0,1,1,0.82,1
CUST01363,Basic,2024-06-09,16,3,0.12,3,0,1,0.6,0
CUST01364,Enterprise,2024-04-22,4,19,0.35,0,0,0,0.92,0
CUST01365,Basic,2024-04-25,11,3,0.02,0,0,0,0.66,1
CUST01366,Pro,2023-07-28,12,8,0.31,0,2,1,0.64,0
CUST01367,Enterprise,2023-11-17,14,12,0.68,0,1,1,0.9,1
CUST01368,Basic,2023-02-16,19,2,0.16,2,0,1,0.6,1
CUST01369,Basic,2023-08-15,24,8,0.49,3,0,2,0.65,1
CUST01370,Enterprise,2023-05-30,1,12,0.54,0,1,0,0.9,1
CUST01371,Enterprise,2023-09-25,18,9,0.32,0,2,1,0.7,1
CUST01372,Basic,2024-08-21,19,4,0.07,6,0,1,0.6,1
CUST01373,Basic,2024-03-03,10,5,0.56,0,0,0,0.74,1
CUST01374,Basic,2023-06-06,7,4,0.02,0,1,0,0.56,0
CUST01375,Basic,2023-12-04,8,4,0.04,2,1,0,0.5,1
CUST01376,Pro,2024-01-24,19,10,0.77,0,0,1,0.94,1
CUST01377,Basic,2023-09-09,16,1,0.13,2,0,1,0.6,1
CUST01378,Enterprise,2024-07-17,21,12,0.77,0,2,1,0.9,1
CUST01379,Basic,2023-12-12,9,5,0.53,0,0,0,0.74,1
CUST01380,Basic,2024-05-15,24,7,0.42,0,1,2,0.61,0
CUST01381,Enterprise,2024-05-17,15,12,0.35,0,2,1,0.82,1
CUST01382,Enterprise,2023-06-22,24,9,0.26,0,1,2,0.75,1
CUST01383,Enterprise,2023-12-27,6,11,0.75,0,0,0,0.95,1
CUST01384,Pro,2023-05-24,24,12,0.12,1,2,2,0.81,1
CUST01385,Basic,2024-07-13,16,4,0.01,3,0,1,0.6,1
CUST01386,Basic,2023-07-08,18,1,0.22,2,2,1,0.5,1
CUST01387,Basic,2023-03-02,17,9,0.52,0,1,1,0.64,1
CUST01388,Pro,2023-02-04,3,9,0.57,1,0,0,0.82,0
CUST01389,Basic,2023-02-19,1,5,0.49,0,0,0,0.66,0
CUST01390,Basic,2024-02-27,5,5,0.05,0,0,0,0.66,1
CUST01391,Basic,2023-08-25,3,2,0.11,1,2,0,0.56,1
