response_id,customer_id,campaign_name,campaign_type,sent_date,delivered,opened,clicked,converted,unsubscribed
RESP001538,CUST00424,Holiday Gift Guide 2024,Push Notification,2022-09-03,True,False,False,False,False
RESP001539,CUST00424,Win-back Campaign Q3,Display Ads,2022-11-07,True,True,False,False,False
RESP001540,CUST00425,New Year Promotion 2025,Email,2020-04-20,True,False,False,False,False
RESP001541,CUST00425,Flash Sale Weekend,SMS,2020-09-20,True,False,False,False,False
RESP001542,CUST00425,Back to School 2024,Display Ads,2020-10-02,True,False,False,False,False
RESP001543,CUST00426,Win-back Campaign Q3,Email,2023-09-20,True,True,False,False,False
RESP001544,CUST00426,Win-back Campaign Q3,Email,2023-11-11,True,False,False,False,False
RESP001545,CUST00427,New Year Promotion 2025,Social Media,2021-10-07,True,True,False,False,False
RESP001546,CUST00427,Loyalty Rewards Program,Email,2022-01-02,True,False,False,False,False
RESP001547,CUST00427,Black Friday 2024,Push Notification,2022-01-12,True,True,False,False,False
RESP001548,CUST00428,Spring Sale 2024,Social Media,2024-02-13,True,True,False,False,False
RESP001549,CUST00428,Customer Appreciation Week,Email,2025-01-28,True,False,False,False,False
RESP001550,CUST00429,Black Friday 2024,Email,2023-10-30,True,True,False,False,False
RESP001551,CUST00429,Welcome Series,Push Notification,2024-04-05,True,False,False,False,False
RESP001552,CUST00429,Product Launch - Electronics,Push Notification,2024-08-30,True,False,False,False,False
RESP001553,CUST00429,Customer Appreciation Week,Display Ads,2023-11-12,True,False,False,False,False
RESP001554,CUST00430,Holiday Gift Guide 2024,Email,2025-01-01,True,False,False,False,False
RESP001555,CUST00430,Welcome Series,Push Notification,2024-10-20,True,False,False,False,False
RESP001556,CUST00430,New Year Promotion 2025,Email,2025-10-04,True,False,False,False,False
RESP001557,CUST00430,Welcome Series,Display Ads,2025-03-02,True,False,False,False,False
RESP001558,CUST00431,Win-back Campaign Q3,Email,2021-05-07,True,False,False,False,False
RESP001559,CUST00431,Holiday Gift Guide 2024,Email,2020-08-07,True,True,False,False,False
RESP001560,CUST00431,Spring Sale 2024,Email,2021-10-14,True,True,False,False,False
RESP001561,CUST00431,Loyalty Rewards Program,SMS,2020-12-10,True,False,False,False,False
RESP001562,CUST00431,Flash Sale Weekend,Push Notification,2021-08-31,True,True,False,False,False
RESP001563,CUST00431,Black Friday 2024,Email,2021-04-08,True,False,False,False,False
RESP001564,CUST00432,Summer Collection Launch,Display Ads,2025-07-10,True,True,False,False,False
RESP001565,CUST00432,Flash Sale Weekend,Social Media,2025-05-29,True,False,False,False,False
RESP001566,CUST00433,Customer Appreciation Week,Display Ads,2023-09-21,True,False,False,False,False
RESP001567,CUST00433,Spring Sale 2024,Social Media,2022-05-21,True,False,False,False,False
RESP001568,CUST00433,Loyalty Rewards Program,Email,2023-05-31,True,False,False,False,False
RESP001569,CUST00433,Customer Appreciation Week,Email,2023-08-13,True,False,False,False,False
RESP001570,CUST00434,Win-back Campaign Q3,Email,2023-02-16,True,True,False,False,False
RESP001571,CUST00434,Customer Appreciation Week,Email,2023-02-05,True,False,False,False,False
RESP001572,CUST00434,Win-back Campaign Q3,Email,2022-11-25,True,False,False,False,False
RESP001573,CUST00434,Holiday Gift Guide 2024,Social Media,2023-10-05,True,False,False,False,False
RESP001574,CUST00434,Spring Sale 2024,Push Notification,2024-03-17,True,True,False,False,False
RESP001575,CUST00435,New Year Promotion 2025,Email,2023-04-05,True,False,False,False,False
RESP001576,CUST00435,Customer Appreciation Week,Push Notification,2023-04-27,True,False,False,False,False
RESP001577,CUST00435,Welcome Series,Email,2024-05-11,True,False,False,False,False
RESP001578,CUST00435,Black Friday 2024,Email,2023-12-27,True,False,False,False,False
RESP001579,CUST00435,Win-back Campaign Q3,Push Notification,2022-12-02,True,True,False,False,False
RESP001580,CUST00435,Customer Appreciation Week,Push Notification,2024-01-18,True,False,False,False,False
RESP001581,CUST00435,Flash Sale Weekend,Email,2023-08-01,True,False,False,False,False
RESP001582,CUST00436,Flash Sale Weekend,Social Media,2021-05-11,True,False,False,False,False
RESP001583,CUST00436,Flash Sale Weekend,Push Notification,2020-09-20,True,False,False,False,False
RESP001584,CUST00437,Back to School 2024,Email,2024-04-05,True,True,True,False,False
RESP001585,CUST00437,Product Launch - Electronics,Email,2024-03-25,True,True,False,False,False
RESP001586,CUST00437,Summer Collection Launch,Display Ads,2024-01-29,False,False,False,False,False
RESP001587,CUST00437,Back to School 2024,SMS,2024-11-19,True,False,False,False,False
RESP001588,CUST00438,New Year Promotion 2025,Email,2023-05-19,True,False,False,False,False
RESP001589,CUST00438,Loyalty Rewards Program,Push Notification,2024-01-25,True,True,False,False,False
RESP001590,CUST00438,Flash Sale Weekend,SMS,2024-02-02,True,False,False,False,False
RESP001591,CUST00439,Holiday Gift Guide 2024,Push Notification,2024-01-15,True,False,False,False,False
RESP001592,CUST00439,Black Friday 2024,Email,2024-01-08,True,True,False,False,False
RESP001593,CUST00439,Customer Appreciation Week,Display Ads,2022-12-14,True,True,True,False,False
RESP001594,CUST00439,Spring Sale 2024,Email,2024-02-25,True,False,False,False,False
RESP001595,CUST00440,Customer Appreciation Week,Display Ads,2025-02-09,True,True,False,False,False
RESP001596,CUST00440,Holiday Gift Guide 2024,Push Notification,2025-09-17,True,False,False,False,False
RESP001597,CUST00440,Back to School 2024,Email,2025-04-08,True,False,False,False,False
RESP001598,CUST00440,New Year Promotion 2025,Email,2025-05-18,True,False,False,False,False
RESP001599,CUST00440,Flash Sale Weekend,Push Notification,2025-01-18,True,False,False,False,False
RESP001600,CUST00441,Holiday Gift Guide 2024,Push Notification,2022-02-03,True,False,False,False,False
RESP001601,CUST00441,Welcome Series,SMS,2022-10-09,True,False,False,False,False
RESP001602,CUST00441,Spring Sale 2024,Email,2022-12-31,True,False,False,False,False
RESP001603,CUST00442,Back to School 2024,Email,2025-01-21,True,False,False,False,False
RESP001604,CUST00442,Loyalty Rewards Program,Display Ads,2024-03-15,True,False,False,False,False
RESP001605,CUST00442,Black Friday 2024,Email,2025-07-07,True,False,False,False,False
RESP001606,CUST00442,Flash Sale Weekend,Social Media,2025-10-17,True,False,False,False,False
RESP001607,CUST00442,Win-back Campaign Q3,Email,2025-09-28,True,False,False,False,False
RESP001608,CUST00443,Spring Sale 2024,Email,2024-09-25,True,True,True,False,False
RESP001609,CUST00443,Product Launch - Electronics,Email,2023-02-13,True,False,False,False,False
RESP001610,CUST00443,Spring Sale 2024,Push Notification,2024-01-13,True,False,False,False,False
RESP001611,CUST00444,Holiday Gift Guide 2024,Display Ads,2022-03-25,True,True,True,False,False
RESP001612,CUST00444,Product Launch - Electronics,SMS,2021-08-25,True,True,False,False,False
RESP001613,CUST00444,Product Launch - Electronics,Push Notification,2022-03-04,True,False,False,False,False
RESP001614,CUST00444,Customer Appreciation Week,Email,2020-12-15,True,False,False,False,False
RESP001615,CUST00445,Customer Appreciation Week,Email,2025-02-04,True,False,False,False,False
RESP001616,CUST00445,Back to School 2024,Email,2024-08-21,True,True,False,False,False
RESP001617,CUST00445,New Year Promotion 2025,Social Media,2025-10-03,True,False,False,False,False
RESP001618,CUST00446,Product Launch - Electronics,Email,2023-11-26,True,True,True,False,False
RESP001619,CUST00446,Customer Appreciation Week,Email,2025-03-15,True,False,False,False,False
RESP001620,CUST00446,Win-back Campaign Q3,Email,2025-02-16,True,True,False,False,False
RESP001621,CUST00446,Product Launch - Electronics,Email,2024-05-19,True,False,False,False,False
RESP001622,CUST00446,Customer Appreciation Week,Email,2024-10-25,True,True,False,False,False
RESP001623,CUST00446,Win-back Campaign Q3,Email,2025-04-09,True,True,False,False,False
RESP001624,CUST00446,Black Friday 2024,SMS,2024-10-03,True,True,False,False,False
RESP001625,CUST00447,Holiday Gift Guide 2024,Email,2025-09-10,True,False,False,False,False
RESP001626,CUST00447,Holiday Gift Guide 2024,Email,2025-05-18,True,False,False,False,False
RESP001627,CUST00447,Customer Appreciation Week,Social Media,2025-09-20,True,True,False,False,False
RESP001628,CUST00447,Win-back Campaign Q3,Display Ads,2025-10-15,True,False,False,False,False
RESP001629,CUST00448,Spring Sale 2024,SMS,2021-08-13,True,True,True,False,False
RESP001630,CUST00448,Welcome Series,Social Media,2020-10-20,True,True,False,False,False
RESP001631,CUST00448,Holiday Gift Guide 2024,Email,2021-10-09,True,False,False,False,False
RESP001632,CUST00448,Flash Sale Weekend,Push Notification,2022-03-26,True,False,False,False,False
RESP001633,CUST00448,Flash Sale Weekend,Display Ads,2020-09-07,True,True,False,False,False
RESP001634,CUST00449,Spring Sale 2024,SMS,2021-10-21,True,False,False,False,False
RESP001635,CUST00449,Holiday Gift Guide 2024,Email,2022-04-19,True,False,False,False,False
RESP001636,CUST00449,Spring Sale 2024,Social Media,2021-06-02,True,True,True,False,False
RESP001637,CUST00449,Black Friday 2024,Push Notification,2021-12-02,True,False,False,False,False
RESP001638,CUST00450,Spring Sale 2024,Email,2020-06-16,True,True,True,False,False
RESP001639,CUST00450,Win-back Campaign Q3,Push Notification,2021-03-20,True,True,False,False,False
RESP001640,CUST00450,Holiday Gift Guide 2024,Social Media,2020-12-29,True,True,False,False,False
RESP001641,CUST00450,Flash Sale Weekend,Display Ads,2021-02-07,True,True,True,False,False
RESP001642,CUST00451,Back to School 2024,Social Media,2025-08-31,True,True,False,False,False
RESP001643,CUST00451,Win-back Campaign Q3,Email,2024-07-26,True,False,False,False,False
RESP001644,CUST00451,Product Launch - Electronics,Email,2024-04-17,True,False,False,False,False
RESP001645,CUST00451,Flash Sale Weekend,Push Notification,2024-06-30,True,False,False,False,False
RESP001646,CUST00451,Back to School 2024,Email,2024-08-24,True,False,False,False,False
RESP001647,CUST00451,Black Friday 2024,Push Notification,2025-02-12,True,False,False,False,False
RESP001648,CUST00452,Summer Collection Launch,Email,2021-06-13,True,False,False,False,False
RESP001649,CUST00452,Loyalty Rewards Program,Email,2020-10-03,True,False,False,False,False
RESP001650,CUST00452,New Year Promotion 2025,SMS,2021-06-02,True,False,False,False,False
RESP001651,CUST00452,Back to School 2024,Display Ads,2022-02-01,True,False,False,False,False
RESP001652,CUST00452,Holiday Gift Guide 2024,Display Ads,2021-10-21,True,False,False,False,False
RESP001653,CUST00454,Holiday Gift Guide 2024,SMS,2024-09-02,False,False,False,False,False
RESP001654,CUST00454,Product Launch - Electronics,SMS,2023-12-11,True,False,False,False,False
RESP001655,CUST00454,Flash Sale Weekend,Email,2023-11-06,True,True,False,False,False
RESP001656,CUST00454,Loyalty Rewards Program,Social Media,2023-08-17,True,False,False,False,False
RESP001657,CUST00454,Summer Collection Launch,Email,2025-01-08,True,False,False,False,False
RESP001658,CUST00454,Summer Collection Launch,Social Media,2023-09-21,True,False,False,False,False
RESP001659,CUST00455,Product Launch - Electronics,SMS,2021-07-01,True,True,False,False,False
RESP001660,CUST00455,Loyalty Rewards Program,Social Media,2021-11-23,True,False,False,False,False
RESP001661,CUST00455,Black Friday 2024,Push Notification,2021-03-30,True,False,False,False,False
RESP001662,CUST00456,Customer Appreciation Week,Social Media,2021-07-07,True,False,False,False,False
RESP001663,CUST00456,Loyalty Rewards Program,Email,2021-06-16,True,False,False,False,False
RESP001664,CUST00456,Holiday Gift Guide 2024,Push Notification,2021-11-15,True,False,False,False,False
RESP001665,CUST00456,Welcome Series,SMS,2023-02-11,True,False,False,False,False
RESP001666,CUST00456,Spring Sale 2024,Email,2022-01-14,True,False,False,False,False
RESP001667,CUST00456,Black Friday 2024,SMS,2021-04-11,True,True,False,False,False
RESP001668,CUST00457,Black Friday 2024,SMS,2022-08-28,True,False,False,False,False
RESP001669,CUST00457,Win-back Campaign Q3,Email,2023-06-17,True,False,False,False,False
RESP001670,CUST00457,Loyalty Rewards Program,Display Ads,2023-02-20,True,True,False,False,False
RESP001671,CUST00457,Summer Collection Launch,Email,2022-11-22,True,False,False,False,False
RESP001672,CUST00457,New Year Promotion 2025,Email,2023-11-20,True,False,False,False,False
RESP001673,CUST00458,Black Friday 2024,Display Ads,2024-12-21,True,True,False,False,False
RESP001674,CUST00458,Welcome Series,SMS,2025-06-30,True,False,False,False,False
RESP001675,CUST00459,Summer Collection Launch,Display Ads,2022-08-12,True,True,True,False,False
RESP001676,CUST00459,Flash Sale Weekend,Display Ads,2023-08-30,True,True,False,False,False
RESP001677,CUST00460,Black Friday 2024,Email,2024-09-29,True,True,False,False,False
RESP001678,CUST00460,Loyalty Rewards Program,Email,2024-07-26,True,False,False,False,False
RESP001679,CUST00460,New Year Promotion 2025,Push Notification,2023-04-12,True,False,False,False,False
RESP001680,CUST00461,Product Launch - Electronics,Display Ads,2022-08-21,True,False,False,False,False
RESP001681,CUST00461,Win-back Campaign Q3,Email,2021-03-20,True,False,False,False,True
RESP001682,CUST00461,Holiday Gift Guide 2024,Email,2022-06-04,True,False,False,False,False
RESP001683,CUST00461,Black Friday 2024,Social Media,2023-01-07,True,True,True,False,False
RESP001684,CUST00462,Customer Appreciation Week,Social Media,2024-11-19,True,True,False,False,False
RESP001685,CUST00462,Spring Sale 2024,Social Media,2024-06-23,False,False,False,False,False
RESP001686,CUST00462,Product Launch - Electronics,Email,2024-02-21,True,True,False,False,False
RESP001687,CUST00462,Flash Sale Weekend,SMS,2024-03-30,True,False,False,False,False
RESP001688,CUST00462,Customer Appreciation Week,Push Notification,2023-12-07,True,False,False,False,False
RESP001689,CUST00463,Spring Sale 2024,Social Media,2023-05-18,True,False,False,False,False
RESP001690,CUST00463,Spring Sale 2024,Push Notification,2024-12-05,True,False,False,False,False
RESP001691,CUST00464,Welcome Series,Email,2021-01-30,True,True,False,False,False
RESP001692,CUST00464,Black Friday 2024,Push Notification,2020-04-04,True,False,False,False,False
RESP001693,CUST00465,Spring Sale 2024,SMS,2020-07-28,True,True,False,False,False
RESP001694,CUST00465,Welcome Series,Email,2021-05-03,True,False,False,False,False
RESP001695,CUST00465,Welcome Series,Email,2020-12-01,True,True,False,False,False
RESP001696,CUST00465,Summer Collection Launch,SMS,2022-04-13,True,False,False,False,False
RESP001697,CUST00466,Customer Appreciation Week,Display Ads,2021-07-23,True,False,False,False,False
RESP001698,CUST00466,Back to School 2024,Display Ads,2021-02-16,True,True,False,False,False
RESP001699,CUST00466,Welcome Series,Social Media,2020-08-31,False,False,False,False,False
RESP001700,CUST00467,Flash Sale Weekend,Display Ads,2023-02-21,True,False,False,False,False
RESP001701,CUST00467,Customer Appreciation Week,Email,2022-09-02,True,False,False,False,False
RESP001702,CUST00467,Welcome Series,Push Notification,2021-10-21,True,False,False,False,False
RESP001703,CUST00467,Welcome Series,Email,2022-04-22,True,False,False,False,True
RESP001704,CUST00467,Welcome Series,Push Notification,2022-10-14,True,False,False,False,False
RESP001705,CUST00468,New Year Promotion 2025,SMS,2024-12-08,True,False,False,False,False
RESP001706,CUST00468,Back to School 2024,Email,2025-05-29,True,False,False,False,False
RESP001707,CUST00470,Spring Sale 2024,Email,2025-07-15,True,False,False,False,False
RESP001708,CUST00470,Spring Sale 2024,Push Notification,2025-07-13,True,True,False,False,False
RESP001709,CUST00470,Product Launch - Electronics,Push Notification,2024-01-21,False,False,False,False,False
RESP001710,CUST00470,Loyalty Rewards Program,Email,2025-02-27,True,False,False,False,False
RESP001711,CUST00472,Holiday Gift Guide 2024,Social Media,2023-10-06,True,False,False,False,False
RESP001712,CUST00472,Product Launch - Electronics,Email,2024-01-24,True,False,False,False,False
RESP001713,CUST00472,Back to School 2024,Email,2024-06-12,True,False,False,False,False
RESP001714,CUST00472,Win-back Campaign Q3,Email,2023-10-13,True,False,False,False,False
RESP001715,CUST00473,Holiday Gift Guide 2024,Email,2023-07-16,True,True,False,False,False
RESP001716,CUST00473,Win-back Campaign Q3,Email,2023-11-14,True,False,False,False,False
RESP001717,CUST00473,New Year Promotion 2025,Push Notification,2024-07-03,True,False,False,False,False
RESP001718,CUST00473,Spring Sale 2024,Email,2024-06-27,True,False,False,False,True
RESP001719,CUST00474,New Year Promotion 2025,Social Media,2024-01-28,True,False,False,False,False
RESP001720,CUST00474,Flash Sale Weekend,Email,2023-11-01,True,False,False,False,False
RESP001721,CUST00474,Flash Sale Weekend,Display Ads,2023-08-21,True,False,False,False,False
RESP001722,CUST00474,Summer Collection Launch,Email,2022-12-20,True,False,False,False,False
RESP001723,CUST00475,Summer Collection Launch,SMS,2021-12-17,True,False,False,False,False
RESP001724,CUST00475,Loyalty Rewards Program,Display Ads,2022-10-20,True,False,False,False,False
RESP001725,CUST00476,Black Friday 2024,Email,2024-03-05,True,False,False,False,False
RESP001726,CUST00476,Holiday Gift Guide 2024,Push Notification,2022-12-17,True,False,False,False,False
RESP001727,CUST00476,Spring Sale 2024,Social Media,2023-01-23,True,False,False,False,False
RESP001728,CUST00476,Welcome Series,Email,2023-02-12,True,False,False,False,False
RESP001729,CUST00476,Customer Appreciation Week,Email,2024-03-18,True,False,False,False,False
RESP001730,CUST00476,Holiday Gift Guide 2024,Email,2023-03-06,True,False,False,False,False
RESP001731,CUST00477,Holiday Gift Guide 2024,Push Notification,2022-06-20,True,False,False,False,False
RESP001732,CUST00477,Summer Collection Launch,Email,2023-01-16,True,False,False,False,False
RESP001733,CUST00477,Summer Collection Launch,Email,2024-02-07,True,True,False,False,False
RESP001734,CUST00477,Back to School 2024,Push Notification,2022-10-12,True,False,False,False,False
RESP001735,CUST00478,Customer Appreciation Week,Email,2022-10-30,True,True,False,False,False
RESP001736,CUST00478,Spring Sale 2024,SMS,2023-05-06,True,False,False,False,False
RESP001737,CUST00479,Welcome Series,Email,2025-06-08,True,True,False,False,False
RESP001738,CUST00479,Product Launch - Electronics,Email,2025-10-15,True,True,True,False,False
RESP001739,CUST00479,Flash Sale Weekend,Email,2025-01-11,True,True,True,False,False
RESP001740,CUST00479,Product Launch - Electronics,Push Notification,2025-04-22,True,True,True,False,False
RESP001741,CUST00479,Back to School 2024,Display Ads,2025-03-20,True,False,False,False,False
RESP001742,CUST00479,Customer Appreciation Week,SMS,2025-09-28,False,False,False,False,False
RESP001743,CUST00480,Welcome Series,Email,2025-10-14,True,False,False,False,False
RESP001744,CUST00480,Product Launch - Electronics,Email,2024-03-10,True,True,False,False,False
RESP001745,CUST00481,Spring Sale 2024,Social Media,2024-11-27,True,False,False,False,False
RESP001746,CUST00481,Flash Sale Weekend,Display Ads,2024-12-17,True,False,False,False,False
RESP001747,CUST00481,New Year Promotion 2025,Display Ads,2025-02-28,True,False,False,False,False
RESP001748,CUST00481,Welcome Series,Email,2025-04-05,True,False,False,False,False
RESP001749,CUST00481,Customer Appreciation Week,Email,2025-04-18,True,False,False,False,False
RESP001750,CUST00483,Black Friday 2024,Email,2021-12-19,True,False,False,False,False
RESP001751,CUST00483,Back to School 2024,Push Notification,2021-04-13,True,False,False,False,False
RESP001752,CUST00483,Summer Collection Launch,Social Media,2021-04-21,True,False,False,False,False
RESP001753,CUST00484,Loyalty Rewards Program,Email,2024-11-29,True,False,False,False,False
RESP001754,CUST00484,New Year Promotion 2025,Display Ads,2025-04-06,True,False,False,False,False
RESP001755,CUST00485,Black Friday 2024,Push Notification,2023-02-05,True,True,False,False,False
RESP001756,CUST00485,Customer Appreciation Week,Push Notification,2021-11-01,True,False,False,False,False
RESP001757,CUST00485,Loyalty Rewards Program,Email,2022-10-06,True,False,False,False,False
RESP001758,CUST00485,Black Friday 2024,Email,2022-07-01,True,False,False,False,False
RESP001759,CUST00486,Black Friday 2024,SMS,2025-08-13,True,False,False,False,False
RESP001760,CUST00486,Loyalty Rewards Program,Push Notification,2025-06-09,True,False,False,False,False
RESP001761,CUST00486,Black Friday 2024,Email,2025-01-19,True,True,False,False,False
RESP001762,CUST00486,Summer Collection Launch,Email,2025-03-14,True,False,False,False,False
RESP001763,CUST00487,Win-back Campaign Q3,Push Notification,2022-06-05,True,True,False,False,False
RESP001764,CUST00487,Welcome Series,Push Notification,2022-05-23,True,False,False,False,True
RESP001765,CUST00487,New Year Promotion 2025,Email,2023-05-17,True,True,True,True,False
RESP001766,CUST00487,Summer Collection Launch,Email,2021-12-19,True,False,False,False,False
RESP001767,CUST00488,Black Friday 2024,Email,2022-11-16,True,True,False,False,False
RESP001768,CUST00488,Win-back Campaign Q3,Email,2024-04-09,True,False,False,False,False
RESP001769,CUST00488,Black Friday 2024,SMS,2023-11-30,True,False,False,False,False
RESP001770,CUST00488,Loyalty Rewards Program,Social Media,2023-10-26,False,False,False,False,False
RESP001771,CUST00488,Black Friday 2024,Display Ads,2023-04-28,True,False,False,False,False
RESP001772,CUST00488,Welcome Series,SMS,2023-07-01,True,True,False,False,False
RESP001773,CUST00489,Black Friday 2024,SMS,2022-06-16,True,False,False,False,False
RESP001774,CUST00489,Back to School 2024,Social Media,2021-01-06,False,False,False,False,False
RESP001775,CUST00489,Spring Sale 2024,SMS,2021-11-10,True,False,False,False,False
RESP001776,CUST00490,Product Launch - Electronics,SMS,2022-10-07,True,False,False,False,False
RESP001777,CUST00490,Holiday Gift Guide 2024,Email,2023-03-24,True,False,False,False,False
RESP001778,CUST00490,Loyalty Rewards Program,Social Media,2022-01-25,True,False,False,False,False
RESP001779,CUST00491,Black Friday 2024,SMS,2024-05-03,True,False,False,False,False
RESP001780,CUST00491,Welcome Series,Email,2024-04-04,True,False,False,False,False
RESP001781,CUST00492,Holiday Gift Guide 2024,Push Notification,2023-02-08,True,False,False,False,False
RESP001782,CUST00492,Product Launch - Electronics,Email,2022-07-29,True,False,False,False,False
RESP001783,CUST00492,Product Launch - Electronics,SMS,2023-09-01,True,True,False,False,True
RESP001784,CUST00492,Product Launch - Electronics,Push Notification,2022-04-13,True,False,False,False,False
RESP001785,CUST00493,Welcome Series,Email,2022-05-22,True,False,False,False,False
RESP001786,CUST00493,Win-back Campaign Q3,Display Ads,2021-10-24,True,False,False,False,False
RESP001787,CUST00493,Loyalty Rewards Program,SMS,2021-09-17,True,False,False,False,False
RESP001788,CUST00493,New Year Promotion 2025,Email,2022-04-07,True,False,False,False,False
RESP001789,CUST00494,New Year Promotion 2025,SMS,2025-08-29,True,True,False,False,False
RESP001790,CUST00494,Back to School 2024,Push Notification,2024-05-16,True,True,False,False,False
RESP001791,CUST00495,New Year Promotion 2025,Email,2024-08-12,True,False,False,False,False
RESP001792,CUST00495,Customer Appreciation Week,Email,2023-05-26,True,False,False,False,False
RESP001793,CUST00496,Spring Sale 2024,Social Media,2025-02-25,True,False,False,False,False
RESP001794,CUST00496,Loyalty Rewards Program,Email,2025-07-22,True,True,False,False,False
RESP001795,CUST00496,Loyalty Rewards Program,SMS,2025-06-26,True,False,False,False,False
RESP001796,CUST00497,Loyalty Rewards Program,Display Ads,2022-01-26,True,False,False,False,False
RESP001797,CUST00497,Win-back Campaign Q3,Social Media,2022-03-10,True,False,False,False,False
RESP001798,CUST00498,Product Launch - Electronics,Email,2025-09-02,True,True,False,False,False
RESP001799,CUST00498,New Year Promotion 2025,Display Ads,2025-09-05,True,False,False,False,False
RESP001800,CUST00498,Black Friday 2024,Email,2024-04-08,True,False,False,False,False
RESP001801,CUST00499,Summer Collection Launch,SMS,2020-06-21,True,False,False,False,False
RESP001802,CUST00499,Flash Sale Weekend,Email,2020-05-25,True,True,False,False,False
RESP001803,CUST00499,Customer Appreciation Week,Email,2022-01-02,True,False,False,False,False
RESP001804,CUST00499,Spring Sale 2024,Email,2021-12-15,True,False,False,False,False
RESP001805,CUST00499,Welcome Series,Email,2021-02-10,True,False,False,False,False
RESP001806,CUST00499,Flash Sale Weekend,Email,2021-12-25,True,True,True,False,False
RESP001807,CUST00499,Welcome Series,Push Notification,2021-01-03,True,False,False,False,False
RESP001808,CUST00500,Flash Sale Weekend,Email,2022-07-09,True,False,False,False,False
RESP001809,CUST00500,Spring Sale 2024,Display Ads,2022-05-14,True,False,False,False,False
RESP001810,CUST00500,Spring Sale 2024,Email,2022-08-03,True,False,False,False,False
RESP001811,CUST00501,Welcome Series,Display Ads,2025-03-16,True,False,False,False,False
RESP001812,CUST00501,Back to School 2024,Email,2024-09-14,True,False,False,False,False
RESP001813,CUST00501,Back to School 2024,Email,2024-11-29,True,False,False,False,False
RESP001814,CUST00502,Spring Sale 2024,Social Media,2023-06-09,True,False,False,False,False
RESP001815,CUST00502,Black Friday 2024,Email,2022-12-16,True,False,False,False,False
RESP001816,CUST00502,Holiday Gift Guide 2024,Email,2024-03-21,True,True,True,False,False
RESP001817,CUST00503,Loyalty Rewards Program,Email,2022-02-25,True,True,False,False,False
RESP001818,CUST00503,Welcome Series,Social Media,2021-10-16,True,False,False,False,False
RESP001819,CUST00503,Welcome Series,Display Ads,2020-08-12,True,True,False,False,False
RESP001820,CUST00504,Holiday Gift Guide 2024,Display Ads,2023-02-04,True,True,False,False,False
RESP001821,CUST00504,Holiday Gift Guide 2024,Display Ads,2023-11-02,True,True,False,False,False
RESP001822,CUST00505,Black Friday 2024,Email,2023-07-30,True,False,False,False,False
RESP001823,CUST00505,Customer Appreciation Week,Email,2024-11-08,True,False,False,False,False
RESP001824,CUST00505,Welcome Series,Email,2024-02-14,True,True,True,False,False
RESP001825,CUST00505,Back to School 2024,Email,2023-10-17,True,False,False,False,False
RESP001826,CUST00505,Flash Sale Weekend,Email,2024-11-04,True,False,False,False,False
RESP001827,CUST00505,Welcome Series,Email,2024-10-26,True,False,False,False,False
RESP001828,CUST00506,Loyalty Rewards Program,Email,2025-09-15,True,False,False,False,False
RESP001829,CUST00506,Welcome Series,Email,2025-07-16,True,False,False,False,False
RESP001830,CUST00506,Summer Collection Launch,Email,2024-09-30,True,False,False,False,False
RESP001831,CUST00506,Black Friday 2024,Push Notification,2024-09-23,True,True,False,False,False
RESP001832,CUST00506,Welcome Series,Push Notification,2025-09-10,True,True,False,False,False
RESP001833,CUST00506,Summer Collection Launch,Email,2024-07-03,True,True,False,False,False
RESP001834,CUST00507,Customer Appreciation Week,SMS,2025-03-10,True,False,False,False,False
RESP001835,CUST00507,Customer Appreciation Week,Display Ads,2024-09-10,True,False,False,False,False
RESP001836,CUST00508,Customer Appreciation Week,Email,2023-06-16,True,False,False,False,False
RESP001837,CUST00508,Back to School 2024,SMS,2022-07-10,True,True,False,False,False
RESP001838,CUST00508,Flash Sale Weekend,Display Ads,2023-03-08,True,False,False,False,False
RESP001839,CUST00508,Product Launch - Electronics,Email,2023-12-10,False,False,False,False,False
RESP001840,CUST00508,Summer Collection Launch,Social Media,2022-02-13,True,True,False,False,False
RESP001841,CUST00508,Summer Collection Launch,Email,2023-10-19,True,False,False,False,False
RESP001842,CUST00509,Flash Sale Weekend,Display Ads,2021-08-15,True,False,False,False,False
RESP001843,CUST00509,Win-back Campaign Q3,SMS,2022-01-31,False,False,False,False,False
RESP001844,CUST00509,Back to School 2024,SMS,2023-01-01,True,False,False,False,False
RESP001845,CUST00510,Welcome Series,Email,2024-12-20,True,False,False,False,False
RESP001846,CUST00510,Win-back Campaign Q3,Display Ads,2024-07-05,True,False,False,False,False
RESP001847,CUST00510,New Year Promotion 2025,Email,2025-04-07,True,False,False,False,False
RESP001848,CUST00512,Summer Collection Launch,Push Notification,2023-07-27,True,True,True,False,False
RESP001849,CUST00512,Win-back Campaign Q3,Email,2022-08-16,True,False,False,False,False
RESP001850,CUST00512,Back to School 2024,Social Media,2022-07-15,True,False,False,False,False
RESP001851,CUST00512,Spring Sale 2024,Social Media,2022-03-16,True,False,False,False,False
RESP001852,CUST00512,Spring Sale 2024,Push Notification,2023-03-26,True,False,False,False,False
RESP001853,CUST00513,Customer Appreciation Week,Push Notification,2022-07-24,True,False,False,False,False
RESP001854,CUST00513,Holiday Gift Guide 2024,SMS,2023-07-29,True,False,False,False,False
RESP001855,CUST00513,Welcome Series,Email,2023-03-16,True,False,False,False,False
RESP001856,CUST00513,Customer Appreciation Week,Email,2022-03-17,True,False,False,False,False
