session_id,customer_id,current_product_id,current_category,current_price,prev_product_1,prev_product_2,prev_product_3,products_in_cart,device_type,traffic_source,time_on_page_sec,scroll_depth,clicked_product_image,session_length_mins,products_viewed_count,recommendation_clicked
SESS002101,CUST00259,PROD0052,Home,78.72,PROD0110,PROD0087,PROD0189,2,Mobile,Organic,293,0.59,0,21,4,0
SESS002102,CUST02779,PROD0103,Sports,39.92,NONE,NONE,NONE,1,Desktop,Organic,128,0.71,0,15,1,1
SESS002103,CUST01329,PROD0031,Home,10.64,PROD0176,NONE,NONE,1,Mobile,Paid,50,0.34,0,28,2,0
SESS002104,CUST02360,PROD0140,Sports,119.97,PROD0036,PROD0083,PROD0055,0,Desktop,Organic,185,0.4,1,5,6,0
SESS002105,CUST00187,PROD0152,Home,46.03,PROD0045,PROD0086,PROD0017,1,Mobile,Organic,272,0.86,0,34,5,0
SESS002106,CUST00495,PROD0071,Electronics,31.69,PROD0037,PROD0194,PROD0107,2,Mobile,Email,217,0.19,0,39,7,0
SESS002107,CUST00689,PROD0179,Electronics,18.27,PROD0095,PROD0142,PROD0043,0,Mobile,Paid,169,0.77,0,24,7,0
SESS002108,CUST01797,PROD0063,Home,30.68,PROD0149,PROD0011,PROD0035,0,Mobile,Organic,97,0.54,1,12,7,1
SESS002109,CUST00410,PROD0162,Electronics,75.56,NONE,NONE,NONE,0,Tablet,Organic,113,0.65,0,19,1,0
SESS002110,CUST02509,PROD0097,Sports,15.67,PROD0200,PROD0041,PROD0005,0,Tablet,Email,213,0.51,0,6,7,0
SESS002111,CUST01995,PROD0021,Books,16.73,PROD0002,PROD0046,PROD0023,0,Mobile,Organic,92,0.98,0,12,6,1
SESS002112,CUST02895,PROD0167,Home,71.77,NONE,NONE,NONE,0,Mobile,Paid,273,0.7,0,4,1,1
SESS002113,CUST02432,PROD0073,Electronics,62.79,NONE,NONE,NONE,3,Desktop,Organic,128,0.11,0,36,1,1
SESS002114,CUST01705,PROD0178,Home,88.31,NONE,NONE,NONE,1,Mobile,Organic,209,0.59,0,22,1,0
SESS002115,CUST01950,PROD0178,Home,88.31,PROD0033,PROD0053,NONE,0,Tablet,Direct,264,0.66,1,8,3,0
SESS002116,CUST00587,PROD0164,Clothing,119.23,PROD0070,NONE,NONE,2,Mobile,Paid,28,1.0,0,7,2,0
SESS002117,CUST02143,PROD0116,Clothing,101.46,PROD0106,NONE,NONE,0,Mobile,Paid,241,0.26,1,23,2,0
SESS002118,CUST00980,PROD0045,Sports,18.55,PROD0157,PROD0178,PROD0010,1,Desktop,Social,11,0.96,1,42,5,1
SESS002119,CUST02443,PROD0047,Books,22.71,PROD0184,PROD0128,PROD0157,0,Desktop,Paid,233,0.24,1,10,5,0
SESS002120,CUST00361,PROD0161,Electronics,337.18,PROD0078,NONE,NONE,0,Desktop,Direct,202,0.92,1,43,2,1
SESS002121,CUST01425,PROD0108,Electronics,28.94,PROD0002,PROD0143,PROD0061,1,Mobile,Social,165,0.62,1,28,7,1
SESS002122,CUST00787,PROD0031,Home,10.64,PROD0136,PROD0025,NONE,0,Desktop,Direct,153,0.94,0,30,3,1
SESS002123,CUST02536,PROD0093,Clothing,69.66,PROD0195,PROD0139,PROD0130,0,Desktop,Paid,184,0.93,0,22,7,1
SESS002124,CUST00899,PROD0119,Books,42.12,PROD0198,PROD0161,NONE,0,Mobile,Direct,211,0.95,0,32,3,0
SESS002125,CUST02701,PROD0054,Electronics,51.04,PROD0071,PROD0014,PROD0050,0,Mobile,Direct,142,0.84,0,23,7,0
SESS002126,CUST00462,PROD0039,Home,95.97,PROD0176,PROD0122,PROD0128,1,Mobile,Organic,226,0.89,0,25,7,1
SESS002127,CUST00723,PROD0041,Sports,35.74,PROD0172,PROD0012,NONE,0,Desktop,Paid,17,0.49,0,39,3,0
SESS002128,CUST00222,PROD0166,Books,34.93,PROD0094,PROD0073,PROD0054,2,Mobile,Organic,117,0.39,1,16,4,1
SESS002129,CUST01781,PROD0065,Home,29.18,PROD0086,PROD0158,PROD0195,0,Mobile,Organic,117,0.54,0,7,4,1
SESS002130,CUST01857,PROD0012,Clothing,53.31,PROD0027,PROD0190,PROD0014,0,Mobile,Email,119,0.23,1,28,5,1
SESS002131,CUST02202,PROD0046,Home,24.16,NONE,NONE,NONE,1,Mobile,Organic,54,0.14,0,9,1,0
SESS002132,CUST00648,PROD0008,Sports,88.48,NONE,NONE,NONE,0,Mobile,Paid,112,0.18,0,38,1,0
SESS002133,CUST01987,PROD0132,Sports,36.43,PROD0030,PROD0019,PROD0061,1,Mobile,Social,285,0.31,0,34,4,0
SESS002134,CUST02955,PROD0114,Electronics,19.61,PROD0152,PROD0149,NONE,1,Desktop,Paid,37,0.34,0,29,3,0
SESS002135,CUST01336,PROD0108,Electronics,28.94,PROD0051,PROD0192,PROD0174,0,Desktop,Organic,97,0.77,0,11,6,0
SESS002136,CUST01335,PROD0059,Home,82.26,PROD0200,PROD0029,PROD0084,0,Mobile,Direct,159,0.74,1,11,4,0
SESS002137,CUST00933,PROD0026,Home,89.06,PROD0061,PROD0189,PROD0106,1,Desktop,Paid,146,0.56,0,26,6,0
SESS002138,CUST00820,PROD0097,Sports,15.67,PROD0057,PROD0019,PROD0121,2,Mobile,Direct,225,0.6,0,22,6,0
SESS002139,CUST02397,PROD0125,Home,78.03,PROD0014,PROD0112,PROD0038,2,Mobile,Email,83,0.95,1,37,6,0
SESS002140,CUST00886,PROD0157,Electronics,57.16,PROD0117,PROD0046,PROD0100,1,Desktop,Paid,97,0.6,1,40,7,1
SESS002141,CUST01530,PROD0035,Books,61.58,PROD0118,PROD0185,PROD0050,0,Mobile,Organic,89,0.76,1,40,6,1
SESS002142,CUST02589,PROD0092,Books,128.12,PROD0070,PROD0052,PROD0086,0,Desktop,Email,199,0.88,0,22,7,0
SESS002143,CUST00522,PROD0009,Home,61.19,PROD0178,PROD0146,PROD0016,1,Desktop,Paid,99,0.71,1,27,5,0
SESS002144,CUST01150,PROD0035,Books,61.58,PROD0029,PROD0120,PROD0118,0,Mobile,Paid,212,0.98,0,13,5,0
SESS002145,CUST01714,PROD0044,Home,44.5,PROD0195,PROD0088,PROD0057,0,Tablet,Email,183,0.11,0,33,5,0
SESS002146,CUST01209,PROD0155,Sports,150.94,PROD0041,PROD0164,PROD0157,0,Mobile,Organic,172,0.78,0,18,4,1
SESS002147,CUST00697,PROD0148,Home,65.74,PROD0142,NONE,NONE,0,Desktop,Organic,266,0.43,1,18,2,0
SESS002148,CUST00941,PROD0023,Sports,22.1,NONE,NONE,NONE,0,Mobile,Paid,234,0.47,0,21,1,1
SESS002149,CUST01687,PROD0134,Sports,210.7,NONE,NONE,NONE,0,Desktop,Direct,114,0.55,0,42,1,0
SESS002150,CUST02004,PROD0056,Sports,178.44,PROD0152,PROD0122,PROD0119,2,Desktop,Direct,198,0.4,0,40,6,0
SESS002151,CUST01144,PROD0004,Clothing,100.88,PROD0187,PROD0110,PROD0189,1,Mobile,Social,151,0.12,0,41,4,0
SESS002152,CUST01011,PROD0064,Clothing,43.99,NONE,NONE,NONE,0,Mobile,Organic,17,0.8,1,17,1,0
SESS002153,CUST01341,PROD0112,Books,328.93,PROD0149,PROD0057,PROD0152,0,Desktop,Direct,81,0.61,0,18,4,1
SESS002154,CUST00611,PROD0147,Home,37.46,PROD0002,PROD0107,PROD0012,0,Desktop,Direct,218,0.49,1,36,6,0
SESS002155,CUST00165,PROD0121,Electronics,256.42,PROD0188,NONE,NONE,2,Desktop,Organic,223,0.13,0,33,2,1
SESS002156,CUST02066,PROD0009,Home,61.19,PROD0109,PROD0136,PROD0101,0,Mobile,Organic,43,0.21,0,3,4,0
SESS002157,CUST01964,PROD0179,Electronics,18.27,PROD0026,PROD0116,PROD0127,1,Desktop,Email,55,0.7,0,11,6,0
SESS002158,CUST00986,PROD0022,Clothing,30.7,PROD0143,PROD0193,NONE,0,Desktop,Email,295,0.84,0,37,3,1
SESS002159,CUST00051,PROD0178,Home,88.31,PROD0188,NONE,NONE,1,Mobile,Organic,237,0.25,0,36,2,1
SESS002160,CUST01666,PROD0056,Sports,178.44,NONE,NONE,NONE,0,Mobile,Organic,196,0.85,1,43,1,1
SESS002161,CUST00544,PROD0092,Books,128.12,NONE,NONE,NONE,1,Mobile,Social,169,0.3,1,39,1,0
SESS002162,CUST01212,PROD0062,Clothing,108.42,PROD0166,PROD0024,PROD0005,0,Mobile,Social,166,0.38,0,3,5,0
SESS002163,CUST01966,PROD0172,Electronics,63.54,PROD0079,NONE,NONE,1,Mobile,Organic,183,0.4,0,33,2,1
SESS002164,CUST00663,PROD0181,Clothing,3.38,NONE,NONE,NONE,1,Mobile,Email,283,0.72,1,39,1,1
SESS002165,CUST01882,PROD0147,Home,37.46,PROD0192,PROD0150,PROD0007,3,Mobile,Social,93,0.26,0,26,7,1
SESS002166,CUST01864,PROD0119,Books,42.12,PROD0198,PROD0036,PROD0181,2,Desktop,Organic,70,0.24,0,34,7,0
SESS002167,CUST01661,PROD0048,Home,113.51,PROD0095,PROD0161,NONE,0,Desktop,Social,175,0.14,1,16,3,0
SESS002168,CUST01902,PROD0181,Clothing,3.38,PROD0163,PROD0001,PROD0161,0,Mobile,Organic,104,0.14,1,2,6,0
SESS002169,CUST00290,PROD0099,Books,61.55,NONE,NONE,NONE,0,Mobile,Direct,290,0.17,1,21,1,1
SESS002170,CUST02830,PROD0086,Sports,188.15,PROD0136,PROD0009,PROD0076,0,Desktop,Paid,223,0.88,0,34,6,0
SESS002171,CUST01745,PROD0193,Clothing,134.04,PROD0070,PROD0179,PROD0157,0,Mobile,Social,54,0.87,0,22,4,1
SESS002172,CUST02222,PROD0148,Home,65.74,PROD0054,PROD0176,PROD0021,1,Tablet,Direct,33,0.31,1,25,5,0
SESS002173,CUST02542,PROD0086,Sports,188.15,PROD0189,PROD0015,PROD0132,0,Mobile,Organic,230,0.19,1,15,6,0
SESS002174,CUST02764,PROD0094,Clothing,67.07,PROD0014,PROD0029,NONE,3,Mobile,Paid,271,0.79,0,17,3,1
SESS002175,CUST01569,PROD0094,Clothing,67.07,PROD0120,PROD0159,PROD0011,0,Mobile,Social,269,0.55,1,24,7,0
SESS002176,CUST01498,PROD0094,Clothing,67.07,NONE,NONE,NONE,0,Desktop,Email,30,0.15,0,35,1,0
SESS002177,CUST00718,PROD0166,Books,34.93,PROD0144,PROD0181,PROD0018,0,Desktop,Social,253,0.22,0,13,7,0
SESS002178,CUST02297,PROD0182,Clothing,44.05,PROD0199,PROD0053,PROD0036,2,Mobile,Organic,285,0.74,0,13,5,1
SESS002179,CUST01372,PROD0062,Clothing,108.42,NONE,NONE,NONE,0,Desktop,Social,115,0.63,1,44,1,0
SESS002180,CUST02211,PROD0030,Books,131.59,PROD0167,NONE,NONE,0,Mobile,Organic,177,0.35,0,3,2,0
SESS002181,CUST01960,PROD0189,Sports,65.11,PROD0193,PROD0149,PROD0180,0,Desktop,Paid,133,0.38,1,16,4,0
SESS002182,CUST00860,PROD0193,Clothing,134.04,NONE,NONE,NONE,0,Mobile,Social,28,0.15,1,31,1,0
SESS002183,CUST00924,PROD0083,Books,88.73,PROD0091,PROD0069,PROD0129,0,Mobile,Social,221,0.99,1,2,4,0
SESS002184,CUST02787,PROD0109,Electronics,15.81,PROD0071,PROD0014,PROD0017,1,Mobile,Direct,190,0.18,0,38,6,0
SESS002185,CUST01528,PROD0089,Clothing,90.75,PROD0116,PROD0125,PROD0129,0,Mobile,Paid,224,0.75,0,29,5,0
SESS002186,CUST02158,PROD0032,Home,128.46,PROD0121,PROD0182,PROD0137,0,Mobile,Paid,133,0.51,1,39,7,0
SESS002187,CUST02779,PROD0137,Electronics,42.07,NONE,NONE,NONE,0,Mobile,Email,147,0.4,0,44,1,1
SESS002188,CUST01198,PROD0116,Clothing,101.46,PROD0159,PROD0095,PROD0173,1,Mobile,Organic,172,0.88,0,44,4,1
SESS002189,CUST02840,PROD0017,Clothing,37.74,PROD0049,NONE,NONE,0,Desktop,Paid,120,0.66,0,10,2,1
SESS002190,CUST01876,PROD0023,Sports,22.1,NONE,NONE,NONE,0,Desktop,Paid,77,0.78,1,4,1,0
SESS002191,CUST00329,PROD0101,Home,57.48,PROD0046,PROD0074,PROD0020,3,Desktop,Social,207,0.34,0,7,7,0
SESS002192,CUST00448,PROD0043,Sports,97.44,PROD0071,PROD0029,PROD0179,0,Mobile,Email,262,0.83,0,21,4,1
SESS002193,CUST00607,PROD0128,Clothing,64.46,PROD0039,NONE,NONE,0,Mobile,Social,283,0.28,0,32,2,1
SESS002194,CUST00837,PROD0134,Sports,210.7,PROD0161,PROD0006,PROD0076,0,Mobile,Social,104,0.77,1,28,7,1
SESS002195,CUST01707,PROD0175,Books,65.04,NONE,NONE,NONE,0,Mobile,Email,21,0.82,0,29,1,0
SESS002196,CUST02218,PROD0034,Clothing,27.8,PROD0122,PROD0089,PROD0108,0,Mobile,Email,98,0.16,0,8,4,0
SESS002197,CUST01819,PROD0189,Sports,65.11,PROD0166,PROD0006,NONE,0,Tablet,Organic,110,0.62,0,43,3,1
SESS002198,CUST01195,PROD0049,Electronics,32.13,PROD0017,PROD0006,PROD0060,1,Tablet,Organic,212,0.99,0,35,5,1
SESS002199,CUST02129,PROD0166,Books,34.93,NONE,NONE,NONE,0,Desktop,Organic,117,0.94,1,44,1,1
SESS002200,CUST01376,PROD0106,Clothing,11.11,NONE,NONE,NONE,1,Mobile,Organic,154,0.43,1,3,1,1
SESS002201,CUST02371,PROD0088,Clothing,28.48,PROD0168,PROD0166,PROD0084,1,Desktop,Social,56,0.44,0,24,4,0
SESS002202,CUST01992,PROD0152,Home,46.03,PROD0171,NONE,NONE,0,Desktop,Social,213,0.88,0,40,2,0
SESS002203,CUST02855,PROD0136,Home,22.45,NONE,NONE,NONE,0,Mobile,Organic,81,0.22,0,25,1,0
SESS002204,CUST02247,PROD0114,Electronics,19.61,PROD0118,PROD0078,PROD0146,1,Desktop,Organic,252,0.75,1,21,4,0
SESS002205,CUST00541,PROD0079,Home,11.6,PROD0044,PROD0067,PROD0059,0,Mobile,Organic,203,0.59,0,44,7,1
SESS002206,CUST01984,PROD0096,Sports,135.43,PROD0074,PROD0198,PROD0013,0,Mobile,Direct,198,0.19,0,12,5,1
SESS002207,CUST00608,PROD0091,Clothing,109.72,PROD0073,PROD0117,PROD0043,2,Desktop,Direct,119,0.77,1,7,7,1
SESS002208,CUST02534,PROD0042,Home,82.32,PROD0183,PROD0138,NONE,2,Mobile,Paid,243,0.72,0,36,3,1
SESS002209,CUST01169,PROD0047,Books,22.71,NONE,NONE,NONE,1,Mobile,Organic,91,0.98,1,17,1,0
SESS002210,CUST00719,PROD0182,Clothing,44.05,PROD0178,PROD0171,NONE,0,Mobile,Social,199,0.77,0,26,3,0
SESS002211,CUST00629,PROD0042,Home,82.32,PROD0061,PROD0030,NONE,0,Mobile,Organic,182,0.32,0,40,3,1
SESS002212,CUST00169,PROD0082,Electronics,53.25,PROD0148,PROD0033,PROD0113,1,Desktop,Organic,295,0.81,0,13,5,0
SESS002213,CUST01067,PROD0095,Sports,86.2,PROD0048,PROD0053,NONE,2,Desktop,Paid,216,0.13,0,39,3,0
SESS002214,CUST02304,PROD0182,Clothing,44.05,PROD0009,PROD0171,NONE,1,Mobile,Paid,114,0.41,1,30,3,1
SESS002215,CUST01299,PROD0089,Clothing,90.75,PROD0038,PROD0096,NONE,3,Desktop,Organic,90,0.5,1,6,3,0
SESS002216,CUST01837,PROD0139,Electronics,39.29,PROD0042,PROD0137,NONE,0,Mobile,Direct,216,0.15,0,29,3,0
SESS002217,CUST01236,PROD0032,Home,128.46,PROD0007,PROD0104,PROD0128,0,Desktop,Organic,26,0.52,0,35,4,0
SESS002218,CUST00596,PROD0118,Clothing,50.19,NONE,NONE,NONE,0,Mobile,Organic,114,0.71,1,2,1,0
SESS002219,CUST01312,PROD0040,Electronics,72.87,NONE,NONE,NONE,2,Mobile,Social,291,0.51,1,28,1,0
SESS002220,CUST00018,PROD0190,Books,12.1,PROD0140,PROD0130,PROD0085,0,Tablet,Direct,82,0.33,1,19,4,0
SESS002221,CUST02652,PROD0181,Clothing,3.38,PROD0076,PROD0122,NONE,1,Desktop,Email,138,0.13,0,19,3,1
SESS002222,CUST01188,PROD0194,Home,17.24,PROD0147,PROD0171,NONE,1,Mobile,Direct,56,0.75,0,36,3,0
SESS002223,CUST00603,PROD0145,Sports,57.08,NONE,NONE,NONE,0,Mobile,Social,296,0.4,1,5,1,0
SESS002224,CUST02985,PROD0114,Electronics,19.61,PROD0087,PROD0177,PROD0029,0,Mobile,Direct,202,0.52,0,3,6,1
SESS002225,CUST02997,PROD0123,Home,88.79,PROD0011,PROD0036,PROD0174,2,Tablet,Social,179,0.21,1,36,7,0
SESS002226,CUST02257,PROD0030,Books,131.59,PROD0079,PROD0007,NONE,2,Desktop,Organic,185,0.14,0,22,3,1
SESS002227,CUST01646,PROD0159,Books,65.32,PROD0057,PROD0115,NONE,0,Desktop,Direct,81,0.85,0,4,3,0
SESS002228,CUST01464,PROD0024,Electronics,60.8,PROD0084,PROD0015,NONE,0,Mobile,Direct,99,0.21,0,21,3,0
SESS002229,CUST02491,PROD0165,Clothing,18.5,PROD0050,PROD0150,PROD0135,0,Desktop,Organic,223,0.18,0,34,4,1
SESS002230,CUST00910,PROD0197,Home,79.38,PROD0072,NONE,NONE,0,Mobile,Organic,204,0.68,0,18,2,1
SESS002231,CUST00802,PROD0006,Books,37.62,PROD0022,PROD0138,PROD0115,1,Mobile,Direct,25,0.62,1,4,7,0
SESS002232,CUST02774,PROD0172,Electronics,63.54,PROD0023,PROD0132,PROD0101,0,Mobile,Paid,244,0.97,0,22,5,0
SESS002233,CUST00797,PROD0126,Clothing,135.5,NONE,NONE,NONE,0,Mobile,Social,243,0.16,0,14,1,0
SESS002234,CUST01302,PROD0155,Sports,150.94,PROD0155,PROD0131,PROD0015,1,Desktop,Social,132,0.14,0,21,4,0
SESS002235,CUST02732,PROD0093,Clothing,69.66,PROD0102,PROD0038,PROD0184,0,Mobile,Email,213,0.88,1,23,5,0
SESS002236,CUST01752,PROD0095,Sports,86.2,PROD0099,PROD0096,NONE,1,Tablet,Social,147,0.64,1,8,3,1
SESS002237,CUST00050,PROD0073,Electronics,62.79,PROD0089,PROD0090,PROD0079,0,Desktop,Organic,144,0.46,1,7,4,0
SESS002238,CUST01826,PROD0144,Electronics,75.46,PROD0023,PROD0056,NONE,0,Mobile,Paid,215,0.6,0,4,3,1
SESS002239,CUST02982,PROD0114,Electronics,19.61,PROD0190,PROD0107,PROD0114,0,Desktop,Paid,20,0.7,1,13,7,1
SESS002240,CUST01183,PROD0042,Home,82.32,PROD0187,PROD0109,PROD0107,1,Desktop,Direct,92,0.26,0,18,7,1
SESS002241,CUST00572,PROD0151,Sports,30.73,PROD0154,PROD0023,PROD0037,2,Mobile,Paid,238,0.59,0,26,7,0
SESS002242,CUST00852,PROD0078,Books,631.99,PROD0122,PROD0135,PROD0086,0,Desktop,Paid,129,0.8,0,39,6,1
SESS002243,CUST00271,PROD0152,Home,46.03,PROD0194,PROD0097,PROD0023,0,Mobile,Email,177,0.49,1,4,7,1
SESS002244,CUST00028,PROD0105,Sports,19.18,PROD0164,PROD0070,NONE,0,Desktop,Social,267,0.55,1,26,3,1
SESS002245,CUST01698,PROD0045,Sports,18.55,PROD0143,PROD0119,PROD0182,0,Mobile,Social,229,0.54,0,38,7,0
SESS002246,CUST02327,PROD0194,Home,17.24,PROD0036,PROD0052,PROD0048,0,Mobile,Direct,245,0.78,1,16,4,0
SESS002247,CUST01564,PROD0075,Electronics,54.39,PROD0142,PROD0126,PROD0011,0,Mobile,Paid,288,0.56,1,25,4,1
SESS002248,CUST01237,PROD0150,Electronics,37.27,PROD0078,NONE,NONE,3,Desktop,Social,204,0.27,0,23,2,1
SESS002249,CUST02024,PROD0144,Electronics,75.46,PROD0190,NONE,NONE,0,Mobile,Organic,83,0.41,1,7,2,0
SESS002250,CUST01899,PROD0058,Clothing,33.27,PROD0007,PROD0001,PROD0040,0,Desktop,Organic,146,0.29,0,15,7,0
SESS002251,CUST01076,PROD0077,Electronics,90.69,PROD0164,PROD0163,NONE,0,Mobile,Organic,100,0.89,0,23,3,0
SESS002252,CUST01936,PROD0032,Home,128.46,PROD0168,PROD0171,NONE,1,Mobile,Organic,251,0.39,0,28,3,1
SESS002253,CUST01179,PROD0107,Books,48.98,PROD0046,PROD0126,PROD0177,0,Desktop,Organic,27,0.45,0,23,5,0
SESS002254,CUST02642,PROD0063,Home,30.68,PROD0008,PROD0031,PROD0196,0,Mobile,Direct,48,0.68,1,23,6,0
SESS002255,CUST01136,PROD0127,Books,37.0,PROD0018,NONE,NONE,0,Desktop,Social,200,0.71,0,35,2,1
SESS002256,CUST02454,PROD0191,Electronics,13.98,PROD0093,PROD0149,PROD0124,0,Desktop,Social,265,0.99,0,10,4,0
SESS002257,CUST02317,PROD0112,Books,328.93,NONE,NONE,NONE,0,Mobile,Organic,46,0.99,0,4,1,0
SESS002258,CUST01057,PROD0161,Electronics,337.18,PROD0176,PROD0122,NONE,1,Mobile,Organic,99,0.4,0,11,3,0
SESS002259,CUST02844,PROD0031,Home,10.64,PROD0096,PROD0132,PROD0188,0,Desktop,Direct,247,0.33,1,42,5,0
SESS002260,CUST02357,PROD0005,Clothing,37.69,PROD0067,PROD0042,PROD0149,3,Tablet,Email,34,0.23,0,21,6,0
SESS002261,CUST00240,PROD0038,Sports,16.51,PROD0082,PROD0119,PROD0178,1,Tablet,Paid,263,0.21,1,1,7,0
SESS002262,CUST00555,PROD0092,Books,128.12,PROD0042,PROD0014,PROD0070,3,Desktop,Direct,294,0.35,1,8,6,1
SESS002263,CUST01480,PROD0108,Electronics,28.94,NONE,NONE,NONE,0,Desktop,Social,11,0.94,0,27,1,1
SESS002264,CUST02607,PROD0092,Books,128.12,PROD0013,PROD0075,NONE,0,Desktop,Paid,118,0.46,1,32,3,0
SESS002265,CUST01195,PROD0136,Home,22.45,PROD0164,PROD0020,PROD0132,0,Desktop,Direct,199,0.91,0,28,7,1
SESS002266,CUST00794,PROD0197,Home,79.38,PROD0161,PROD0047,PROD0196,3,Mobile,Organic,84,0.47,1,8,4,1
SESS002267,CUST00388,PROD0154,Sports,24.48,PROD0193,PROD0043,PROD0140,3,Desktop,Paid,145,0.13,1,22,4,0
SESS002268,CUST01322,PROD0081,Books,506.31,PROD0176,PROD0078,NONE,0,Mobile,Paid,262,0.39,1,40,3,0
SESS002269,CUST01112,PROD0176,Books,37.06,PROD0179,PROD0177,NONE,1,Mobile,Organic,274,0.32,1,36,3,0
SESS002270,CUST01485,PROD0025,Electronics,31.77,PROD0137,PROD0149,NONE,0,Desktop,Direct,132,0.92,0,7,3,0
SESS002271,CUST01441,PROD0037,Books,35.6,PROD0004,NONE,NONE,2,Mobile,Paid,106,0.6,1,37,2,0
SESS002272,CUST00561,PROD0133,Electronics,243.8,PROD0073,PROD0096,PROD0200,0,Mobile,Organic,271,0.64,1,33,4,1
SESS002273,CUST01987,PROD0106,Clothing,11.11,PROD0088,PROD0042,NONE,1,Desktop,Paid,244,0.65,0,23,3,1
SESS002274,CUST00420,PROD0056,Sports,178.44,NONE,NONE,NONE,0,Desktop,Organic,207,0.82,1,11,1,1
SESS002275,CUST00634,PROD0129,Clothing,53.37,NONE,NONE,NONE,1,Mobile,Organic,270,0.73,0,18,1,0
SESS002276,CUST00906,PROD0049,Electronics,32.13,PROD0144,PROD0158,PROD0177,0,Desktop,Paid,258,0.59,1,36,4,1
SESS002277,CUST02154,PROD0137,Electronics,42.07,PROD0183,PROD0142,PROD0180,1,Desktop,Email,275,0.72,0,8,6,1
SESS002278,CUST00467,PROD0107,Books,48.98,PROD0118,PROD0020,PROD0030,1,Desktop,Social,297,0.98,0,31,5,1
SESS002279,CUST00538,PROD0005,Clothing,37.69,PROD0123,PROD0090,PROD0080,0,Mobile,Organic,130,0.14,0,4,7,0
SESS002280,CUST02831,PROD0093,Clothing,69.66,PROD0036,PROD0114,PROD0153,3,Tablet,Email,289,0.5,1,39,4,1
SESS002281,CUST02143,PROD0196,Electronics,25.74,NONE,NONE,NONE,0,Mobile,Organic,47,0.14,0,16,1,0
SESS002282,CUST01402,PROD0045,Sports,18.55,PROD0182,PROD0078,NONE,0,Desktop,Organic,208,0.76,0,34,3,1
SESS002283,CUST00118,PROD0191,Electronics,13.98,PROD0031,PROD0057,PROD0033,2,Mobile,Paid,84,0.94,1,23,7,1
SESS002284,CUST02844,PROD0037,Books,35.6,PROD0177,PROD0059,PROD0079,3,Mobile,Social,240,0.56,1,41,6,1
SESS002285,CUST00514,PROD0054,Electronics,51.04,NONE,NONE,NONE,0,Desktop,Social,257,0.23,0,30,1,0
SESS002286,CUST00534,PROD0021,Books,16.73,NONE,NONE,NONE,0,Mobile,Organic,157,0.71,0,30,1,0
SESS002287,CUST01741,PROD0177,Books,195.76,PROD0196,NONE,NONE,0,Mobile,Paid,169,0.79,0,36,2,0
SESS002288,CUST00458,PROD0020,Sports,62.62,PROD0005,PROD0199,PROD0124,2,Mobile,Organic,57,0.47,0,16,6,0
SESS002289,CUST01767,PROD0011,Books,43.18,PROD0051,PROD0028,PROD0009,0,Desktop,Organic,248,0.83,1,32,4,0
SESS002290,CUST02703,PROD0132,Sports,36.43,PROD0152,NONE,NONE,0,Mobile,Email,31,0.96,0,30,2,0
SESS002291,CUST00243,PROD0121,Electronics,256.42,PROD0031,PROD0065,PROD0012,1,Desktop,Organic,268,0.47,0,33,6,0
SESS002292,CUST00272,PROD0078,Books,631.99,PROD0171,NONE,NONE,2,Mobile,Direct,18,0.59,0,20,2,0
SESS002293,CUST00043,PROD0194,Home,17.24,PROD0025,PROD0032,PROD0155,3,Mobile,Email,175,0.15,1,42,6,1
SESS002294,CUST00842,PROD0151,Sports,30.73,PROD0052,NONE,NONE,1,Mobile,Paid,89,0.59,0,29,2,1
SESS002295,CUST00757,PROD0172,Electronics,63.54,PROD0090,PROD0008,PROD0024,1,Mobile,Direct,213,0.67,0,30,6,1
SESS002296,CUST00597,PROD0192,Clothing,52.23,PROD0072,PROD0149,PROD0090,0,Desktop,Social,19,0.25,0,30,7,0
SESS002297,CUST01443,PROD0042,Home,82.32,PROD0129,PROD0200,PROD0187,0,Mobile,Paid,283,0.84,1,4,7,0
SESS002298,CUST02511,PROD0062,Clothing,108.42,PROD0130,NONE,NONE,0,Desktop,Organic,187,0.62,1,23,2,1
SESS002299,CUST02336,PROD0018,Sports,57.59,NONE,NONE,NONE,1,Mobile,Organic,242,0.38,0,32,1,0
SESS002300,CUST00406,PROD0149,Books,137.48,PROD0196,PROD0004,PROD0136,0,Mobile,Social,45,0.62,0,43,4,0
SESS002301,CUST00889,PROD0184,Books,62.36,PROD0050,NONE,NONE,2,Desktop,Organic,144,0.96,1,4,2,1
SESS002302,CUST01155,PROD0044,Home,44.5,NONE,NONE,NONE,2,Mobile,Direct,139,0.65,1,7,1,0
SESS002303,CUST02201,PROD0002,Home,70.47,PROD0186,PROD0026,PROD0055,0,Desktop,Social,139,0.31,0,2,4,1
SESS002304,CUST02066,PROD0182,Clothing,44.05,NONE,NONE,NONE,2,Mobile,Paid,14,0.88,0,31,1,1
SESS002305,CUST01945,PROD0094,Clothing,67.07,PROD0179,NONE,NONE,2,Mobile,Organic,13,0.27,1,4,2,0
SESS002306,CUST02415,PROD0048,Home,113.51,PROD0113,NONE,NONE,1,Mobile,Direct,58,0.35,0,14,2,0
SESS002307,CUST02759,PROD0028,Clothing,154.92,PROD0047,PROD0091,PROD0098,0,Tablet,Email,14,0.43,1,15,7,1
