session_id,customer_id,event_number,event_type,event_timestamp,device_type,traffic_source,time_on_page_sec,hour_of_day,day_of_week,time_since_last_event
SESS0001339,CUST00653,1,Homepage,2025-01-27 13:58:00,Mobile,Organic,281,13,0,0.0
SESS0001339,CUST00653,2,Category_Browse,2025-01-27 13:58:39,Mobile,Organic,271,13,0,39.0
SESS0001339,CUST00653,3,Product_View,2025-01-27 13:59:10,Mobile,Organic,115,13,0,31.0
SESS0001339,CUST00653,4,Product_View,2025-01-27 14:00:16,Mobile,Organic,93,14,0,66.0
SESS0001339,CUST00653,5,Add_to_Cart,2025-01-27 14:00:23,Mobile,Organic,162,14,0,7.0
SESS0001339,CUST00653,6,Checkout_Start,2025-01-27 14:03:00,Mobile,Organic,40,14,0,157.0
SESS0001339,CUST00653,7,Payment_Info,2025-01-27 14:04:56,Mobile,Organic,122,14,0,116.0
SESS0001339,CUST00653,8,Order_Complete,2025-01-27 14:05:08,Mobile,Organic,186,14,0,12.0
SESS0001340,CUST02420,1,Homepage,2025-05-04 18:43:00,Mobile,Paid_Search,77,18,6,0.0
SESS0001340,CUST02420,2,Search,2025-05-04 18:43:59,Mobile,Paid_Search,199,18,6,59.0
SESS0001340,CUST02420,3,Product_View,2025-05-04 18:45:37,Mobile,Paid_Search,80,18,6,98.0
SESS0001340,CUST02420,4,Exit,2025-05-04 18:46:10,Mobile,Paid_Search,0,18,6,33.0
SESS0001341,CUST01795,1,Homepage,2025-02-16 19:24:00,Tablet,Organic,35,19,6,0.0
SESS0001341,CUST01795,2,Category_Browse,2025-02-16 19:25:44,Tablet,Organic,296,19,6,104.0
SESS0001341,CUST01795,3,Product_View,2025-02-16 19:26:03,Tablet,Organic,286,19,6,19.0
SESS0001341,CUST01795,4,Exit,2025-02-16 19:26:27,Tablet,Organic,0,19,6,24.0
SESS0001342,CUST01469,1,Homepage,2025-06-06 00:55:00,Desktop,Direct,82,0,4,0.0
SESS0001342,CUST01469,2,Search,2025-06-06 00:55:26,Desktop,Direct,20,0,4,26.0
SESS0001342,CUST01469,3,Product_View,2025-06-06 00:56:04,Desktop,Direct,295,0,4,38.0
SESS0001342,CUST01469,4,Add_to_Cart,2025-06-06 00:56:51,Desktop,Direct,57,0,4,47.0
SESS0001342,CUST01469,5,Checkout_Start,2025-06-06 00:57:40,Desktop,Direct,236,0,4,49.0
SESS0001342,CUST01469,6,Payment_Info,2025-06-06 00:58:17,Desktop,Direct,126,0,4,37.0
SESS0001342,CUST01469,7,Exit,2025-06-06 00:58:56,Desktop,Direct,0,0,4,39.0
SESS0001343,CUST02804,1,Homepage,2025-02-03 15:58:00,Mobile,Social,266,15,0,0.0
SESS0001343,CUST02804,2,Category_Browse,2025-02-03 15:58:42,Mobile,Social,19,15,0,42.0
SESS0001343,CUST02804,3,Exit,2025-02-03 15:59:00,Mobile,Social,0,15,0,18.0
SESS0001344,CUST02000,1,Homepage,2025-01-29 13:28:00,Mobile,Organic,184,13,2,0.0
SESS0001344,CUST02000,2,Search,2025-01-29 13:28:20,Mobile,Organic,219,13,2,20.0
SESS0001344,CUST02000,3,Product_View,2025-01-29 13:29:46,Mobile,Organic,229,13,2,86.0
SESS0001344,CUST02000,4,Add_to_Cart,2025-01-29 13:30:19,Mobile,Organic,185,13,2,33.0
SESS0001344,CUST02000,5,Checkout_Start,2025-01-29 13:32:26,Mobile,Organic,223,13,2,127.0
SESS0001344,CUST02000,6,Payment_Info,2025-01-29 13:35:18,Mobile,Organic,286,13,2,172.0
SESS0001344,CUST02000,7,Exit,2025-01-29 13:35:25,Mobile,Organic,0,13,2,7.0
SESS0001345,CUST00189,1,Homepage,2025-01-17 08:41:00,Mobile,Paid_Search,285,8,4,0.0
SESS0001345,CUST00189,2,Category_Browse,2025-01-17 08:41:53,Mobile,Paid_Search,157,8,4,53.0
SESS0001345,CUST00189,3,Product_View,2025-01-17 08:42:32,Mobile,Paid_Search,274,8,4,39.0
SESS0001345,CUST00189,4,Add_to_Cart,2025-01-17 08:42:58,Mobile,Paid_Search,175,8,4,26.0
SESS0001345,CUST00189,5,Checkout_Start,2025-01-17 08:43:46,Mobile,Paid_Search,24,8,4,48.0
SESS0001345,CUST00189,6,Exit,2025-01-17 08:44:25,Mobile,Paid_Search,0,8,4,39.0
SESS0001346,CUST01288,1,Homepage,2025-01-04 22:55:00,Tablet,Direct,54,22,5,0.0
SESS0001346,CUST01288,2,Category_Browse,2025-01-04 22:56:44,Tablet,Direct,232,22,5,104.0
SESS0001346,CUST01288,3,Product_View,2025-01-04 22:57:48,Tablet,Direct,14,22,5,64.0
SESS0001346,CUST01288,4,Add_to_Cart,2025-01-04 22:58:13,Tablet,Direct,62,22,5,25.0
SESS0001346,CUST01288,5,Exit,2025-01-04 22:58:51,Tablet,Direct,0,22,5,38.0
SESS0001347,CUST02777,1,Homepage,2025-05-15 23:36:00,Desktop,Direct,133,23,3,0.0
SESS0001347,CUST02777,2,Category_Browse,2025-05-15 23:36:30,Desktop,Direct,91,23,3,30.0
SESS0001347,CUST02777,3,Product_View,2025-05-15 23:37:52,Desktop,Direct,261,23,3,82.0
SESS0001347,CUST02777,4,Exit,2025-05-15 23:38:17,Desktop,Direct,0,23,3,25.0
SESS0001348,CUST02965,1,Homepage,2025-05-25 07:42:00,Desktop,Social,289,7,6,0.0
SESS0001348,CUST02965,2,Category_Browse,2025-05-25 07:43:01,Desktop,Social,178,7,6,61.0
SESS0001348,CUST02965,3,Product_View,2025-05-25 07:44:19,Desktop,Social,115,7,6,78.0
SESS0001348,CUST02965,4,Exit,2025-05-25 07:45:10,Desktop,Social,0,7,6,51.0
SESS0001349,CUST01386,1,Homepage,2025-05-13 16:44:00,Desktop,Organic,244,16,1,0.0
SESS0001349,CUST01386,2,Category_Browse,2025-05-13 16:45:47,Desktop,Organic,190,16,1,107.0
SESS0001349,CUST01386,3,Product_View,2025-05-13 16:46:44,Desktop,Organic,212,16,1,57.0
SESS0001349,CUST01386,4,Add_to_Cart,2025-05-13 16:47:17,Desktop,Organic,229,16,1,33.0
SESS0001349,CUST01386,5,Checkout_Start,2025-05-13 16:50:10,Desktop,Organic,115,16,1,173.0
SESS0001349,CUST01386,6,Payment_Info,2025-05-13 16:51:41,Desktop,Organic,136,16,1,91.0
SESS0001349,CUST01386,7,Exit,2025-05-13 16:52:34,Desktop,Organic,0,16,1,53.0
SESS0001350,CUST02870,1,Homepage,2025-06-08 03:27:00,Desktop,Organic,117,3,6,0.0
SESS0001350,CUST02870,2,Search,2025-06-08 03:27:40,Desktop,Organic,270,3,6,40.0
SESS0001350,CUST02870,3,Product_View,2025-06-08 03:28:25,Desktop,Organic,227,3,6,45.0
SESS0001350,CUST02870,4,Exit,2025-06-08 03:28:48,Desktop,Organic,0,3,6,23.0
SESS0001351,CUST02711,1,Homepage,2025-03-05 15:22:00,Mobile,Paid_Search,195,15,2,0.0
SESS0001351,CUST02711,2,Category_Browse,2025-03-05 15:23:47,Mobile,Paid_Search,29,15,2,107.0
SESS0001351,CUST02711,3,Exit,2025-03-05 15:24:08,Mobile,Paid_Search,0,15,2,21.0
SESS0001352,CUST02719,1,Homepage,2025-06-23 20:24:00,Mobile,Direct,220,20,0,0.0
SESS0001352,CUST02719,2,Category_Browse,2025-06-23 20:25:42,Mobile,Direct,187,20,0,102.0
SESS0001352,CUST02719,3,Product_View,2025-06-23 20:26:31,Mobile,Direct,286,20,0,49.0
SESS0001352,CUST02719,4,Exit,2025-06-23 20:27:13,Mobile,Direct,0,20,0,42.0
SESS0001353,CUST00609,1,Homepage,2025-05-23 19:03:00,Mobile,Organic,203,19,4,0.0
SESS0001353,CUST00609,2,Search,2025-05-23 19:03:12,Mobile,Organic,46,19,4,12.0
SESS0001353,CUST00609,3,Product_View,2025-05-23 19:04:12,Mobile,Organic,151,19,4,60.0
SESS0001353,CUST00609,4,Product_View,2025-05-23 19:05:27,Mobile,Organic,197,19,4,75.0
SESS0001353,CUST00609,5,Add_to_Cart,2025-05-23 19:06:13,Mobile,Organic,42,19,4,46.0
SESS0001353,CUST00609,6,Checkout_Start,2025-05-23 19:09:03,Mobile,Organic,110,19,4,170.0
SESS0001353,CUST00609,7,Payment_Info,2025-05-23 19:11:08,Mobile,Organic,42,19,4,125.0
SESS0001353,CUST00609,8,Order_Complete,2025-05-23 19:11:45,Mobile,Organic,112,19,4,37.0
SESS0001354,CUST00048,1,Homepage,2025-06-14 05:32:00,Desktop,Paid_Search,259,5,5,0.0
SESS0001354,CUST00048,2,Search,2025-06-14 05:32:05,Desktop,Paid_Search,263,5,5,5.0
SESS0001354,CUST00048,3,Product_View,2025-06-14 05:32:28,Desktop,Paid_Search,38,5,5,23.0
SESS0001354,CUST00048,4,Add_to_Cart,2025-06-14 05:33:19,Desktop,Paid_Search,242,5,5,51.0
SESS0001354,CUST00048,5,Checkout_Start,2025-06-14 05:35:32,Desktop,Paid_Search,33,5,5,133.0
SESS0001354,CUST00048,6,Exit,2025-06-14 05:36:11,Desktop,Paid_Search,0,5,5,39.0
SESS0001355,CUST01923,1,Homepage,2025-05-07 05:04:00,Desktop,Social,142,5,2,0.0
SESS0001355,CUST01923,2,Category_Browse,2025-05-07 05:04:28,Desktop,Social,168,5,2,28.0
SESS0001355,CUST01923,3,Exit,2025-05-07 05:04:36,Desktop,Social,0,5,2,8.0
SESS0001356,CUST02014,1,Homepage,2025-03-24 07:21:00,Desktop,Social,95,7,0,0.0
SESS0001356,CUST02014,2,Search,2025-03-24 07:21:16,Desktop,Social,154,7,0,16.0
SESS0001356,CUST02014,3,Product_View,2025-03-24 07:23:09,Desktop,Social,180,7,0,113.0
SESS0001356,CUST02014,4,Add_to_Cart,2025-03-24 07:23:50,Desktop,Social,37,7,0,41.0
SESS0001356,CUST02014,5,Exit,2025-03-24 07:24:11,Desktop,Social,0,7,0,21.0
SESS0001357,CUST01140,1,Homepage,2025-01-13 16:14:00,Desktop,Organic,78,16,0,0.0
SESS0001357,CUST01140,2,Search,2025-01-13 16:14:36,Desktop,Organic,177,16,0,36.0
SESS0001357,CUST01140,3,Product_View,2025-01-13 16:14:48,Desktop,Organic,159,16,0,12.0
SESS0001357,CUST01140,4,Add_to_Cart,2025-01-13 16:15:47,Desktop,Organic,293,16,0,59.0
SESS0001357,CUST01140,5,Checkout_Start,2025-01-13 16:16:18,Desktop,Organic,79,16,0,31.0
SESS0001357,CUST01140,6,Exit,2025-01-13 16:17:08,Desktop,Organic,0,16,0,50.0
SESS0001358,CUST02255,1,Homepage,2025-06-14 12:25:00,Mobile,Direct,132,12,5,0.0
SESS0001358,CUST02255,2,Search,2025-06-14 12:25:42,Mobile,Direct,31,12,5,42.0
SESS0001358,CUST02255,3,Product_View,2025-06-14 12:27:34,Mobile,Direct,139,12,5,112.0
SESS0001358,CUST02255,4,Add_to_Cart,2025-06-14 12:27:39,Mobile,Direct,206,12,5,5.0
SESS0001358,CUST02255,5,Exit,2025-06-14 12:28:04,Mobile,Direct,0,12,5,25.0
SESS0001359,CUST00963,1,Homepage,2025-01-21 14:28:00,Desktop,Organic,10,14,1,0.0
SESS0001359,CUST00963,2,Search,2025-01-21 14:28:46,Desktop,Organic,54,14,1,46.0
SESS0001359,CUST00963,3,Product_View,2025-01-21 14:29:13,Desktop,Organic,234,14,1,27.0
SESS0001359,CUST00963,4,Product_View,2025-01-21 14:30:45,Desktop,Organic,34,14,1,92.0
SESS0001359,CUST00963,5,Add_to_Cart,2025-01-21 14:31:02,Desktop,Organic,299,14,1,17.0
SESS0001359,CUST00963,6,Checkout_Start,2025-01-21 14:33:27,Desktop,Organic,230,14,1,145.0
SESS0001359,CUST00963,7,Payment_Info,2025-01-21 14:34:55,Desktop,Organic,80,14,1,88.0
SESS0001359,CUST00963,8,Order_Complete,2025-01-21 14:35:43,Desktop,Organic,220,14,1,48.0
SESS0001360,CUST02348,1,Homepage,2025-04-25 02:54:00,Desktop,Direct,281,2,4,0.0
SESS0001360,CUST02348,2,Category_Browse,2025-04-25 02:55:54,Desktop,Direct,76,2,4,114.0
SESS0001360,CUST02348,3,Exit,2025-04-25 02:56:15,Desktop,Direct,0,2,4,21.0
SESS0001361,CUST02042,1,Homepage,2025-04-25 10:07:00,Mobile,Paid_Search,178,10,4,0.0
SESS0001361,CUST02042,2,Search,2025-04-25 10:07:18,Mobile,Paid_Search,242,10,4,18.0
SESS0001361,CUST02042,3,Product_View,2025-04-25 10:09:15,Mobile,Paid_Search,170,10,4,117.0
SESS0001361,CUST02042,4,Add_to_Cart,2025-04-25 10:09:39,Mobile,Paid_Search,52,10,4,24.0
SESS0001361,CUST02042,5,Checkout_Start,2025-04-25 10:12:15,Mobile,Paid_Search,173,10,4,156.0
SESS0001361,CUST02042,6,Exit,2025-04-25 10:12:53,Mobile,Paid_Search,0,10,4,38.0
SESS0001362,CUST02038,1,Homepage,2025-06-17 00:06:00,Mobile,Organic,270,0,1,0.0
SESS0001362,CUST02038,2,Search,2025-06-17 00:06:44,Mobile,Organic,149,0,1,44.0
SESS0001362,CUST02038,3,Product_View,2025-06-17 00:07:51,Mobile,Organic,266,0,1,67.0
SESS0001362,CUST02038,4,Exit,2025-06-17 00:08:34,Mobile,Organic,0,0,1,43.0
SESS0001363,CUST01653,1,Homepage,2025-04-16 01:35:00,Mobile,Direct,288,1,2,0.0
SESS0001363,CUST01653,2,Search,2025-04-16 01:35:44,Mobile,Direct,197,1,2,44.0
SESS0001363,CUST01653,3,Product_View,2025-04-16 01:37:37,Mobile,Direct,251,1,2,113.0
SESS0001363,CUST01653,4,Product_View,2025-04-16 01:38:30,Mobile,Direct,27,1,2,53.0
SESS0001363,CUST01653,5,Add_to_Cart,2025-04-16 01:39:21,Mobile,Direct,17,1,2,51.0
SESS0001363,CUST01653,6,Checkout_Start,2025-04-16 01:42:14,Mobile,Direct,222,1,2,173.0
SESS0001363,CUST01653,7,Payment_Info,2025-04-16 01:44:18,Mobile,Direct,246,1,2,124.0
SESS0001363,CUST01653,8,Order_Complete,2025-04-16 01:44:23,Mobile,Direct,276,1,2,5.0
SESS0001364,CUST02250,1,Homepage,2025-01-01 02:50:00,Desktop,Organic,230,2,2,0.0
SESS0001364,CUST02250,2,Search,2025-01-01 02:50:55,Desktop,Organic,17,2,2,55.0
SESS0001364,CUST02250,3,Product_View,2025-01-01 02:51:45,Desktop,Organic,16,2,2,50.0
SESS0001364,CUST02250,4,Add_to_Cart,2025-01-01 02:52:39,Desktop,Organic,253,2,2,54.0
SESS0001364,CUST02250,5,Exit,2025-01-01 02:53:38,Desktop,Organic,0,2,2,59.0
SESS0001365,CUST02475,1,Homepage,2025-06-08 20:19:00,Desktop,Social,76,20,6,0.0
SESS0001365,CUST02475,2,Search,2025-06-08 20:19:55,Desktop,Social,135,20,6,55.0
SESS0001365,CUST02475,3,Product_View,2025-06-08 20:21:17,Desktop,Social,273,20,6,82.0
SESS0001365,CUST02475,4,Add_to_Cart,2025-06-08 20:21:30,Desktop,Social,56,20,6,13.0
SESS0001365,CUST02475,5,Checkout_Start,2025-06-08 20:23:01,Desktop,Social,123,20,6,91.0
SESS0001365,CUST02475,6,Exit,2025-06-08 20:23:50,Desktop,Social,0,20,6,49.0
SESS0001366,CUST02083,1,Homepage,2025-05-24 06:41:00,Desktop,Paid_Search,61,6,5,0.0
SESS0001366,CUST02083,2,Category_Browse,2025-05-24 06:42:03,Desktop,Paid_Search,71,6,5,63.0
SESS0001366,CUST02083,3,Product_View,2025-05-24 06:42:58,Desktop,Paid_Search,98,6,5,55.0
SESS0001366,CUST02083,4,Product_View,2025-05-24 06:43:17,Desktop,Paid_Search,97,6,5,19.0
SESS0001366,CUST02083,5,Add_to_Cart,2025-05-24 06:44:01,Desktop,Paid_Search,53,6,5,44.0
SESS0001366,CUST02083,6,Checkout_Start,2025-05-24 06:44:53,Desktop,Paid_Search,66,6,5,52.0
SESS0001366,CUST02083,7,Payment_Info,2025-05-24 06:45:33,Desktop,Paid_Search,122,6,5,40.0
SESS0001366,CUST02083,8,Order_Complete,2025-05-24 06:46:01,Desktop,Paid_Search,93,6,5,28.0
SESS0001367,CUST02751,1,Homepage,2025-04-27 10:23:00,Mobile,Social,206,10,6,0.0
SESS0001367,CUST02751,2,Search,2025-04-27 10:23:29,Mobile,Social,296,10,6,29.0
SESS0001367,CUST02751,3,Product_View,2025-04-27 10:24:28,Mobile,Social,111,10,6,59.0
SESS0001367,CUST02751,4,Product_View,2025-04-27 10:24:46,Mobile,Social,237,10,6,18.0
SESS0001367,CUST02751,5,Add_to_Cart,2025-04-27 10:24:58,Mobile,Social,114,10,6,12.0
SESS0001367,CUST02751,6,Checkout_Start,2025-04-27 10:27:52,Mobile,Social,232,10,6,174.0
SESS0001367,CUST02751,7,Payment_Info,2025-04-27 10:29:14,Mobile,Social,118,10,6,82.0
SESS0001367,CUST02751,8,Order_Complete,2025-04-27 10:29:33,Mobile,Social,279,10,6,19.0
SESS0001368,CUST00223,1,Homepage,2025-02-27 14:21:00,Tablet,Email,207,14,3,0.0
SESS0001368,CUST00223,2,Search,2025-02-27 14:21:06,Tablet,Email,296,14,3,6.0
SESS0001368,CUST00223,3,Product_View,2025-02-27 14:21:20,Tablet,Email,68,14,3,14.0
SESS0001368,CUST00223,4,Add_to_Cart,2025-02-27 14:21:31,Tablet,Email,124,14,3,11.0
SESS0001368,CUST00223,5,Exit,2025-02-27 14:21:57,Tablet,Email,0,14,3,26.0
SESS0001369,CUST02295,1,Homepage,2025-06-08 19:30:00,Mobile,Social,161,19,6,0.0
SESS0001369,CUST02295,2,Category_Browse,2025-06-08 19:30:18,Mobile,Social,269,19,6,18.0
SESS0001369,CUST02295,3,Product_View,2025-06-08 19:30:49,Mobile,Social,260,19,6,31.0
SESS0001369,CUST02295,4,Exit,2025-06-08 19:30:55,Mobile,Social,0,19,6,6.0
SESS0001370,CUST02936,1,Homepage,2025-06-18 11:45:00,Mobile,Organic,206,11,2,0.0
SESS0001370,CUST02936,2,Category_Browse,2025-06-18 11:46:14,Mobile,Organic,47,11,2,74.0
SESS0001370,CUST02936,3,Product_View,2025-06-18 11:47:56,Mobile,Organic,21,11,2,102.0
SESS0001370,CUST02936,4,Add_to_Cart,2025-06-18 11:48:04,Mobile,Organic,289,11,2,8.0
SESS0001370,CUST02936,5,Exit,2025-06-18 11:49:03,Mobile,Organic,0,11,2,59.0
SESS0001371,CUST01854,1,Homepage,2025-01-30 03:48:00,Desktop,Organic,58,3,3,0.0
SESS0001371,CUST01854,2,Search,2025-01-30 03:48:32,Desktop,Organic,50,3,3,32.0
SESS0001371,CUST01854,3,Product_View,2025-01-30 03:48:51,Desktop,Organic,264,3,3,19.0
SESS0001371,CUST01854,4,Exit,2025-01-30 03:48:58,Desktop,Organic,0,3,3,7.0
SESS0001372,CUST02699,1,Homepage,2025-02-26 00:21:00,Mobile,Organic,41,0,2,0.0
SESS0001372,CUST02699,2,Search,2025-02-26 00:21:07,Mobile,Organic,17,0,2,7.0
SESS0001372,CUST02699,3,Product_View,2025-02-26 00:21:50,Mobile,Organic,268,0,2,43.0
SESS0001372,CUST02699,4,Add_to_Cart,2025-02-26 00:22:13,Mobile,Organic,269,0,2,23.0
SESS0001372,CUST02699,5,Checkout_Start,2025-02-26 00:24:00,Mobile,Organic,223,0,2,107.0
SESS0001372,CUST02699,6,Exit,2025-02-26 00:24:22,Mobile,Organic,0,0,2,22.0
SESS0001373,CUST01455,1,Homepage,2025-06-12 09:35:00,Tablet,Paid_Search,101,9,3,0.0
SESS0001373,CUST01455,2,Search,2025-06-12 09:35:25,Tablet,Paid_Search,104,9,3,25.0
SESS0001373,CUST01455,3,Product_View,2025-06-12 09:35:51,Tablet,Paid_Search,14,9,3,26.0
SESS0001373,CUST01455,4,Add_to_Cart,2025-06-12 09:36:18,Tablet,Paid_Search,48,9,3,27.0
SESS0001373,CUST01455,5,Exit,2025-06-12 09:36:24,Tablet,Paid_Search,0,9,3,6.0
SESS0001374,CUST02139,1,Homepage,2025-04-06 22:06:00,Desktop,Social,5,22,6,0.0
SESS0001374,CUST02139,2,Search,2025-04-06 22:06:06,Desktop,Social,31,22,6,6.0
SESS0001374,CUST02139,3,Exit,2025-04-06 22:06:12,Desktop,Social,0,22,6,6.0
SESS0001375,CUST00188,1,Homepage,2025-02-12 15:08:00,Mobile,Email,99,15,2,0.0
SESS0001375,CUST00188,2,Search,2025-02-12 15:08:49,Mobile,Email,61,15,2,49.0
SESS0001375,CUST00188,3,Product_View,2025-02-12 15:10:40,Mobile,Email,173,15,2,111.0
SESS0001375,CUST00188,4,Product_View,2025-02-12 15:12:22,Mobile,Email,74,15,2,102.0
SESS0001375,CUST00188,5,Add_to_Cart,2025-02-12 15:12:44,Mobile,Email,53,15,2,22.0
SESS0001375,CUST00188,6,Checkout_Start,2025-02-12 15:14:44,Mobile,Email,9,15,2,120.0
SESS0001375,CUST00188,7,Payment_Info,2025-02-12 15:16:10,Mobile,Email,190,15,2,86.0
SESS0001375,CUST00188,8,Order_Complete,2025-02-12 15:16:42,Mobile,Email,296,15,2,32.0
SESS0001376,CUST02937,1,Homepage,2025-04-15 03:16:00,Desktop,Paid_Search,60,3,1,0.0
SESS0001376,CUST02937,2,Category_Browse,2025-04-15 03:16:54,Desktop,Paid_Search,189,3,1,54.0
SESS0001376,CUST02937,3,Product_View,2025-04-15 03:17:57,Desktop,Paid_Search,41,3,1,63.0
SESS0001376,CUST02937,4,Exit,2025-04-15 03:18:20,Desktop,Paid_Search,0,3,1,23.0
SESS0001377,CUST02503,1,Homepage,2025-02-20 06:07:00,Desktop,Paid_Search,5,6,3,0.0
SESS0001377,CUST02503,2,Search,2025-02-20 06:07:27,Desktop,Paid_Search,288,6,3,27.0
SESS0001377,CUST02503,3,Product_View,2025-02-20 06:07:40,Desktop,Paid_Search,192,6,3,13.0
SESS0001377,CUST02503,4,Product_View,2025-02-20 06:08:07,Desktop,Paid_Search,53,6,3,27.0
SESS0001377,CUST02503,5,Add_to_Cart,2025-02-20 06:08:58,Desktop,Paid_Search,119,6,3,51.0
SESS0001377,CUST02503,6,Checkout_Start,2025-02-20 06:10:06,Desktop,Paid_Search,221,6,3,68.0
SESS0001377,CUST02503,7,Payment_Info,2025-02-20 06:10:41,Desktop,Paid_Search,215,6,3,35.0
SESS0001377,CUST02503,8,Order_Complete,2025-02-20 06:11:38,Desktop,Paid_Search,285,6,3,57.0
SESS0001378,CUST01610,1,Homepage,2025-02-25 14:52:00,Mobile,Organic,251,14,1,0.0
SESS0001378,CUST01610,2,Category_Browse,2025-02-25 14:52:13,Mobile,Organic,177,14,1,13.0
SESS0001378,CUST01610,3,Exit,2025-02-25 14:52:18,Mobile,Organic,0,14,1,5.0
SESS0001379,CUST00781,1,Homepage,2025-03-28 03:48:00,Mobile,Paid_Search,290,3,4,0.0
SESS0001379,CUST00781,2,Category_Browse,2025-03-28 03:49:29,Mobile,Paid_Search,70,3,4,89.0
SESS0001379,CUST00781,3,Product_View,2025-03-28 03:50:59,Mobile,Paid_Search,14,3,4,90.0
SESS0001379,CUST00781,4,Add_to_Cart,2025-03-28 03:51:10,Mobile,Paid_Search,63,3,4,11.0
SESS0001379,CUST00781,5,Exit,2025-03-28 03:51:56,Mobile,Paid_Search,0,3,4,46.0
SESS0001380,CUST01698,1,Homepage,2025-01-12 20:53:00,Desktop,Social,299,20,6,0.0
SESS0001380,CUST01698,2,Category_Browse,2025-01-12 20:54:24,Desktop,Social,157,20,6,84.0
SESS0001380,CUST01698,3,Product_View,2025-01-12 20:56:23,Desktop,Social,270,20,6,119.0
SESS0001380,CUST01698,4,Product_View,2025-01-12 20:56:56,Desktop,Social,87,20,6,33.0
SESS0001380,CUST01698,5,Add_to_Cart,2025-01-12 20:57:31,Desktop,Social,138,20,6,35.0
SESS0001380,CUST01698,6,Checkout_Start,2025-01-12 20:59:10,Desktop,Social,164,20,6,99.0
SESS0001380,CUST01698,7,Payment_Info,2025-01-12 21:00:18,Desktop,Social,180,21,6,68.0
SESS0001380,CUST01698,8,Order_Complete,2025-01-12 21:00:35,Desktop,Social,71,21,6,17.0
SESS0001381,CUST02754,1,Homepage,2025-05-31 03:49:00,Mobile,Organic,80,3,5,0.0
SESS0001381,CUST02754,2,Category_Browse,2025-05-31 03:50:37,Mobile,Organic,74,3,5,97.0
SESS0001381,CUST02754,3,Exit,2025-05-31 03:51:23,Mobile,Organic,0,3,5,46.0
SESS0001382,CUST01846,1,Homepage,2025-04-28 21:37:00,Mobile,Paid_Search,237,21,0,0.0
SESS0001382,CUST01846,2,Category_Browse,2025-04-28 21:37:30,Mobile,Paid_Search,124,21,0,30.0
SESS0001382,CUST01846,3,Product_View,2025-04-28 21:39:16,Mobile,Paid_Search,62,21,0,106.0
SESS0001382,CUST01846,4,Add_to_Cart,2025-04-28 21:40:08,Mobile,Paid_Search,58,21,0,52.0
SESS0001382,CUST01846,5,Exit,2025-04-28 21:40:30,Mobile,Paid_Search,0,21,0,22.0
SESS0001383,CUST02066,1,Homepage,2025-02-04 15:00:00,Mobile,Paid_Search,201,15,1,0.0
SESS0001383,CUST02066,2,Search,2025-02-04 15:00:56,Mobile,Paid_Search,77,15,1,56.0
SESS0001383,CUST02066,3,Product_View,2025-02-04 15:01:52,Mobile,Paid_Search,89,15,1,56.0
SESS0001383,CUST02066,4,Product_View,2025-02-04 15:02:29,Mobile,Paid_Search,136,15,1,37.0
SESS0001383,CUST02066,5,Add_to_Cart,2025-02-04 15:02:57,Mobile,Paid_Search,140,15,1,28.0
SESS0001383,CUST02066,6,Checkout_Start,2025-02-04 15:05:22,Mobile,Paid_Search,65,15,1,145.0
SESS0001383,CUST02066,7,Payment_Info,2025-02-04 15:06:08,Mobile,Paid_Search,38,15,1,46.0
SESS0001383,CUST02066,8,Order_Complete,2025-02-04 15:06:32,Mobile,Paid_Search,212,15,1,24.0
SESS0001384,CUST02173,1,Homepage,2025-01-13 17:59:00,Tablet,Social,111,17,0,0.0
SESS0001384,CUST02173,2,Category_Browse,2025-01-13 18:00:54,Tablet,Social,75,18,0,114.0
SESS0001384,CUST02173,3,Exit,2025-01-13 18:01:45,Tablet,Social,0,18,0,51.0
SESS0001385,CUST01773,1,Homepage,2025-05-30 15:59:00,Desktop,Social,210,15,4,0.0
SESS0001385,CUST01773,2,Search,2025-05-30 15:59:12,Desktop,Social,189,15,4,12.0
SESS0001385,CUST01773,3,Product_View,2025-05-30 16:00:40,Desktop,Social,54,16,4,88.0
SESS0001385,CUST01773,4,Product_View,2025-05-30 16:01:53,Desktop,Social,99,16,4,73.0
SESS0001385,CUST01773,5,Add_to_Cart,2025-05-30 16:01:59,Desktop,Social,66,16,4,6.0
SESS0001385,CUST01773,6,Checkout_Start,2025-05-30 16:04:50,Desktop,Social,226,16,4,171.0
SESS0001385,CUST01773,7,Payment_Info,2025-05-30 16:06:59,Desktop,Social,115,16,4,129.0
SESS0001385,CUST01773,8,Order_Complete,2025-05-30 16:07:43,Desktop,Social,19,16,4,44.0
SESS0001386,CUST02083,1,Homepage,2025-02-15 22:37:00,Mobile,Email,220,22,5,0.0
SESS0001386,CUST02083,2,Search,2025-02-15 22:37:53,Mobile,Email,61,22,5,53.0
SESS0001386,CUST02083,3,Exit,2025-02-15 22:38:13,Mobile,Email,0,22,5,20.0
SESS0001387,CUST00712,1,Homepage,2025-02-02 03:24:00,Desktop,Organic,192,3,6,0.0
SESS0001387,CUST00712,2,Category_Browse,2025-02-02 03:24:45,Desktop,Organic,271,3,6,45.0
SESS0001387,CUST00712,3,Product_View,2025-02-02 03:25:45,Desktop,Organic,130,3,6,60.0
SESS0001387,CUST00712,4,Add_to_Cart,2025-02-02 03:26:05,Desktop,Organic,187,3,6,20.0
