customer_id,recency_days,frequency,monetary_value,avg_order_value,total_events,days_since_last_activity,page_views,product_views,cart_adds,engagement_score,num_support_tickets,avg_satisfaction_score,campaigns_received,email_open_rate,email_click_rate,campaign_conversions,customer_lifetime_value,churn_risk
CUST00704,321.0,2,197.85,98.92,5,54.0,0,0,0,0.0,0,,4,0.25,0.0,0,197.85,High
CUST00705,381.0,1,272.18,272.18,10,355.0,3,2,0,4.5,1,3.0,4,0.5,0.0,0,272.18,High
CUST00706,129.0,4,605.83,151.46,5,281.0,2,0,0,1.0,0,,7,0.0,0.0,0,605.83,Medium
CUST00707,732.0,5,484.32,96.86,15,624.0,5,0,2,6.5,1,,3,0.333,0.0,0,484.32,High
CUST00708,70.0,9,1239.1,137.68,15,13.0,3,4,0,7.5,0,,5,0.2,1.0,0,1239.1,Low
CUST00709,1400.0,0,0.0,0.0,5,799.0,3,0,0,1.5,0,,0,0.0,0.0,0,0.0,High
CUST00710,463.0,3,705.06,235.02,5,137.0,2,1,1,4.5,1,2.0,0,0.0,0.0,0,705.06,High
CUST00711,262.0,8,2734.05,341.76,15,208.0,4,3,1,8.5,0,,2,0.0,0.0,0,2734.05,High
CUST00712,554.0,1,148.41,148.41,5,555.0,3,0,1,3.5,1,4.0,3,0.667,0.0,0,148.41,High
CUST00713,1231.0,11,1010.59,91.87,15,1166.0,5,2,1,7.5,2,4.5,2,0.0,0.0,0,1010.59,High
CUST00714,1503.0,4,312.34,78.08,10,1372.0,3,0,3,7.5,1,,3,0.333,0.0,0,312.34,High
CUST00715,798.0,0,0.0,0.0,5,334.0,1,0,0,0.5,0,,5,0.2,0.0,0,0.0,High
CUST00716,322.0,6,721.99,120.33,15,157.0,5,4,2,12.5,0,,4,0.5,0.0,0,721.99,Medium
CUST00717,587.0,3,354.58,118.19,10,588.0,6,0,0,3.0,1,,3,0.0,0.0,0,354.58,High
CUST00718,608.0,7,650.65,92.95,30,648.0,7,1,3,11.0,0,,3,0.333,0.0,0,650.65,Medium
CUST00719,395.0,5,1217.13,243.43,5,363.0,2,0,0,1.0,0,,3,0.0,0.0,0,1217.13,High
CUST00720,1089.0,6,2428.15,404.69,5,1130.0,1,0,0,0.5,0,,2,1.0,1.0,0,2428.15,High
CUST00721,141.0,2,347.82,173.91,5,132.0,2,0,0,1.0,0,,2,1.0,0.0,0,347.82,Medium
CUST00722,55.0,12,2488.93,207.41,10,72.0,1,0,1,2.5,0,,4,0.0,0.0,0,2488.93,Low
CUST00723,1097.0,10,3036.89,303.69,10,1160.0,4,1,2,7.5,1,3.0,0,0.0,0.0,0,3036.89,High
CUST00724,36.0,6,593.86,98.98,10,136.0,6,1,0,4.5,0,,6,0.333,0.0,0,593.86,Low
CUST00725,475.0,12,2923.08,243.59,10,373.0,1,0,0,0.5,0,,3,0.0,0.0,0,2923.08,High
CUST00726,826.0,5,3582.51,716.5,25,781.0,8,2,5,17.0,0,,6,0.333,0.0,0,3582.51,Medium
CUST00727,690.0,3,537.1,179.03,5,686.0,1,1,0,2.0,3,4.0,2,0.5,0.0,0,537.1,High
CUST00728,538.0,3,593.62,197.87,10,278.0,3,1,2,7.0,0,,6,0.4,0.5,0,593.62,High
CUST00729,12.0,4,196.93,49.23,5,50.0,0,0,0,0.0,0,,3,0.0,0.0,0,196.93,Low
CUST00730,1006.0,8,721.95,90.24,25,895.0,7,1,4,13.0,0,,7,0.429,0.0,0,721.95,Medium
CUST00731,490.0,1,80.3,80.3,25,194.0,10,4,2,15.0,2,4.0,4,0.0,0.0,0,80.3,Medium
CUST00732,293.0,12,1580.21,131.68,5,309.0,2,2,0,4.0,2,4.5,0,0.0,0.0,0,1580.21,High
CUST00733,343.0,10,1538.18,153.82,20,342.0,12,0,0,6.0,0,,3,0.667,0.0,0,1538.18,High
CUST00734,309.0,9,4857.08,539.68,25,240.0,3,1,4,11.0,1,4.0,3,0.333,1.0,0,4857.08,Medium
CUST00735,298.0,1,68.17,68.17,10,109.0,3,1,0,3.0,0,,6,0.333,0.0,0,68.17,High
CUST00736,50.0,8,919.92,114.99,10,34.0,4,0,0,2.0,0,,3,0.667,0.0,0,919.92,Low
CUST00737,79.0,7,3882.17,554.6,25,40.0,14,2,2,14.0,5,,6,0.4,0.0,0,3882.17,Low
CUST00738,516.0,0,0.0,0.0,10,51.0,4,1,0,3.5,0,,2,0.0,0.0,0,0.0,High
CUST00739,220.0,5,823.2,164.64,25,175.0,8,2,4,15.0,0,,2,0.5,0.0,0,823.2,Medium
CUST00740,1471.0,3,545.93,181.98,5,1395.0,1,1,0,2.0,0,,5,0.25,0.0,0,545.93,High
CUST00741,178.0,7,816.41,116.63,20,70.0,9,1,3,12.0,0,,6,0.2,0.0,0,816.41,Medium
CUST00742,1007.0,5,1277.16,255.43,20,899.0,8,2,0,7.0,3,3.5,6,0.333,0.0,0,1277.16,High
CUST00743,59.0,1,174.45,174.45,10,13.0,4,1,1,5.5,0,,4,0.0,0.0,0,174.45,Low
CUST00744,1439.0,1,1355.21,1355.21,25,1049.0,13,2,3,15.5,2,3.0,7,0.0,0.0,0,1355.21,Medium
CUST00745,544.0,2,685.09,342.54,30,134.0,12,5,2,17.5,2,3.0,2,0.0,0.0,0,685.09,Medium
CUST00746,1262.0,8,2299.8,287.47,20,1167.0,6,0,3,9.0,0,,3,0.0,0.0,0,2299.8,High
CUST00747,1477.0,4,708.04,177.01,10,1173.0,3,0,1,3.5,0,,3,0.333,0.0,0,708.04,High
CUST00748,484.0,0,0.0,0.0,20,82.0,7,1,3,11.0,1,4.0,6,0.333,0.0,0,0.0,Medium
CUST00749,1131.0,5,1504.42,300.88,10,1074.0,1,0,4,8.5,2,4.0,5,0.2,1.0,0,1504.42,High
CUST00750,1002.0,0,0.0,0.0,30,287.0,14,1,6,20.5,0,,4,0.0,0.0,0,0.0,Low
CUST00751,382.0,2,207.14,103.57,10,157.0,4,0,1,4.0,0,,6,0.333,0.0,0,207.14,High
CUST00752,366.0,0,0.0,0.0,25,9.0,4,2,6,17.0,1,,6,0.167,0.0,0,0.0,Medium
CUST00753,578.0,5,633.95,126.79,25,607.0,8,4,1,12.0,0,,3,0.0,0.0,0,633.95,Medium
CUST00754,1635.0,0,0.0,0.0,10,1103.0,5,0,3,8.5,0,,3,0.0,0.0,0,0.0,High
CUST00755,1043.0,1,64.47,64.47,5,916.0,1,0,1,2.5,0,,2,0.0,0.0,0,64.47,High
CUST00756,897.0,2,1050.48,525.24,25,420.0,12,2,1,11.0,0,,3,0.0,0.0,0,1050.48,Medium
CUST00757,107.0,2,699.38,349.69,5,107.0,2,0,0,1.0,1,2.0,3,0.0,0.0,0,699.38,Medium
CUST00758,818.0,8,3622.96,452.87,10,610.0,1,1,1,4.0,0,,3,0.333,0.0,0,3622.96,High
CUST00759,152.0,7,786.19,112.31,5,18.0,2,0,1,3.0,1,4.0,0,0.0,0.0,0,786.19,Medium
CUST00760,940.0,2,228.86,114.43,20,929.0,3,5,1,11.0,0,,6,0.333,0.5,0,228.86,Medium
CUST00761,507.0,8,720.84,90.1,5,465.0,3,0,0,1.5,0,,2,0.5,0.0,0,720.84,High
CUST00762,1742.0,0,0.0,0.0,5,1096.0,0,0,3,6.0,1,5.0,2,0.5,0.0,0,0.0,High
CUST00763,677.0,0,0.0,0.0,10,171.0,5,0,0,2.5,0,,2,0.5,0.0,0,0.0,High
CUST00764,124.0,5,304.7,60.94,10,143.0,0,1,4,9.5,0,,4,0.0,0.0,0,304.7,Medium
CUST00765,495.0,2,1310.64,655.32,10,389.0,1,1,1,4.0,0,,4,0.0,0.0,0,1310.64,High
CUST00766,1059.0,3,461.43,153.81,10,1042.0,5,1,1,6.0,0,,7,0.286,0.0,0,461.43,High
CUST00767,305.0,2,98.69,49.34,25,103.0,7,2,3,12.5,1,3.0,2,0.0,0.0,0,98.69,Medium
CUST00768,38.0,6,949.76,158.29,5,101.0,1,1,0,2.0,2,3.5,6,0.0,0.0,0,949.76,Low
CUST00769,497.0,5,1847.11,369.42,15,332.0,5,1,0,4.0,1,,2,0.0,0.0,0,1847.11,High
CUST00770,1187.0,7,3003.35,429.05,25,1182.0,7,1,1,7.0,0,,2,0.0,0.0,0,3003.35,High
CUST00771,843.0,15,1980.16,132.01,10,830.0,5,0,2,6.5,1,3.0,4,0.5,0.0,0,1980.16,High
CUST00772,927.0,1,25.13,25.13,10,740.0,3,0,0,1.5,0,,3,0.0,0.0,0,25.13,High
CUST00773,1203.0,1,176.01,176.01,5,1113.0,1,0,1,2.5,0,,4,0.0,0.0,0,176.01,High
CUST00774,674.0,12,1501.96,125.16,5,701.0,3,0,0,1.5,0,,7,0.0,0.0,0,1501.96,High
CUST00775,34.0,9,768.49,85.39,5,16.0,1,1,0,2.0,0,,2,0.5,0.0,0,768.49,Low
CUST00776,1029.0,3,1682.91,560.97,20,868.0,8,4,1,12.0,1,5.0,4,0.0,0.0,0,1682.91,Medium
CUST00777,1221.0,0,0.0,0.0,10,527.0,5,0,2,6.5,3,4.0,3,0.5,0.0,0,0.0,High
CUST00778,23.0,4,1505.85,376.46,5,20.0,1,0,2,4.5,0,,0,0.0,0.0,0,1505.85,Low
CUST00779,400.0,12,2745.09,228.76,20,384.0,5,1,4,12.0,2,4.5,5,0.0,0.0,0,2745.09,Medium
CUST00780,1129.0,9,2503.61,278.18,10,1025.0,3,1,2,7.0,3,3.0,0,0.0,0.0,0,2503.61,High
CUST00781,1301.0,6,623.68,103.95,10,1160.0,4,1,2,7.5,1,5.0,2,0.5,0.0,0,623.68,High
CUST00782,615.0,1,33.43,33.43,15,552.0,6,2,1,8.0,3,3.67,6,0.5,0.333,0,33.43,High
CUST00783,389.0,2,29.24,14.62,15,93.0,8,2,2,11.0,3,3.5,2,0.5,1.0,0,29.24,Medium
CUST00784,1876.0,0,0.0,0.0,10,1176.0,4,2,1,7.0,0,,4,0.0,0.0,0,0.0,High
CUST00785,12.0,6,577.12,96.19,5,178.0,0,1,0,1.5,0,,3,0.0,0.0,0,577.12,Low
CUST00786,973.0,5,1274.25,254.85,15,797.0,5,0,2,6.5,1,3.0,5,0.25,1.0,0,1274.25,High
CUST00787,1259.0,0,0.0,0.0,25,545.0,10,4,4,19.0,0,,2,0.5,0.0,0,0.0,Medium
CUST00788,66.0,6,510.85,85.14,15,72.0,4,5,1,11.5,1,,5,0.2,1.0,0,510.85,Low
CUST00789,1973.0,1,330.25,330.25,10,1311.0,5,1,0,4.0,0,,2,0.0,0.0,0,330.25,High
CUST00790,907.0,1,166.6,166.6,10,856.0,3,0,2,5.5,1,2.0,6,0.0,0.0,0,166.6,High
CUST00791,257.0,6,450.15,75.02,15,184.0,6,1,1,6.5,1,,3,0.667,0.0,0,450.15,High
CUST00792,434.0,0,0.0,0.0,15,18.0,2,1,2,6.5,0,,6,0.5,0.333,0,0.0,High
CUST00793,1382.0,7,1250.54,178.65,10,1361.0,3,0,1,3.5,1,2.0,4,0.5,0.0,0,1250.54,High
CUST00794,928.0,6,1683.58,280.6,15,889.0,7,1,1,7.0,3,5.0,3,0.333,0.0,0,1683.58,High
CUST00795,662.0,4,1353.85,338.46,25,647.0,10,0,4,13.0,0,,3,0.333,0.0,0,1353.85,Medium
CUST00796,751.0,5,599.78,119.96,15,495.0,4,2,2,9.0,0,,2,0.5,0.0,0,599.78,High
CUST00797,211.0,1,266.13,266.13,5,210.0,3,1,0,3.0,2,4.0,0,0.0,0.0,0,266.13,High
CUST00798,122.0,1,1473.53,1473.53,30,51.0,12,3,3,16.5,0,,5,0.2,0.0,0,1473.53,Medium
CUST00799,499.0,3,149.52,49.84,15,162.0,7,0,3,9.5,1,4.0,5,0.5,0.0,0,149.52,High
CUST00800,998.0,9,4322.63,480.29,30,945.0,7,5,2,15.0,0,,6,0.0,0.0,0,4322.63,Medium
CUST00801,1040.0,6,1369.96,228.33,20,1075.0,8,1,2,9.5,3,4.0,7,0.143,0.0,0,1369.96,High
CUST00802,1543.0,3,1144.55,381.52,10,1366.0,5,1,0,4.0,0,,3,0.333,0.0,0,1144.55,High
CUST00803,1344.0,5,650.75,130.15,10,1252.0,5,0,1,4.5,0,,3,0.0,0.0,0,650.75,High
CUST00804,199.0,12,1515.62,126.3,5,193.0,2,0,2,5.0,0,,4,0.0,0.0,0,1515.62,High
CUST00805,1116.0,6,1070.35,178.39,25,1092.0,8,0,4,12.0,0,,6,0.167,0.0,0,1070.35,Medium
CUST00806,1715.0,5,1831.83,366.37,10,1281.0,4,0,1,4.0,0,,3,0.0,0.0,0,1831.83,High
CUST00807,593.0,3,1454.97,484.99,15,71.0,6,2,1,8.0,0,,4,0.5,0.0,0,1454.97,High
CUST00808,16.0,9,2076.75,230.75,20,23.0,9,1,3,12.0,1,,4,0.25,0.0,0,2076.75,Low
CUST00809,191.0,6,3229.4,538.23,5,60.0,1,0,1,2.5,0,,4,0.25,0.0,0,3229.4,High
CUST00810,25.0,3,238.96,79.65,5,176.0,1,0,2,4.5,1,,3,0.333,0.0,0,238.96,Low
CUST00811,139.0,6,834.82,139.14,10,198.0,4,0,0,2.0,0,,3,0.333,1.0,0,834.82,Medium
CUST00812,470.0,11,3009.98,273.63,25,471.0,7,2,6,18.5,0,,4,0.0,0.0,0,3009.98,Medium
CUST00813,922.0,2,160.16,80.08,20,950.0,5,4,1,10.5,0,,5,0.2,0.0,0,160.16,Medium
CUST00814,1076.0,9,2041.25,226.81,5,1104.0,1,2,0,3.5,0,,4,0.25,0.0,0,2041.25,High
CUST00815,1928.0,0,0.0,0.0,10,1209.0,4,1,1,5.5,0,,3,0.0,0.0,0,0.0,High
CUST00816,2062.0,0,0.0,0.0,25,1334.0,10,1,3,12.5,1,2.0,3,0.333,0.0,0,0.0,Medium
CUST00817,529.0,9,822.53,91.39,25,359.0,10,2,3,14.0,1,5.0,3,0.0,0.0,0,822.53,Medium
CUST00818,90.0,10,2844.36,284.44,30,1.0,15,1,3,15.0,1,3.0,5,0.2,0.0,0,2844.36,Low
CUST00819,1024.0,1,29.82,29.82,30,834.0,9,1,4,14.0,0,,2,0.5,0.0,0,29.82,Medium
CUST00820,315.0,1,33.39,33.39,30,27.0,9,4,3,16.5,3,4.0,2,0.0,0.0,0,33.39,Medium
CUST00821,558.0,4,504.11,126.03,20,511.0,6,2,2,10.0,0,,3,0.0,0.0,0,504.11,Medium
CUST00822,139.0,8,2967.52,370.94,15,89.0,5,1,0,4.0,0,,6,0.0,0.0,0,2967.52,Medium
CUST00823,436.0,5,783.34,156.67,25,322.0,9,3,4,17.0,2,3.5,5,0.0,0.0,0,783.34,Medium
CUST00824,1280.0,0,0.0,0.0,20,580.0,6,0,4,11.0,0,,5,0.25,0.0,0,0.0,Medium
CUST00825,1546.0,10,2264.32,226.43,10,1363.0,4,1,0,3.5,0,,3,0.0,0.0,0,2264.32,High
CUST00826,17.0,2,667.2,333.6,15,32.0,5,0,2,6.5,0,,6,0.0,0.0,0,667.2,Low
CUST00827,10.0,6,525.22,87.54,5,83.0,2,0,2,5.0,2,3.0,0,0.0,0.0,0,525.22,Low
CUST00828,1116.0,3,70.84,23.61,5,737.0,1,1,0,2.0,1,,5,0.0,0.0,0,70.84,High
CUST00829,1164.0,1,69.68,69.68,15,951.0,4,1,2,7.5,0,,5,0.4,0.0,0,69.68,High
CUST00830,570.0,3,187.75,62.58,5,555.0,3,0,1,3.5,0,,2,0.0,0.0,0,187.75,High
CUST00831,72.0,3,194.2,64.73,15,46.0,5,1,0,4.0,0,,3,0.333,0.0,0,194.2,Low
CUST00832,681.0,12,4518.6,376.55,5,753.0,2,0,0,1.0,1,4.0,2,0.0,0.0,0,4518.6,High
CUST00833,1430.0,9,1385.92,153.99,5,1516.0,1,0,0,0.5,0,,5,0.6,0.667,0,1385.92,High
CUST00834,631.0,0,0.0,0.0,5,-1.0,1,1,2,6.0,0,,0,0.0,0.0,0,0.0,High
CUST00835,383.0,3,146.43,48.81,20,302.0,10,1,1,8.5,0,,4,0.25,0.0,0,146.43,High
CUST00836,1333.0,2,1543.34,771.67,10,1186.0,3,0,3,7.5,0,,4,0.0,0.0,0,1543.34,High
CUST00837,698.0,8,1407.68,175.96,5,704.0,3,0,0,1.5,2,3.5,0,0.0,0.0,0,1407.68,High
CUST00838,1445.0,0,0.0,0.0,20,731.0,6,1,2,8.5,0,,4,0.25,0.0,0,0.0,High
CUST00839,238.0,1,1502.8,1502.8,10,5.0,2,1,0,2.5,1,3.0,4,0.0,0.0,0,1502.8,High
CUST00840,995.0,12,1538.8,128.23,15,994.0,8,0,2,8.0,1,4.0,3,0.0,0.0,0,1538.8,High
CUST00841,1243.0,3,186.18,62.06,20,1208.0,12,0,3,12.0,0,,6,0.167,0.0,0,186.18,Medium
CUST00842,1042.0,0,0.0,0.0,25,317.0,9,1,6,18.0,1,2.0,4,0.25,0.0,0,0.0,Medium
CUST00843,1499.0,2,223.19,111.6,10,1368.0,3,0,1,3.5,0,,6,0.5,0.333,0,223.19,High
CUST00844,1343.0,7,1253.07,179.01,5,1295.0,4,0,0,2.0,0,,0,0.0,0.0,0,1253.07,High
CUST00845,30.0,3,1234.03,411.34,5,17.0,2,0,1,3.0,1,2.0,3,0.0,0.0,0,1234.03,Low
CUST00846,97.0,2,364.27,182.14,10,19.0,2,1,0,2.5,0,,5,0.2,0.0,0,364.27,Medium
CUST00847,56.0,5,386.44,77.29,15,9.0,4,3,2,10.5,0,,2,0.5,0.0,0,386.44,Low
CUST00848,1087.0,1,57.37,57.37,15,854.0,4,1,4,11.5,0,,5,0.0,0.0,0,57.37,Medium
CUST00849,1108.0,12,2251.17,187.6,10,972.0,3,1,2,7.0,0,,5,0.4,0.5,0,2251.17,High
CUST00850,740.0,9,1590.51,176.72,5,721.0,2,0,0,1.0,1,3.0,6,0.0,0.0,0,1590.51,High
CUST00851,65.0,1,238.79,238.79,25,-1.0,6,3,4,15.5,2,4.5,3,0.0,0.0,0,238.79,Low
CUST00852,711.0,0,0.0,0.0,20,53.0,4,2,2,9.0,1,5.0,4,0.0,0.0,0,0.0,High
CUST00853,299.0,2,435.29,217.64,15,179.0,4,2,0,5.0,2,2.0,2,0.0,0.0,0,435.29,High
CUST00854,1395.0,4,525.07,131.27,5,1281.0,2,1,0,2.5,1,3.0,3,0.0,0.0,0,525.07,High
CUST00855,1228.0,12,2933.26,244.44,5,1277.0,2,1,1,4.5,1,,0,0.0,0.0,0,2933.26,High
CUST00856,1837.0,2,53.61,26.8,10,1339.0,2,1,1,4.5,3,2.33,2,0.5,0.0,0,53.61,High
CUST00857,129.0,6,1612.56,268.76,25,7.0,9,3,2,13.0,0,,4,0.25,1.0,0,1612.56,Medium
CUST00858,1181.0,1,75.35,75.35,15,1076.0,5,1,1,6.0,0,,3,1.0,0.0,0,75.35,High
CUST00859,700.0,9,919.79,102.2,15,712.0,9,0,2,8.5,2,3.0,4,0.75,0.0,0,919.79,High
CUST00860,1199.0,2,141.88,70.94,15,755.0,5,0,1,4.5,0,,6,0.167,0.0,0,141.88,High
CUST00861,1238.0,6,682.6,113.77,5,1293.0,3,0,0,1.5,1,4.0,4,0.0,0.0,0,682.6,High
CUST00862,1264.0,2,579.4,289.7,20,802.0,5,2,4,13.5,0,,2,0.5,0.0,0,579.4,Medium
CUST00863,1243.0,4,935.33,233.83,20,906.0,8,2,0,7.0,0,,2,0.5,0.0,0,935.33,High
CUST00864,816.0,0,0.0,0.0,5,329.0,2,0,0,1.0,0,,7,0.143,0.0,0,0.0,High
CUST00865,1004.0,10,1085.22,108.52,10,1004.0,2,1,0,2.5,1,,2,1.0,0.0,0,1085.22,High
CUST00866,1147.0,6,955.54,159.26,5,889.0,2,2,0,4.0,3,3.5,3,0.0,0.0,0,955.54,High
CUST00867,16.0,6,1353.35,225.56,25,4.0,5,1,5,14.0,2,3.5,3,0.0,0.0,0,1353.35,Low
CUST00868,1365.0,4,502.3,125.57,20,1319.0,9,0,1,6.5,0,,3,0.667,0.0,0,502.3,High
CUST00869,167.0,20,3237.63,161.88,5,275.0,1,0,1,2.5,0,,5,0.75,0.333,0,3237.63,Medium
CUST00870,354.0,4,550.32,137.58,15,318.0,5,1,0,4.0,2,4.0,3,0.5,0.0,0,550.32,High
CUST00871,1350.0,5,671.39,134.28,10,1278.0,2,1,1,4.5,5,4.67,2,0.5,0.0,0,671.39,High
CUST00872,401.0,3,581.97,193.99,5,443.0,1,0,1,2.5,0,,5,0.2,0.0,0,581.97,High
CUST00873,1442.0,10,991.79,99.18,15,1408.0,4,2,2,9.0,1,3.0,2,1.0,0.0,0,991.79,High
CUST00874,23.0,3,418.75,139.58,10,29.0,6,1,0,4.5,1,4.0,5,0.0,0.0,0,418.75,Low
CUST00875,1115.0,0,0.0,0.0,5,470.0,2,0,1,3.0,0,,2,0.0,0.0,0,0.0,High
CUST00876,886.0,5,1508.48,301.7,20,904.0,10,2,2,12.0,0,,5,0.0,0.0,0,1508.48,Medium
CUST00877,349.0,2,272.96,136.48,10,70.0,2,2,0,4.0,0,,2,0.5,0.0,0,272.96,High
CUST00878,613.0,0,0.0,0.0,5,53.0,2,0,1,3.0,0,,4,0.333,0.0,0,0.0,High
CUST00879,700.0,9,1028.45,114.27,15,560.0,3,1,2,7.0,0,,5,0.2,0.0,0,1028.45,High
CUST00880,222.0,3,300.77,100.26,20,60.0,6,0,2,7.0,0,,5,0.0,0.0,0,300.77,High
CUST00881,706.0,2,39.56,19.78,25,765.0,7,2,3,12.5,0,,2,0.0,0.0,0,39.56,Medium
CUST00882,854.0,0,0.0,0.0,15,159.0,4,1,3,9.5,1,,5,0.2,0.0,0,0.0,High
CUST00883,1316.0,0,0.0,0.0,5,628.0,2,0,0,1.0,2,3.5,3,0.0,0.0,0,0.0,High
CUST00884,807.0,10,1213.29,121.33,5,961.0,1,0,0,0.5,0,,3,0.333,1.0,0,1213.29,High
CUST00885,286.0,4,501.07,125.27,5,204.0,1,1,2,6.0,0,,0,0.0,0.0,0,501.07,High
CUST00886,1603.0,4,589.41,147.35,25,1332.0,9,3,2,13.0,2,3.5,5,0.5,0.0,0,589.41,Medium
CUST00887,854.0,8,3933.11,491.64,5,845.0,2,1,0,2.5,0,,0,0.0,0.0,0,3933.11,High
CUST00888,830.0,9,1762.14,195.79,10,816.0,4,0,1,4.0,2,5.0,5,0.4,0.0,0,1762.14,High
CUST00889,249.0,2,109.58,54.79,10,266.0,3,1,1,5.0,0,,4,0.0,0.0,0,109.58,High
CUST00890,1508.0,1,757.76,757.76,20,1188.0,9,2,0,7.5,2,1.0,5,0.0,0.0,0,757.76,High
CUST00891,1737.0,2,86.27,43.14,15,1270.0,4,2,2,9.0,0,,3,0.667,1.0,0,86.27,High
CUST00892,1723.0,0,0.0,0.0,25,1087.0,6,2,6,18.0,0,,3,0.333,0.0,0,0.0,Medium
CUST00893,1375.0,0,0.0,0.0,15,861.0,6,3,2,11.5,0,,6,0.167,0.0,0,0.0,Medium
CUST00894,888.0,3,429.15,143.05,5,802.0,1,0,0,0.5,3,4.0,2,0.0,0.0,0,429.15,High
CUST00895,1408.0,7,838.2,119.74,10,1328.0,5,0,1,4.5,2,3.5,5,0.2,0.0,0,838.2,High
CUST00896,1.0,3,286.13,95.38,25,16.0,8,2,2,11.0,0,,2,0.0,0.0,0,286.13,Low
CUST00897,1188.0,2,34.76,17.38,15,1112.0,5,3,2,11.0,0,,5,0.4,0.5,0,34.76,Medium
CUST00898,8.0,1,3967.01,3967.01,10,11.0,1,3,0,5.0,0,,5,0.4,0.0,0,3967.01,Low
CUST00899,140.0,10,2305.63,230.56,5,119.0,2,0,1,3.0,1,5.0,5,0.0,0.0,0,2305.63,Medium
CUST00900,695.0,5,2362.33,472.47,10,616.0,1,2,1,5.5,4,3.25,5,0.4,0.0,0,2362.33,High
CUST00901,663.0,12,3028.61,252.38,15,652.0,6,0,2,7.0,0,,3,0.667,0.0,0,3028.61,High
CUST00902,12.0,20,3269.08,163.45,10,89.0,1,2,0,3.5,0,,3,0.0,0.0,0,3269.08,Low
CUST00903,1102.0,9,1738.5,193.17,15,1229.0,4,2,0,5.0,2,5.0,5,0.0,0.0,0,1738.5,High
CUST00904,1315.0,0,0.0,0.0,25,589.0,13,1,2,12.0,1,4.0,4,0.5,0.0,0,0.0,Medium
CUST00905,532.0,5,665.72,133.14,20,541.0,9,0,1,6.5,0,,2,0.0,0.0,0,665.72,High
CUST00906,5.0,12,1402.65,116.89,20,2.0,12,1,1,9.5,1,4.0,3,0.0,0.0,0,1402.65,Low
CUST00907,1013.0,7,1876.85,268.12,10,1118.0,4,1,0,3.5,0,,7,0.0,0.0,0,1876.85,High
CUST00908,1091.0,4,1176.61,294.15,25,1026.0,8,4,2,14.0,3,3.0,2,0.5,0.0,0,1176.61,Medium
CUST00909,197.0,7,3077.37,439.62,10,169.0,2,2,0,4.0,0,,6,0.333,0.5,0,3077.37,High
CUST00910,838.0,3,120.65,40.22,25,278.0,9,4,2,14.5,0,,7,0.333,0.0,0,120.65,Medium
CUST00911,55.0,11,2496.49,226.95,25,3.0,8,2,3,13.0,0,,5,0.2,0.0,0,2496.49,Low
CUST00912,1953.0,0,0.0,0.0,30,1257.0,11,2,2,12.5,0,,4,0.25,0.0,0,0.0,Medium
CUST00913,783.0,0,0.0,0.0,10,399.0,4,1,0,3.5,0,,2,0.0,0.0,0,0.0,High
CUST00914,1203.0,6,998.91,166.48,10,859.0,2,4,1,9.0,1,3.0,4,0.25,0.0,0,998.91,High
CUST00915,609.0,0,0.0,0.0,10,32.0,3,0,1,3.5,0,,7,0.286,0.5,0,0.0,High
CUST00916,645.0,1,311.93,311.93,15,32.0,5,1,2,8.0,1,1.0,6,0.167,0.0,0,311.93,High
CUST00917,473.0,2,437.2,218.6,25,410.0,6,3,1,9.5,0,,4,0.5,0.0,0,437.2,High
CUST00918,389.0,1,125.64,125.64,15,14.0,5,1,0,4.0,0,,3,0.333,0.0,0,125.64,High
CUST00919,1341.0,20,2276.61,113.83,10,1355.0,4,1,4,11.5,2,5.0,2,0.5,0.0,0,2276.61,Medium
CUST00920,803.0,1,85.46,85.46,5,413.0,1,0,0,0.5,1,4.0,3,0.0,0.0,0,85.46,High
CUST00921,968.0,8,4881.53,610.19,10,951.0,3,0,0,1.5,2,4.0,6,0.0,0.0,0,4881.53,High
CUST00922,1272.0,7,1288.16,184.02,25,1182.0,11,0,4,13.5,0,,6,0.333,0.0,0,1288.16,Medium
CUST00923,684.0,5,940.89,188.18,5,887.0,0,1,1,3.5,0,,3,0.333,0.0,0,940.89,High
CUST00924,1389.0,1,195.45,195.45,15,867.0,2,1,1,4.5,0,,6,0.167,1.0,0,195.45,High
CUST00925,176.0,1,462.91,462.91,10,11.0,2,1,0,2.5,0,,4,0.333,0.0,0,462.91,Medium
CUST00926,346.0,4,888.43,222.11,5,398.0,1,0,1,2.5,0,,3,0.0,0.0,0,888.43,High
CUST00927,1411.0,0,0.0,0.0,5,856.0,1,1,1,4.0,4,4.67,4,0.75,0.0,0,0.0,High
CUST00928,30.0,2,294.41,147.21,5,141.0,0,0,2,4.0,0,,2,0.0,0.0,0,294.41,Low
CUST00929,915.0,5,428.21,85.64,10,1004.0,4,0,2,6.0,1,,2,0.5,0.0,0,428.21,High
CUST00930,340.0,10,2437.75,243.78,25,218.0,13,2,3,15.5,0,,3,0.333,0.0,0,2437.75,Medium
CUST00931,825.0,8,1104.18,138.02,10,833.0,3,0,2,5.5,5,3.5,6,0.167,0.0,0,1104.18,High
CUST00932,1379.0,6,484.14,80.69,10,1246.0,1,2,1,5.5,0,,4,0.5,0.0,0,484.14,High
CUST00933,1312.0,0,0.0,0.0,10,613.0,1,0,1,2.5,0,,4,0.5,0.0,0,0.0,High
CUST00934,685.0,0,0.0,0.0,10,10.0,4,0,3,8.0,1,2.0,6,0.667,0.25,0,0.0,High
