transaction_id,customer_id,transaction_date,product_id,product_category,product_name,quantity,unit_price,total_amount,payment_method,order_status
TXN006187,CUST01233,17-07-2023,PROD_018,Health & Wellness,Fitness Tracker,1,43.12,43.12,PayPal,Completed
TXN006188,CUST01234,16-09-2022,PROD_017,Books,Fiction Novel,1,35.82,35.82,Credit Card,Completed
TXN006189,CUST01234,08-06-2022,PROD_046,Books,Textbook,1,37.19,37.19,Digital Wallet,Completed
TXN006190,CUST01234,24-01-2022,PROD_033,Books,Self-Help Book,1,29.97,29.97,Digital Wallet,Completed
TXN006191,CUST01234,26-11-2021,PROD_053,Sports & Outdoors,Yoga Mat,1,459.31,459.31,Debit Card,Completed
TXN006192,CUST01234,10-12-2022,PROD_046,Books,Textbook,1,44.73,44.73,Credit Card,Completed
TXN006193,CUST01234,30-07-2022,PROD_011,Home & Garden,Cushion,1,131.36,131.36,Credit Card,Completed
TXN006194,CUST01234,26-01-2021,PROD_028,Home & Garden,Plant,1,136.7,136.7,PayPal,Completed
TXN006195,CUST01234,29-04-2022,PROD_017,Books,Fiction Novel,1,47.59,47.59,PayPal,Completed
TXN006196,CUST01235,31-03-2024,PROD_018,Health & Wellness,Fitness Tracker,1,161.58,161.58,Credit Card,Completed
TXN006197,CUST01235,19-11-2022,PROD_021,Clothing,Jeans,1,18.12,18.12,Credit Card,Completed
TXN006198,CUST01235,08-06-2023,PROD_049,Health & Wellness,Vitamins,1,90.31,90.31,Debit Card,Completed
TXN006199,CUST01235,01-12-2022,PROD_019,Electronics,Headphones,1,1382.52,1382.52,Debit Card,Completed
TXN006200,CUST01235,04-04-2023,PROD_036,Clothing,Shorts,1,118.23,118.23,Debit Card,Completed
TXN006201,CUST01235,15-05-2024,PROD_027,Beauty & Personal Care,Perfume,1,83.26,83.26,Debit Card,Completed
TXN006202,CUST01236,19-11-2023,PROD_009,Books,Cookbook,1,15.77,15.77,Credit Card,Completed
TXN006203,CUST01236,12-02-2024,PROD_027,Beauty & Personal Care,Perfume,1,133.83,133.83,Credit Card,Completed
TXN006204,CUST01236,01-01-2024,PROD_046,Books,Textbook,1,18.56,18.56,Credit Card,Completed
TXN006205,CUST01236,18-12-2024,PROD_016,Beauty & Personal Care,Face Cream,1,71.98,71.98,Credit Card,Completed
TXN006206,CUST01236,30-04-2024,PROD_033,Books,Self-Help Book,1,31.16,31.16,PayPal,Completed
TXN006207,CUST01236,28-06-2024,PROD_034,Beauty & Personal Care,Shampoo,1,85.4,85.4,Digital Wallet,Completed
TXN006208,CUST01236,25-09-2024,PROD_025,Health & Wellness,Massage Device,1,122.83,122.83,Credit Card,Completed
TXN006209,CUST01236,24-02-2025,PROD_030,Toys & Games,Puzzle,1,97.72,97.72,Debit Card,Completed
TXN006210,CUST01236,02-12-2024,PROD_040,Food & Beverages,Snacks,1,78.34,78.34,Credit Card,Completed
TXN006211,CUST01236,27-12-2023,PROD_003,Books,Biography,1,10.19,10.19,Credit Card,Completed
TXN006212,CUST01236,11-07-2024,PROD_047,Home & Garden,Vase,1,170.53,170.53,Digital Wallet,Completed
TXN006213,CUST01236,26-07-2025,PROD_021,Clothing,Jeans,1,169.76,169.76,Credit Card,Completed
TXN006214,CUST01237,19-08-2022,PROD_033,Books,Self-Help Book,3,44.24,132.73,Debit Card,Completed
TXN006215,CUST01238,09-08-2022,PROD_045,Food & Beverages,Tea,1,70.09,70.09,Debit Card,Completed
TXN006216,CUST01238,09-06-2022,PROD_029,Health & Wellness,Protein Powder,1,113.55,113.55,Debit Card,Completed
TXN006217,CUST01238,13-06-2022,PROD_045,Food & Beverages,Tea,1,90.1,90.1,Credit Card,Completed
TXN006218,CUST01238,18-10-2022,PROD_017,Books,Fiction Novel,1,48.3,48.3,PayPal,Completed
TXN006219,CUST01238,28-11-2021,PROD_017,Books,Fiction Novel,1,45.34,45.34,Digital Wallet,Completed
TXN006220,CUST01238,12-10-2022,PROD_018,Health & Wellness,Fitness Tracker,1,53.73,53.73,PayPal,Completed
TXN006221,CUST01239,07-07-2023,PROD_001,Toys & Games,Action Figure,1,28.59,28.59,Credit Card,Completed
TXN006222,CUST01240,31-12-2024,PROD_046,Books,Textbook,1,40.38,40.38,Credit Card,Completed
TXN006223,CUST01240,20-03-2025,PROD_030,Toys & Games,Puzzle,1,68.31,68.31,Debit Card,Completed
TXN006224,CUST01240,21-08-2025,PROD_022,Home & Garden,Lamp,1,160.24,160.24,Debit Card,Completed
TXN006225,CUST01240,10-09-2025,PROD_021,Clothing,Jeans,2,19.29,38.59,PayPal,Completed
TXN006226,CUST01241,03-03-2025,PROD_040,Food & Beverages,Snacks,1,32.12,32.12,Debit Card,Completed
TXN006227,CUST01241,29-11-2024,PROD_043,Clothing,T-Shirt,1,163.79,163.79,Debit Card,Returned
TXN006228,CUST01241,26-08-2025,PROD_002,Sports & Outdoors,Bicycle,1,310.59,310.59,Credit Card,Completed
TXN006229,CUST01241,30-06-2025,PROD_033,Books,Self-Help Book,1,45.73,45.73,PayPal,Completed
TXN006230,CUST01241,31-08-2024,PROD_024,Beauty & Personal Care,Makeup Kit,1,36.53,36.53,Credit Card,Completed
TXN006231,CUST01241,09-10-2025,PROD_006,Electronics,Camera,1,149.38,149.38,Debit Card,Completed
TXN006232,CUST01241,11-04-2025,PROD_017,Books,Fiction Novel,2,42.56,85.13,Credit Card,Returned
TXN006233,CUST01241,23-05-2024,PROD_048,Toys & Games,Video Game,1,34.17,34.17,Credit Card,Completed
TXN006234,CUST01241,06-03-2025,PROD_040,Food & Beverages,Snacks,1,63.36,63.36,Debit Card,Completed
TXN006235,CUST01242,27-06-2024,PROD_043,Clothing,T-Shirt,1,121.18,121.18,Credit Card,Completed
TXN006236,CUST01242,23-02-2023,PROD_043,Clothing,T-Shirt,2,116.31,232.62,PayPal,Completed
TXN006237,CUST01242,04-04-2024,PROD_038,Electronics,Smartphone,1,993.61,993.61,Digital Wallet,Completed
TXN006238,CUST01243,20-03-2025,PROD_015,Health & Wellness,Essential Oils,1,100.38,100.38,PayPal,Completed
TXN006239,CUST01244,13-03-2025,PROD_034,Beauty & Personal Care,Shampoo,1,61.03,61.03,Credit Card,Completed
TXN006240,CUST01244,14-05-2025,PROD_001,Toys & Games,Action Figure,1,27.42,27.42,PayPal,Completed
TXN006241,CUST01244,25-06-2024,PROD_008,Food & Beverages,Coffee,1,19.82,19.82,Credit Card,Completed
TXN006242,CUST01244,11-03-2025,PROD_030,Toys & Games,Puzzle,1,14.96,14.96,Digital Wallet,Completed
TXN006243,CUST01245,08-08-2024,PROD_046,Books,Textbook,1,16.24,16.24,Digital Wallet,Completed
TXN006244,CUST01246,26-07-2025,PROD_046,Books,Textbook,1,26.74,26.74,Debit Card,Completed
TXN006245,CUST01246,15-08-2025,PROD_051,Sports & Outdoors,Water Bottle,1,412.84,412.84,PayPal,Completed
TXN006246,CUST01246,10-12-2024,PROD_052,Food & Beverages,Wine,1,76.44,76.44,Digital Wallet,Completed
TXN006247,CUST01246,16-06-2024,PROD_044,Electronics,Tablet,1,1261.73,1261.73,Debit Card,Completed
TXN006248,CUST01247,23-12-2021,PROD_040,Food & Beverages,Snacks,1,55.2,55.2,PayPal,Completed
TXN006249,CUST01247,09-06-2022,PROD_002,Sports & Outdoors,Bicycle,1,92.17,92.17,Credit Card,Completed
TXN006250,CUST01247,21-04-2022,PROD_040,Food & Beverages,Snacks,3,87.84,263.51,Digital Wallet,Completed
TXN006251,CUST01247,19-01-2023,PROD_026,Food & Beverages,Organic Food Box,1,7.1,7.1,Credit Card,Completed
TXN006252,CUST01247,12-01-2022,PROD_029,Health & Wellness,Protein Powder,1,20.15,20.15,Credit Card,Returned
TXN006253,CUST01247,29-07-2022,PROD_016,Beauty & Personal Care,Face Cream,1,17.13,17.13,PayPal,Completed
TXN006254,CUST01247,14-01-2022,PROD_014,Toys & Games,Educational Toy,1,27.77,27.77,Debit Card,Completed
TXN006255,CUST01247,08-05-2023,PROD_024,Beauty & Personal Care,Makeup Kit,1,113.28,113.28,Credit Card,Completed
TXN006256,CUST01247,10-12-2022,PROD_033,Books,Self-Help Book,1,22.39,22.39,Debit Card,Completed
TXN006257,CUST01247,13-04-2023,PROD_027,Beauty & Personal Care,Perfume,1,135.25,135.25,Credit Card,Completed
TXN006258,CUST01247,01-06-2022,PROD_013,Sports & Outdoors,Dumbbells,1,128.55,128.55,Debit Card,Completed
TXN006259,CUST01247,08-10-2021,PROD_017,Books,Fiction Novel,1,26.69,26.69,Debit Card,Completed
TXN006260,CUST01248,23-08-2024,PROD_041,Electronics,Speaker,1,781.74,781.74,PayPal,Completed
TXN006261,CUST01248,30-03-2024,PROD_049,Health & Wellness,Vitamins,1,168.19,168.19,PayPal,Completed
TXN006262,CUST01249,08-06-2021,PROD_004,Toys & Games,Board Game,1,82.77,82.77,Credit Card,Completed
TXN006263,CUST01251,05-10-2024,PROD_008,Food & Beverages,Coffee,1,22.72,22.72,PayPal,Completed
TXN006264,CUST01251,03-05-2025,PROD_053,Sports & Outdoors,Yoga Mat,1,421.01,421.01,PayPal,Completed
TXN006265,CUST01251,22-07-2024,PROD_020,Clothing,Jacket,1,136.88,136.88,PayPal,Completed
TXN006266,CUST01251,05-12-2024,PROD_032,Sports & Outdoors,Running Shoes,1,39.5,39.5,Credit Card,Completed
TXN006267,CUST01252,01-10-2020,PROD_026,Food & Beverages,Organic Food Box,1,79.85,79.85,Digital Wallet,Completed
TXN006268,CUST01252,01-06-2021,PROD_052,Food & Beverages,Wine,1,82.07,82.07,Credit Card,Completed
TXN006269,CUST01252,29-07-2021,PROD_017,Books,Fiction Novel,1,40.92,40.92,PayPal,Completed
TXN006270,CUST01253,24-10-2024,PROD_018,Health & Wellness,Fitness Tracker,1,106.07,106.07,Digital Wallet,Completed
TXN006271,CUST01253,24-12-2023,PROD_005,Books,Business Book,1,43.62,43.62,PayPal,Returned
TXN006272,CUST01253,12-04-2024,PROD_011,Home & Garden,Cushion,1,186.08,186.08,Debit Card,Completed
TXN006273,CUST01253,03-01-2025,PROD_040,Food & Beverages,Snacks,2,94.59,189.19,Credit Card,Completed
TXN006274,CUST01253,12-11-2023,PROD_008,Food & Beverages,Coffee,1,7.01,7.01,Credit Card,Completed
TXN006275,CUST01253,11-07-2024,PROD_001,Toys & Games,Action Figure,1,62.1,62.1,Debit Card,Completed
TXN006276,CUST01254,05-10-2023,PROD_033,Books,Self-Help Book,1,32.45,32.45,PayPal,Completed
TXN006277,CUST01254,20-07-2023,PROD_032,Sports & Outdoors,Running Shoes,1,131.99,131.99,Credit Card,Completed
TXN006278,CUST01254,16-01-2023,PROD_003,Books,Biography,1,17.2,17.2,Digital Wallet,Completed
TXN006279,CUST01254,17-12-2023,PROD_044,Electronics,Tablet,1,754.47,754.47,Credit Card,Completed
TXN006280,CUST01254,14-02-2024,PROD_037,Beauty & Personal Care,Skincare Set,1,138.01,138.01,Debit Card,Completed
TXN006281,CUST01255,10-08-2025,PROD_020,Clothing,Jacket,1,174.68,174.68,Debit Card,Returned
TXN006282,CUST01255,16-10-2025,PROD_050,Home & Garden,Wall Art,1,255.72,255.72,Debit Card,Completed
TXN006283,CUST01256,09-03-2021,PROD_023,Electronics,Laptop,1,1356.5,1356.5,Credit Card,Completed
TXN006284,CUST01256,19-06-2021,PROD_008,Food & Beverages,Coffee,1,39.21,39.21,PayPal,Completed
TXN006285,CUST01256,24-11-2021,PROD_023,Electronics,Laptop,1,347.35,347.35,Credit Card,Completed
TXN006286,CUST01256,08-10-2022,PROD_053,Sports & Outdoors,Yoga Mat,1,131,131,PayPal,Completed
TXN006287,CUST01256,28-11-2021,PROD_033,Books,Self-Help Book,1,43.12,43.12,Credit Card,Completed
TXN006288,CUST01256,21-07-2021,PROD_016,Beauty & Personal Care,Face Cream,1,76.44,76.44,Debit Card,Completed
TXN006289,CUST01256,17-09-2022,PROD_010,Home & Garden,Curtains,1,48,48,PayPal,Completed
TXN006290,CUST01257,04-04-2025,PROD_042,Clothing,Sweater,1,135.37,135.37,PayPal,Completed
TXN006291,CUST01257,25-08-2024,PROD_027,Beauty & Personal Care,Perfume,1,71.5,71.5,Credit Card,Completed
TXN006292,CUST01257,21-06-2025,PROD_008,Food & Beverages,Coffee,2,38.15,76.31,Credit Card,Completed
TXN006293,CUST01258,15-01-2024,PROD_025,Health & Wellness,Massage Device,2,137.84,275.68,Debit Card,Completed
TXN006294,CUST01258,19-12-2023,PROD_031,Home & Garden,Rug,1,37.93,37.93,Credit Card,Completed
TXN006295,CUST01258,18-05-2024,PROD_004,Toys & Games,Board Game,1,81.89,81.89,Digital Wallet,Completed
TXN006296,CUST01260,02-07-2022,PROD_035,Clothing,Shoes,1,181.8,181.8,Digital Wallet,Completed
TXN006297,CUST01260,27-05-2022,PROD_034,Beauty & Personal Care,Shampoo,2,83.17,166.35,Credit Card,Completed
TXN006298,CUST01260,09-02-2023,PROD_027,Beauty & Personal Care,Perfume,3,36.6,109.79,Credit Card,Completed
TXN006299,CUST01260,29-12-2022,PROD_045,Food & Beverages,Tea,1,16.42,16.42,Credit Card,Completed
TXN006300,CUST01260,25-01-2023,PROD_020,Clothing,Jacket,1,103.98,103.98,Credit Card,Completed
TXN006301,CUST01260,06-06-2022,PROD_050,Home & Garden,Wall Art,1,268.64,268.64,Digital Wallet,Completed
TXN006302,CUST01260,08-02-2023,PROD_032,Sports & Outdoors,Running Shoes,1,304.67,304.67,Debit Card,Completed
TXN006303,CUST01260,12-10-2022,PROD_016,Beauty & Personal Care,Face Cream,1,103.01,103.01,PayPal,Completed
TXN006304,CUST01261,09-10-2022,PROD_020,Clothing,Jacket,1,29.52,29.52,PayPal,Completed
TXN006305,CUST01261,24-10-2021,PROD_038,Electronics,Smartphone,1,1131.37,1131.37,Debit Card,Completed
TXN006306,CUST01261,03-05-2022,PROD_045,Food & Beverages,Tea,1,83.43,83.43,Credit Card,Completed
TXN006307,CUST01262,23-08-2025,PROD_053,Sports & Outdoors,Yoga Mat,1,498.83,498.83,Debit Card,Completed
TXN006308,CUST01262,03-04-2025,PROD_046,Books,Textbook,1,48.42,48.42,Debit Card,Completed
TXN006309,CUST01262,04-05-2024,PROD_042,Clothing,Sweater,1,65.02,65.02,PayPal,Completed
TXN006310,CUST01262,12-06-2024,PROD_036,Clothing,Shorts,1,187.69,187.69,Credit Card,Completed
TXN006311,CUST01262,27-07-2025,PROD_008,Food & Beverages,Coffee,1,39.17,39.17,Debit Card,Completed
TXN006312,CUST01262,14-09-2025,PROD_043,Clothing,T-Shirt,1,85.08,85.08,Credit Card,Completed
TXN006313,CUST01262,04-04-2025,PROD_002,Sports & Outdoors,Bicycle,1,393.64,393.64,Digital Wallet,Completed
TXN006314,CUST01262,20-09-2024,PROD_020,Clothing,Jacket,1,140.02,140.02,PayPal,Completed
TXN006315,CUST01262,19-04-2025,PROD_049,Health & Wellness,Vitamins,1,155.65,155.65,Credit Card,Completed
TXN006316,CUST01263,02-08-2025,PROD_052,Food & Beverages,Wine,1,23.46,23.46,PayPal,Completed
TXN006317,CUST01263,23-06-2025,PROD_028,Home & Garden,Plant,1,183.4,183.4,Debit Card,Completed
TXN006318,CUST01263,16-03-2025,PROD_019,Electronics,Headphones,2,585.36,1170.73,Debit Card,Completed
TXN006319,CUST01263,30-07-2025,PROD_011,Home & Garden,Cushion,1,165.59,165.59,Credit Card,Completed
TXN006320,CUST01263,20-06-2025,PROD_004,Toys & Games,Board Game,1,60.55,60.55,Debit Card,Completed
TXN006321,CUST01263,10-01-2025,PROD_033,Books,Self-Help Book,1,34.4,34.4,PayPal,Completed
TXN006322,CUST01263,09-12-2024,PROD_026,Food & Beverages,Organic Food Box,1,10.98,10.98,Credit Card,Completed
TXN006323,CUST01263,24-03-2025,PROD_048,Toys & Games,Video Game,1,82.16,82.16,Debit Card,Completed
TXN006324,CUST01264,17-06-2020,PROD_043,Clothing,T-Shirt,1,94.7,94.7,Credit Card,Completed
TXN006325,CUST01264,15-10-2020,PROD_018,Health & Wellness,Fitness Tracker,1,63.7,63.7,Debit Card,Completed
TXN006326,CUST01264,05-09-2020,PROD_007,Sports & Outdoors,Camping Tent,1,72.99,72.99,Credit Card,Completed
TXN006327,CUST01264,26-02-2021,PROD_019,Electronics,Headphones,1,506.91,506.91,Credit Card,Completed
TXN006328,CUST01264,06-09-2021,PROD_007,Sports & Outdoors,Camping Tent,1,160.13,160.13,Credit Card,Completed
TXN006329,CUST01264,09-09-2020,PROD_010,Home & Garden,Curtains,1,107.88,107.88,Credit Card,Completed
TXN006330,CUST01264,06-10-2021,PROD_018,Health & Wellness,Fitness Tracker,1,21.49,21.49,Digital Wallet,Completed
TXN006331,CUST01264,13-01-2022,PROD_027,Beauty & Personal Care,Perfume,1,28.6,28.6,PayPal,Returned
TXN006332,CUST01264,13-03-2020,PROD_024,Beauty & Personal Care,Makeup Kit,1,73.22,73.22,PayPal,Completed
TXN006333,CUST01264,10-11-2021,PROD_048,Toys & Games,Video Game,1,30.97,30.97,Debit Card,Completed
TXN006334,CUST01264,27-11-2020,PROD_030,Toys & Games,Puzzle,1,72.4,72.4,Credit Card,Completed
TXN006335,CUST01264,21-09-2021,PROD_001,Toys & Games,Action Figure,1,38.05,38.05,Debit Card,Completed
TXN006336,CUST01265,19-03-2025,PROD_050,Home & Garden,Wall Art,1,129.38,129.38,Debit Card,Completed
TXN006337,CUST01266,06-09-2021,PROD_008,Food & Beverages,Coffee,1,37.16,37.16,Debit Card,Completed
TXN006338,CUST01267,13-07-2023,PROD_038,Electronics,Smartphone,1,563.26,563.26,Debit Card,Completed
TXN006339,CUST01267,01-08-2023,PROD_023,Electronics,Laptop,1,1251.36,1251.36,Debit Card,Completed
TXN006340,CUST01267,09-03-2023,PROD_052,Food & Beverages,Wine,1,20.13,20.13,PayPal,Completed
TXN006341,CUST01267,13-12-2021,PROD_012,Clothing,Dress,2,41.08,82.15,Credit Card,Completed
TXN006342,CUST01267,27-04-2023,PROD_023,Electronics,Laptop,1,1176.19,1176.19,Debit Card,Completed
TXN006343,CUST01267,21-04-2022,PROD_004,Toys & Games,Board Game,1,31.66,31.66,Debit Card,Completed
TXN006344,CUST01267,07-11-2022,PROD_052,Food & Beverages,Wine,2,63.27,126.54,Digital Wallet,Completed
TXN006345,CUST01267,16-05-2023,PROD_035,Clothing,Shoes,1,81.5,81.5,Digital Wallet,Completed
TXN006346,CUST01267,06-07-2022,PROD_016,Beauty & Personal Care,Face Cream,1,133.18,133.18,PayPal,Completed
TXN006347,CUST01268,16-06-2025,PROD_042,Clothing,Sweater,1,157.53,157.53,Credit Card,Completed
TXN006348,CUST01268,12-11-2024,PROD_023,Electronics,Laptop,1,1423.34,1423.34,Credit Card,Completed
TXN006349,CUST01268,11-09-2024,PROD_004,Toys & Games,Board Game,1,52.83,52.83,Credit Card,Completed
TXN006350,CUST01268,24-03-2024,PROD_039,Electronics,Smartwatch,2,958.61,1917.22,Credit Card,Completed
TXN006351,CUST01268,07-06-2025,PROD_048,Toys & Games,Video Game,1,41.63,41.63,Debit Card,Completed
TXN006352,CUST01268,17-07-2025,PROD_048,Toys & Games,Video Game,1,72.53,72.53,Debit Card,Completed
TXN006353,CUST01268,22-10-2024,PROD_005,Books,Business Book,1,22.11,22.11,Credit Card,Returned
TXN006354,CUST01268,19-08-2024,PROD_001,Toys & Games,Action Figure,1,22.8,22.8,PayPal,Completed
TXN006355,CUST01268,29-09-2023,PROD_012,Clothing,Dress,1,49.17,49.17,PayPal,Completed
TXN006356,CUST01268,15-05-2024,PROD_022,Home & Garden,Lamp,1,284.22,284.22,Debit Card,Completed
TXN006357,CUST01268,16-01-2025,PROD_030,Toys & Games,Puzzle,1,29.24,29.24,Credit Card,Completed
TXN006358,CUST01268,08-01-2024,PROD_030,Toys & Games,Puzzle,1,34.33,34.33,Credit Card,Completed
TXN006359,CUST01268,13-01-2025,PROD_006,Electronics,Camera,1,198.82,198.82,Debit Card,Completed
TXN006360,CUST01268,27-10-2023,PROD_031,Home & Garden,Rug,1,134.27,134.27,Debit Card,Completed
TXN006361,CUST01268,22-09-2023,PROD_037,Beauty & Personal Care,Skincare Set,1,134.24,134.24,Credit Card,Completed
TXN006362,CUST01268,17-03-2024,PROD_050,Home & Garden,Wall Art,1,54.27,54.27,Digital Wallet,Completed
TXN006363,CUST01268,05-11-2023,PROD_001,Toys & Games,Action Figure,1,35.27,35.27,Debit Card,Completed
TXN006364,CUST01268,19-10-2024,PROD_005,Books,Business Book,1,31.79,31.79,Debit Card,Completed
TXN006365,CUST01268,12-08-2025,PROD_027,Beauty & Personal Care,Perfume,1,131.82,131.82,PayPal,Completed
TXN006366,CUST01268,11-10-2023,PROD_008,Food & Beverages,Coffee,1,53.9,53.9,PayPal,Completed
TXN006367,CUST01269,27-02-2023,PROD_012,Clothing,Dress,1,48.88,48.88,Debit Card,Completed
TXN006368,CUST01269,10-12-2023,PROD_040,Food & Beverages,Snacks,1,96.37,96.37,Debit Card,Completed
TXN006369,CUST01269,02-10-2023,PROD_005,Books,Business Book,1,38.11,38.11,PayPal,Completed
TXN006370,CUST01269,01-04-2023,PROD_006,Electronics,Camera,1,1420.75,1420.75,Digital Wallet,Completed
TXN006371,CUST01269,25-11-2023,PROD_001,Toys & Games,Action Figure,1,51.48,51.48,PayPal,Completed
TXN006372,CUST01269,06-08-2024,PROD_013,Sports & Outdoors,Dumbbells,1,389.23,389.23,PayPal,Completed
TXN006373,CUST01269,10-12-2022,PROD_022,Home & Garden,Lamp,1,193.99,193.99,Digital Wallet,Completed
TXN006374,CUST01269,15-09-2022,PROD_025,Health & Wellness,Massage Device,1,35.79,35.79,Credit Card,Completed
TXN006375,CUST01269,09-03-2024,PROD_015,Health & Wellness,Essential Oils,1,159.37,159.37,Debit Card,Completed
TXN006376,CUST01269,18-07-2023,PROD_014,Toys & Games,Educational Toy,1,82.21,82.21,Digital Wallet,Completed
TXN006377,CUST01269,24-06-2023,PROD_039,Electronics,Smartwatch,1,290.73,290.73,Credit Card,Completed
TXN006378,CUST01269,25-04-2024,PROD_051,Sports & Outdoors,Water Bottle,2,477.82,955.63,Debit Card,Returned
TXN006379,CUST01273,23-03-2024,PROD_019,Electronics,Headphones,1,234.29,234.29,Debit Card,Completed
TXN006380,CUST01273,07-03-2024,PROD_052,Food & Beverages,Wine,1,23.49,23.49,Credit Card,Completed
TXN006381,CUST01273,22-07-2023,PROD_031,Home & Garden,Rug,1,126.12,126.12,PayPal,Completed
TXN006382,CUST01273,14-08-2023,PROD_039,Electronics,Smartwatch,2,1089.7,2179.39,PayPal,Completed
TXN006383,CUST01273,18-11-2023,PROD_052,Food & Beverages,Wine,3,86.48,259.45,Debit Card,Completed
TXN006384,CUST01273,13-11-2023,PROD_020,Clothing,Jacket,1,179.42,179.42,Debit Card,Completed
TXN006385,CUST01273,12-10-2023,PROD_053,Sports & Outdoors,Yoga Mat,1,394.04,394.04,PayPal,Completed
TXN006386,CUST01273,16-08-2023,PROD_018,Health & Wellness,Fitness Tracker,3,31.63,94.89,Digital Wallet,Completed
TXN006387,CUST01273,17-01-2023,PROD_021,Clothing,Jeans,1,25.08,25.08,Credit Card,Completed
TXN006388,CUST01273,23-07-2022,PROD_036,Clothing,Shorts,1,86.27,86.27,Credit Card,Completed
TXN006389,CUST01273,19-02-2024,PROD_008,Food & Beverages,Coffee,1,67.78,67.78,Digital Wallet,Completed
TXN006390,CUST01273,30-12-2022,PROD_051,Sports & Outdoors,Water Bottle,1,450.35,450.35,PayPal,Completed
TXN006391,CUST01274,30-12-2021,PROD_020,Clothing,Jacket,1,199.66,199.66,Debit Card,Completed
TXN006392,CUST01274,30-12-2021,PROD_031,Home & Garden,Rug,1,46.54,46.54,Credit Card,Completed
TXN006393,CUST01274,20-07-2021,PROD_035,Clothing,Shoes,1,172.85,172.85,Credit Card,Completed
TXN006394,CUST01274,16-08-2021,PROD_026,Food & Beverages,Organic Food Box,3,92.46,277.39,Debit Card,Completed
TXN006395,CUST01274,22-11-2022,PROD_008,Food & Beverages,Coffee,1,26.15,26.15,Debit Card,Completed
TXN006396,CUST01274,23-12-2020,PROD_041,Electronics,Speaker,1,907.02,907.02,Digital Wallet,Completed
TXN006397,CUST01274,22-06-2021,PROD_003,Books,Biography,1,25.01,25.01,Credit Card,Completed
TXN006398,CUST01274,17-07-2021,PROD_025,Health & Wellness,Massage Device,1,70.97,70.97,Credit Card,Completed
TXN006399,CUST01274,04-06-2022,PROD_041,Electronics,Speaker,1,1007.97,1007.97,Credit Card,Completed
TXN006400,CUST01275,12-10-2024,PROD_025,Health & Wellness,Massage Device,1,121.96,121.96,Credit Card,Completed
TXN006401,CUST01275,07-08-2024,PROD_053,Sports & Outdoors,Yoga Mat,1,373.41,373.41,Credit Card,Completed
TXN006402,CUST01275,16-04-2025,PROD_012,Clothing,Dress,2,22.47,44.93,PayPal,Completed
TXN006403,CUST01275,17-02-2025,PROD_053,Sports & Outdoors,Yoga Mat,1,118.82,118.82,Credit Card,Completed
TXN006404,CUST01275,22-10-2024,PROD_044,Electronics,Tablet,1,770.9,770.9,Credit Card,Completed
TXN006405,CUST01275,12-03-2024,PROD_014,Toys & Games,Educational Toy,1,22.15,22.15,PayPal,Completed
TXN006406,CUST01275,04-10-2024,PROD_001,Toys & Games,Action Figure,1,16.83,16.83,Digital Wallet,Completed
TXN006407,CUST01275,23-03-2024,PROD_050,Home & Garden,Wall Art,2,270.41,540.83,PayPal,Completed
TXN006408,CUST01277,23-10-2022,PROD_035,Clothing,Shoes,1,177.77,177.77,PayPal,Completed
TXN006409,CUST01277,25-06-2023,PROD_052,Food & Beverages,Wine,1,68.27,68.27,Credit Card,Completed
TXN006410,CUST01277,05-03-2023,PROD_021,Clothing,Jeans,1,118.21,118.21,Digital Wallet,Completed
TXN006411,CUST01277,21-11-2023,PROD_032,Sports & Outdoors,Running Shoes,1,449.97,449.97,Debit Card,Completed
TXN006412,CUST01277,15-05-2023,PROD_018,Health & Wellness,Fitness Tracker,1,80.57,80.57,PayPal,Completed
TXN006413,CUST01278,02-03-2025,PROD_010,Home & Garden,Curtains,1,51.06,51.06,PayPal,Completed
TXN006414,CUST01278,21-06-2023,PROD_034,Beauty & Personal Care,Shampoo,1,24.74,24.74,Credit Card,Completed
TXN006415,CUST01278,05-02-2024,PROD_006,Electronics,Camera,1,177.67,177.67,Debit Card,Completed
TXN006416,CUST01278,23-08-2023,PROD_020,Clothing,Jacket,1,145.83,145.83,Debit Card,Completed
TXN006417,CUST01278,17-03-2025,PROD_051,Sports & Outdoors,Water Bottle,1,217.07,217.07,Debit Card,Completed
TXN006418,CUST01278,01-10-2024,PROD_010,Home & Garden,Curtains,1,263.09,263.09,Debit Card,Completed
TXN006419,CUST01278,06-06-2023,PROD_049,Health & Wellness,Vitamins,1,75.97,75.97,Debit Card,Completed
TXN006420,CUST01278,08-01-2025,PROD_038,Electronics,Smartphone,1,1215.42,1215.42,Credit Card,Completed
TXN006421,CUST01278,25-12-2023,PROD_007,Sports & Outdoors,Camping Tent,1,472.24,472.24,Credit Card,Completed
TXN006422,CUST01278,05-07-2024,PROD_023,Electronics,Laptop,1,227.89,227.89,Debit Card,Completed
TXN006423,CUST01278,06-08-2024,PROD_026,Food & Beverages,Organic Food Box,1,32.9,32.9,Debit Card,Completed
TXN006424,CUST01278,07-10-2024,PROD_041,Electronics,Speaker,1,1363.4,1363.4,Debit Card,Completed
TXN006425,CUST01279,06-06-2021,PROD_013,Sports & Outdoors,Dumbbells,1,278.25,278.25,PayPal,Completed
TXN006426,CUST01279,17-10-2022,PROD_040,Food & Beverages,Snacks,1,24.21,24.21,Digital Wallet,Completed
TXN006427,CUST01280,19-04-2022,PROD_053,Sports & Outdoors,Yoga Mat,2,205.6,411.2,PayPal,Completed
