customer_id,nps_score,social_shares,purchase_frequency,customer_tenure_months,email_engagement_score,reviews_written,referral_program_aware,customer_support_contacts,loyalty_program_member,avg_order_value,product_category_diversity,mobile_app_user,community_engagement,referral_likelihood_score,did_refer
CUST01015,2,0,7,13,0.07,0,0,0,0,195.26,4,1,0,0.12,0
CUST01016,10,6,5,9,0.74,0,1,1,1,84.17,1,1,0,0.38,1
CUST01017,6,1,5,9,0.23,0,1,0,0,59.2,2,1,0,0.15,0
CUST01018,10,3,1,8,0.81,0,1,1,0,199.27,1,0,0,0.31,0
CUST01019,9,3,2,6,0.7,1,0,0,0,124.99,4,1,1,0.27,1
CUST01020,9,1,1,31,0.52,0,0,1,0,187.6,1,0,0,0.16,0
CUST01021,8,6,5,2,0.87,0,1,0,1,217.42,2,1,1,0.38,0
CUST01022,9,2,9,4,0.8,1,0,0,0,113.72,2,0,0,0.25,0
CUST01023,6,0,3,4,0.08,1,1,0,0,23.38,4,0,0,0.11,0
CUST01024,9,0,7,14,0.71,3,0,0,0,73.99,5,1,0,0.33,0
CUST01025,6,1,6,26,0.4,0,1,0,1,76.17,2,0,1,0.23,0
CUST01026,7,2,1,45,0.77,0,1,0,0,58.15,4,0,1,0.27,0
CUST01027,10,1,4,27,0.69,2,0,2,0,181.96,2,0,0,0.16,0
CUST01028,10,3,1,2,0.63,1,1,0,1,134.01,3,1,1,0.28,0
CUST01029,8,2,2,19,0.77,0,1,1,1,95.38,4,0,0,0.31,0
CUST01030,7,1,2,8,0.69,0,1,0,0,86.66,1,1,0,0.14,0
CUST01031,7,0,9,8,0.46,2,1,0,1,30.61,2,0,0,0.26,0
CUST01032,3,0,6,6,0.45,0,1,1,0,64.21,2,1,0,0.15,1
CUST01033,8,0,3,13,0.63,2,1,0,0,185.12,3,0,0,0.25,1
CUST01034,8,10,9,44,0.49,0,1,1,0,83.37,2,0,0,0.28,0
CUST01035,3,0,4,35,0.09,0,1,2,1,97.3,1,0,0,0.12,0
CUST01036,10,3,4,1,0.73,2,1,0,0,122.86,1,1,0,0.36,1
CUST01037,6,0,1,20,0.48,0,0,2,0,188.52,1,1,1,0.05,0
CUST01038,0,0,2,2,0.28,0,0,0,0,164.39,5,0,1,0.07,0
CUST01039,9,0,9,5,0.74,2,1,0,1,89.98,2,0,0,0.39,0
CUST01040,6,0,1,5,0.4,0,1,3,0,131.24,5,0,0,0.06,0
CUST01041,8,1,7,1,0.93,0,1,1,0,140.46,1,0,1,0.31,0
CUST01042,7,5,5,1,0.79,0,1,0,0,200.52,1,0,1,0.32,0
CUST01043,10,5,1,14,0.86,0,1,1,0,57.69,2,1,0,0.34,1
CUST01044,0,0,15,6,0.25,0,1,0,0,68.75,5,1,0,0.15,0
CUST01045,6,0,1,2,0.53,0,0,0,1,83.86,2,0,0,0.08,0
CUST01046,7,4,12,10,0.65,1,0,1,0,104.3,1,1,0,0.16,0
CUST01047,10,3,1,8,0.76,1,1,1,1,124.89,2,1,0,0.34,1
CUST01048,7,3,1,39,0.79,1,1,1,0,81.49,1,0,1,0.31,0
CUST01049,5,1,2,71,0.29,0,1,0,0,76.01,1,1,0,0.14,0
CUST01050,8,1,7,32,0.89,1,1,1,0,118.99,3,0,1,0.34,0
CUST01051,8,6,4,18,0.84,3,1,1,0,136.72,5,1,1,0.39,1
CUST01052,5,1,3,6,0.19,1,0,1,1,155.17,2,0,0,0.08,0
CUST01053,7,5,10,8,0.48,0,1,0,0,133.59,2,1,0,0.22,0
CUST01054,5,1,10,9,0.2,2,1,1,1,125.27,2,0,0,0.23,0
CUST01055,8,4,4,7,0.74,1,0,2,0,49.48,3,0,0,0.18,0
CUST01056,8,5,6,6,0.57,1,1,1,0,68.55,3,0,1,0.27,0
CUST01057,7,3,1,13,0.62,0,1,0,1,154.31,1,0,0,0.24,0
CUST01058,8,1,3,22,0.76,0,1,1,1,116.01,5,0,0,0.31,0
CUST01059,2,0,2,1,0.13,1,0,0,1,98.11,5,0,0,0.08,0
CUST01060,9,4,5,61,0.87,1,0,2,0,69.44,2,0,0,0.27,1
CUST01061,2,1,2,6,0.51,1,0,0,1,107.27,3,0,0,0.08,0
CUST01062,5,0,1,14,0.67,0,0,2,1,112.83,1,0,0,0.06,0
CUST01063,6,0,1,18,0.24,0,0,1,1,81.0,2,0,0,0.11,0
CUST01064,6,0,6,13,0.38,0,1,0,0,132.28,1,1,0,0.18,0
CUST01065,8,1,4,5,0.76,0,0,1,0,139.87,3,1,0,0.19,1
CUST01066,10,5,9,1,0.83,4,0,2,0,141.79,3,0,1,0.31,1
CUST01067,9,3,1,10,0.87,1,1,0,1,133.79,1,0,1,0.36,1
CUST01068,8,4,2,2,0.56,1,0,0,0,162.68,1,1,1,0.17,0
CUST01069,9,1,1,26,0.49,1,0,2,0,129.67,1,1,0,0.11,0
CUST01070,9,1,5,6,0.58,1,0,1,0,120.1,2,0,0,0.17,0
CUST01071,10,0,2,10,0.75,0,0,1,0,92.41,1,0,1,0.23,1
CUST01072,10,2,5,203,0.62,2,0,0,0,151.67,3,0,0,0.25,0
CUST01073,10,1,2,3,0.68,1,1,1,1,104.63,3,1,1,0.24,0
CUST01074,10,0,8,2,0.8,1,0,0,1,145.66,2,1,0,0.28,0
CUST01075,8,7,1,63,0.81,0,1,0,1,39.53,3,1,0,0.35,1
CUST01076,7,5,1,21,0.48,0,1,0,1,161.58,3,0,0,0.24,0
CUST01077,8,5,9,6,0.73,2,0,0,0,133.85,3,0,1,0.34,0
CUST01078,1,1,9,8,0.4,1,0,0,0,211.0,1,0,0,0.09,0
CUST01079,7,3,5,14,0.92,1,1,0,0,42.65,2,0,1,0.35,0
CUST01080,8,4,4,10,0.51,1,1,0,1,139.9,1,0,1,0.26,1
CUST01081,3,0,1,117,0.31,3,0,1,0,127.52,2,0,0,0.13,0
CUST01082,5,0,1,80,0.33,0,0,0,0,114.89,5,0,0,0.08,0
CUST01083,9,3,1,12,0.65,1,0,1,1,43.19,4,0,1,0.25,0
CUST01084,7,2,3,2,0.73,0,1,0,1,129.08,3,1,0,0.25,0
CUST01085,8,1,2,4,0.8,1,1,0,0,81.79,3,1,0,0.25,1
CUST01086,6,0,1,8,0.08,0,0,0,1,89.43,3,1,0,0.08,0
CUST01087,10,2,4,11,0.59,0,1,1,1,157.24,4,1,1,0.24,0
CUST01088,0,0,1,54,0.46,0,0,0,0,118.73,1,0,0,0.08,0
CUST01089,10,5,2,9,0.52,3,1,0,0,109.14,1,0,0,0.28,0
CUST01090,8,1,10,27,0.61,0,1,1,1,194.79,1,1,1,0.29,0
CUST01091,6,1,5,3,0.23,0,1,0,0,198.31,1,0,0,0.15,0
CUST01092,9,2,4,4,0.95,2,1,0,0,72.23,3,1,0,0.32,0
CUST01093,8,1,7,34,0.81,1,1,1,1,135.59,1,1,0,0.35,0
CUST01094,6,0,1,3,0.25,1,0,0,0,93.43,3,0,0,0.05,0
CUST01095,10,5,1,2,0.64,2,1,2,0,106.9,2,0,0,0.23,0
CUST01096,8,3,3,27,0.38,0,1,0,0,142.88,1,0,0,0.24,0
CUST01097,8,1,1,16,0.99,4,1,1,1,90.68,1,0,1,0.38,1
CUST01098,8,0,6,7,0.79,0,0,0,1,155.9,1,0,1,0.28,0
CUST01099,10,4,6,4,0.64,0,0,0,0,155.31,3,0,0,0.21,0
CUST01100,5,0,7,4,0.21,2,1,2,0,182.86,2,0,0,0.15,0
CUST01101,10,3,2,3,0.62,1,0,1,0,126.73,1,1,0,0.17,0
CUST01102,6,0,1,9,0.27,0,1,1,1,126.51,2,0,0,0.14,0
CUST01103,7,3,6,9,0.9,0,0,1,0,194.08,4,1,0,0.24,0
CUST01104,3,0,1,101,0.24,0,0,0,0,149.66,1,0,0,0.08,0
CUST01105,9,1,1,12,0.53,1,1,2,0,98.52,5,1,1,0.19,0
CUST01106,7,4,1,3,0.52,2,1,0,1,92.23,3,0,0,0.26,0
CUST01107,9,2,2,63,0.29,0,1,2,0,116.75,3,0,0,0.17,0
CUST01108,6,0,1,42,0.13,1,1,1,0,89.67,4,0,0,0.14,0
CUST01109,5,1,1,9,0.11,0,0,0,0,95.27,1,0,0,0.05,0
CUST01110,7,3,3,5,0.93,1,1,0,0,198.57,4,0,1,0.28,1
CUST01111,10,1,2,17,0.87,0,0,0,0,121.44,1,0,1,0.26,1
CUST01112,2,0,7,18,0.59,0,1,1,0,66.81,2,1,0,0.18,0
CUST01113,5,1,3,24,0.21,0,1,1,0,217.74,1,1,0,0.14,0
CUST01114,4,2,2,1,0.47,0,0,1,1,107.64,3,0,0,0.08,0
CUST01115,9,6,3,4,0.72,1,0,1,0,35.13,1,0,1,0.27,1
CUST01116,0,3,14,13,0.49,0,1,0,0,122.75,1,1,0,0.22,1
CUST01117,9,4,1,9,0.51,1,0,0,0,111.97,2,0,1,0.19,0
CUST01118,5,1,1,33,0.07,0,1,2,1,108.27,2,0,0,0.12,1
CUST01119,7,3,1,10,0.74,0,0,1,0,98.86,3,1,1,0.22,0
CUST01120,9,5,2,3,0.88,1,0,0,0,151.81,1,1,0,0.25,0
CUST01121,5,0,6,14,0.34,0,1,1,1,83.8,1,0,0,0.21,0
CUST01122,9,6,4,72,0.52,2,0,3,1,29.48,1,0,0,0.23,1
CUST01123,4,0,6,1,0.34,1,0,0,0,162.12,2,0,0,0.09,1
CUST01124,10,2,1,4,0.76,3,1,3,0,98.92,2,0,0,0.27,0
CUST01125,7,2,6,22,0.69,0,0,0,0,122.75,5,0,1,0.17,0
CUST01126,5,0,4,113,0.12,0,1,2,0,205.12,2,0,0,0.09,0
CUST01127,0,0,4,5,0.17,0,1,3,1,77.03,3,0,0,0.09,0
CUST01128,8,1,1,1,0.71,0,0,1,1,117.68,3,0,0,0.22,0
CUST01129,7,4,5,6,0.71,0,1,0,0,102.51,1,1,0,0.3,0
CUST01130,8,3,3,49,0.71,2,0,0,1,188.05,3,1,0,0.34,0
CUST01131,6,0,3,1,0.5,0,0,0,1,118.25,3,0,0,0.08,0
CUST01132,10,2,3,12,0.75,3,0,0,1,94.42,4,0,0,0.32,0
CUST01133,2,0,1,26,0.15,2,0,1,0,95.37,1,0,0,0.13,0
CUST01134,4,0,8,13,0.16,0,0,0,0,85.54,3,1,0,0.12,0
CUST01135,6,0,1,30,0.11,0,1,1,1,153.62,1,1,0,0.17,0
CUST01136,10,2,1,11,0.81,1,0,1,1,78.78,2,1,0,0.24,0
CUST01137,8,1,1,5,0.33,2,1,1,0,121.96,3,1,0,0.22,1
CUST01138,9,5,2,9,0.95,3,1,1,0,72.35,4,1,0,0.36,0
CUST01139,3,0,1,25,0.55,0,0,0,0,163.59,4,1,0,0.08,0
CUST01140,8,4,1,54,0.58,2,1,0,0,187.28,3,0,1,0.31,0
CUST01141,10,1,1,4,0.33,2,0,0,0,150.14,2,0,0,0.18,0
CUST01142,9,0,6,7,0.4,0,1,0,0,118.46,2,0,0,0.23,0
CUST01143,9,2,3,49,0.78,1,1,0,1,186.31,2,1,0,0.33,0
CUST01144,5,1,1,20,0.24,0,1,0,1,169.31,1,0,0,0.17,0
CUST01145,4,0,4,21,0.13,0,1,0,1,90.56,2,0,0,0.17,0
CUST01146,8,1,16,2,0.6,1,1,2,0,144.88,1,0,0,0.16,0
CUST01147,9,4,1,7,0.73,2,0,3,0,130.06,2,0,0,0.25,0
CUST01148,7,1,3,1,0.64,0,1,1,1,101.51,3,0,0,0.17,0
CUST01149,7,2,3,12,0.77,0,1,0,0,86.72,2,1,0,0.25,1
CUST01150,9,2,1,7,0.87,1,0,1,1,125.51,2,1,1,0.26,0
CUST01151,0,1,2,7,0.17,1,0,1,1,69.15,3,0,0,0.08,0
CUST01152,10,2,4,5,0.49,3,0,0,0,185.88,3,0,0,0.18,1
CUST01153,8,1,10,17,0.8,4,1,0,0,102.79,3,1,0,0.37,0
CUST01154,9,3,2,4,0.74,2,1,0,1,89.78,5,1,0,0.39,0
CUST01155,9,2,3,4,0.59,0,1,1,0,126.63,1,1,1,0.21,0
CUST01156,10,3,8,34,0.88,2,0,3,1,42.38,2,0,0,0.35,0
CUST01157,7,5,1,46,0.97,0,1,0,1,151.61,3,0,0,0.32,0
CUST01158,2,0,2,2,0.13,0,0,1,0,113.55,2,0,0,0.05,0
CUST01159,7,2,1,1,0.9,2,1,0,0,241.8,1,0,0,0.27,0
CUST01160,7,3,1,2,0.59,0,0,0,0,132.37,3,0,0,0.12,0
CUST01161,6,0,3,20,0.59,0,1,1,0,153.22,3,0,0,0.14,0
CUST01162,10,2,2,15,0.49,3,1,0,0,172.41,2,0,0,0.27,0
CUST01163,8,2,4,3,0.52,6,1,0,0,20.0,1,0,0,0.22,1
CUST01164,10,1,5,5,0.67,3,1,1,1,127.84,4,1,1,0.33,0
CUST01165,5,0,3,15,0.48,0,0,0,0,216.01,3,0,0,0.08,0
CUST01166,1,0,2,7,0.14,0,1,0,0,175.22,1,1,0,0.11,1
CUST01167,8,3,1,53,0.61,2,0,2,0,90.1,3,1,0,0.18,0
CUST01168,10,1,7,6,0.6,0,0,0,0,86.95,5,1,0,0.17,0
CUST01169,10,3,5,12,0.94,1,1,3,1,166.67,5,1,0,0.36,0
CUST01170,10,3,8,8,0.9,1,0,1,0,67.32,3,0,0,0.29,0
CUST01171,1,0,7,20,0.52,0,1,0,0,119.67,4,0,0,0.18,0
CUST01172,5,0,1,1,0.68,1,0,0,0,158.44,1,1,0,0.05,1
CUST01173,8,5,2,10,0.94,1,1,2,0,119.28,2,0,0,0.24,0
CUST01174,8,3,1,14,0.76,1,1,0,0,58.16,4,0,0,0.32,0
CUST01175,6,0,3,9,0.03,0,0,0,0,114.43,2,1,0,0.05,0
CUST01176,8,1,2,6,0.91,4,0,0,1,112.39,2,1,0,0.27,0
CUST01177,7,2,16,8,0.85,0,1,2,1,150.26,4,0,0,0.24,0
CUST01178,3,1,8,43,0.19,1,1,0,1,156.83,3,0,0,0.21,0
CUST01179,5,0,10,9,0.26,0,1,0,1,120.99,1,1,1,0.2,0
CUST01180,4,0,3,5,0.38,0,0,0,0,155.92,3,0,0,0.05,0
CUST01181,10,2,7,18,0.73,1,0,0,0,101.6,3,1,0,0.28,0
CUST01182,6,1,3,7,0.33,0,1,1,1,91.11,2,0,0,0.14,0
CUST01183,4,0,1,21,0.19,1,1,0,1,194.67,4,1,0,0.17,0
CUST01184,7,3,1,39,0.84,0,1,0,0,124.6,2,1,0,0.29,0
CUST01185,2,1,1,10,0.15,0,1,1,1,165.23,1,0,1,0.16,0
CUST01186,0,0,30,29,0.15,0,1,0,0,190.43,1,0,0,0.18,0
CUST01187,5,3,4,7,0.25,0,0,0,1,120.74,1,0,0,0.12,0
CUST01188,8,2,1,13,0.98,0,1,1,0,116.25,1,1,0,0.28,1
CUST01189,2,1,1,27,0.28,0,1,0,0,118.8,2,0,0,0.14,0
CUST01190,8,2,6,5,0.74,0,0,0,1,137.26,1,1,0,0.26,0
CUST01191,2,1,3,9,0.02,0,1,2,0,152.85,3,0,0,0.06,0
CUST01192,6,0,3,235,0.67,0,0,1,1,168.59,4,0,0,0.11,0
CUST01193,4,0,2,37,0.12,0,1,3,0,126.25,1,0,0,0.09,0
CUST01194,1,1,2,12,0.34,1,0,0,1,40.57,2,0,1,0.13,1
CUST01195,5,0,2,28,0.45,0,1,2,1,182.94,3,0,0,0.12,1
CUST01196,4,0,1,3,0.18,0,1,0,1,125.94,1,0,0,0.14,0
CUST01197,5,1,1,23,0.41,1,1,0,1,124.41,2,0,0,0.17,0
CUST01198,10,6,22,47,0.58,0,1,2,0,110.24,4,1,0,0.25,0
CUST01199,10,0,3,24,0.81,1,1,0,0,221.63,2,0,0,0.3,0
CUST01200,10,5,3,3,0.65,0,1,3,0,183.62,4,0,0,0.18,0
CUST01201,10,1,12,88,0.87,1,1,1,0,148.95,3,0,0,0.34,0
CUST01202,9,3,1,3,0.81,3,1,0,1,20.0,2,1,0,0.39,1
CUST01203,8,3,2,3,0.73,1,1,0,0,95.31,1,0,0,0.29,0
CUST01204,8,1,5,2,0.74,2,1,1,1,189.23,3,0,1,0.39,1
CUST01205,3,0,3,9,0.49,0,1,0,0,134.52,1,0,0,0.11,0
CUST01206,5,0,8,2,0.31,0,1,0,0,143.87,3,0,0,0.15,0
CUST01207,4,1,1,1,0.12,0,0,0,0,118.43,2,0,0,0.05,1
CUST01208,5,1,1,1,0.23,1,0,1,0,161.92,1,1,0,0.05,0
CUST01209,9,3,3,16,0.79,0,1,0,0,110.79,2,0,0,0.34,0
CUST01210,1,0,3,4,0.13,1,1,0,0,127.13,3,0,0,0.11,0
CUST01211,8,4,3,3,0.74,2,1,3,0,162.87,2,1,0,0.29,0
CUST01212,2,3,4,7,0.68,0,1,2,0,190.14,2,0,1,0.12,0
CUST01213,6,1,19,12,0.32,0,1,0,1,116.27,4,0,0,0.21,1
CUST01214,7,6,2,38,0.56,1,0,0,0,99.65,3,0,0,0.15,0
CUST01215,6,1,5,26,0.28,0,0,2,1,140.27,3,0,0,0.1,0
CUST01216,9,1,2,53,0.76,1,1,0,1,67.02,2,0,0,0.33,1
CUST01217,3,1,3,22,0.04,0,1,0,0,216.78,1,1,0,0.14,0
CUST01218,7,3,4,1,0.81,1,0,1,0,148.81,1,0,0,0.2,0
CUST01219,2,0,1,18,0.04,0,1,1,0,221.36,3,1,0,0.14,0
CUST01220,5,0,4,11,0.34,1,1,0,0,106.29,3,1,1,0.13,1
CUST01221,6,0,3,1,0.39,0,1,0,0,111.29,3,1,0,0.11,0
CUST01222,3,1,3,5,0.22,0,1,0,0,123.84,4,0,0,0.11,0
CUST01223,8,4,10,15,0.5,0,0,0,0,115.29,3,1,0,0.22,0
CUST01224,6,0,1,15,0.15,0,0,0,0,163.11,5,1,1,0.1,1
CUST01225,4,0,2,1,0.13,0,1,0,0,114.01,4,1,1,0.13,0
CUST01226,7,1,3,4,0.84,0,1,0,0,144.34,3,0,1,0.24,0
CUST01227,5,0,1,6,0.26,0,0,0,0,119.76,5,0,0,0.05,0
CUST01228,8,4,8,11,0.56,1,0,0,0,154.17,1,0,1,0.21,1
CUST01229,7,2,2,5,0.72,0,0,1,0,54.5,2,0,0,0.16,0
CUST01230,4,1,8,7,0.25,1,1,1,1,125.91,1,1,0,0.18,0
CUST01231,8,1,4,37,0.95,0,1,0,0,127.02,1,1,1,0.3,1
CUST01232,9,3,3,6,0.83,1,1,0,0,144.52,3,0,0,0.31,0
CUST01233,9,4,7,12,0.75,2,0,1,0,118.12,3,0,0,0.37,0
CUST01234,5,1,1,7,0.07,0,1,0,1,112.87,2,1,0,0.14,0
CUST01235,9,1,3,1,0.82,1,1,2,0,104.33,1,0,1,0.24,0
CUST01236,10,4,2,18,0.33,2,1,1,0,149.54,2,0,0,0.31,0
CUST01237,6,0,2,24,0.28,0,1,0,1,119.98,1,1,0,0.17,0
CUST01238,8,6,11,8,0.86,1,1,0,0,131.36,1,1,0,0.33,0
CUST01239,5,1,2,2,0.32,1,1,0,0,143.23,1,0,0,0.11,0
CUST01240,6,0,11,16,0.38,0,1,0,1,163.22,2,1,0,0.21,0
CUST01241,6,0,5,10,0.3,0,1,3,1,74.07,5,0,1,0.15,0
CUST01242,7,1,1,16,0.6,0,1,0,0,155.93,3,0,0,0.17,1
CUST01243,2,0,2,12,0.48,1,0,1,0,105.75,2,1,0,0.08,0
CUST01244,7,1,1,5,0.9,0,0,1,0,48.51,3,0,0,0.16,0
CUST01245,7,0,14,1,0.8,0,1,0,0,177.84,5,1,1,0.28,0
CUST01246,5,1,9,12,0.24,0,0,1,1,117.78,2,0,0,0.15,0
CUST01247,8,1,5,17,0.81,3,1,0,0,159.62,2,0,0,0.37,1
CUST01248,0,0,2,54,0.4,0,0,0,0,152.73,1,0,0,0.08,0
CUST01249,8,1,3,5,0.5,0,0,0,1,190.7,1,0,0,0.14,0
CUST01250,9,1,5,6,0.64,0,0,0,0,121.63,3,0,1,0.19,0
CUST01251,7,3,4,8,0.93,0,0,1,0,151.88,1,0,0,0.2,0
CUST01252,8,1,7,3,0.73,4,1,1,0,98.14,4,0,0,0.34,0
CUST01253,9,3,2,16,0.73,0,1,0,0,119.27,3,1,0,0.34,0
CUST01254,8,1,1,14,0.63,2,1,0,1,129.86,1,1,0,0.28,0
CUST01255,3,0,5,27,0.3,0,0,3,0,27.74,3,1,0,0.07,0
CUST01256,7,1,9,2,0.86,0,1,3,1,105.0,1,1,0,0.24,0
CUST01257,7,3,5,4,0.5,0,1,1,0,103.79,2,1,0,0.22,0
CUST01258,3,0,16,26,0.09,2,0,1,1,121.84,1,0,0,0.2,0
CUST01259,9,3,3,1,0.69,2,1,2,0,89.77,1,0,1,0.25,0
CUST01260,2,1,1,57,0.1,0,1,1,0,105.48,2,1,1,0.16,0
CUST01261,6,1,2,1,0.23,2,0,1,0,71.97,1,0,0,0.1,0
CUST01262,3,2,2,25,0.42,0,1,0,0,24.63,2,0,1,0.16,0
CUST01263,8,3,1,7,0.75,0,0,0,0,110.95,2,1,0,0.23,0
CUST01264,7,1,9,37,0.54,0,0,1,1,155.79,5,1,0,0.18,1
CUST01265,10,2,4,5,0.62,1,0,3,0,82.45,1,1,0,0.08,0
CUST01266,9,4,1,20,0.84,1,1,0,0,133.8,3,0,0,0.34,1
CUST01267,8,3,10,4,0.99,1,0,1,0,48.45,3,0,0,0.27,0
CUST01268,10,2,5,33,0.82,1,0,0,0,75.49,3,1,0,0.28,1
CUST01269,6,1,8,4,0.3,0,1,1,1,134.22,2,0,0,0.18,0
CUST01270,6,2,2,3,0.27,1,0,0,1,134.01,1,1,0,0.08,0
CUST01271,10,2,2,55,0.58,1,1,1,1,148.44,3,0,0,0.25,0
CUST01272,7,7,1,3,0.55,0,1,0,0,155.12,3,0,0,0.18,0
CUST01273,9,2,1,6,0.67,0,0,1,1,129.38,2,1,1,0.18,0
CUST01274,3,0,1,15,0.24,0,1,1,0,173.63,3,1,1,0.16,0
CUST01275,10,2,1,1,0.65,0,0,3,1,108.13,3,0,0,0.11,0
CUST01276,6,1,3,4,0.19,0,0,0,0,116.2,1,0,0,0.05,0
CUST01277,0,0,1,2,0.07,0,1,0,1,189.93,1,0,0,0.14,0
CUST01278,10,2,3,45,0.89,1,1,1,0,129.57,3,0,0,0.3,0
CUST01279,0,0,3,9,0.48,0,0,0,0,118.46,1,1,0,0.05,0
CUST01280,9,3,1,7,0.86,1,1,1,0,174.85,4,0,0,0.31,0
CUST01281,7,1,21,3,0.88,0,1,0,0,140.23,1,0,0,0.26,1
CUST01282,10,4,3,2,0.83,1,1,0,1,113.24,3,0,0,0.34,0
CUST01283,1,1,2,53,0.15,1,0,0,1,104.05,1,1,0,0.11,0
CUST01284,10,1,1,8,0.93,2,1,1,0,142.93,3,0,0,0.32,0
CUST01285,6,0,4,37,0.18,0,1,0,0,172.0,3,0,0,0.14,0
CUST01286,5,1,2,1,0.18,0,0,1,0,153.51,1,0,0,0.05,0
CUST01287,8,5,1,82,0.77,3,0,0,0,185.37,1,0,0,0.31,1
CUST01288,8,1,2,10,0.83,2,0,0,1,94.39,3,0,0,0.27,1
CUST01289,0,1,2,4,0.08,0,1,1,0,120.79,2,0,0,0.11,0
CUST01290,10,1,1,20,0.76,2,1,0,0,126.34,1,1,0,0.35,1
CUST01291,8,2,2,16,0.82,0,0,2,0,27.81,4,0,0,0.17,1
CUST01292,10,4,23,7,0.61,0,1,0,1,75.05,1,1,1,0.32,1
CUST01293,10,2,1,57,0.99,0,1,0,0,94.93,2,1,0,0.3,0
CUST01294,1,0,4,12,0.17,1,0,0,0,78.44,3,0,0,0.08,0
CUST01295,6,1,1,16,0.57,0,0,1,0,20.0,2,1,1,0.1,0
CUST01296,6,0,2,14,0.29,0,1,0,0,113.94,1,0,0,0.14,0
CUST01297,8,4,9,8,0.83,1,0,0,0,173.01,3,1,0,0.27,0
CUST01298,8,2,3,16,0.4,0,1,0,0,138.84,3,1,0,0.2,0
CUST01299,2,0,3,1,0.37,0,0,1,0,125.17,1,1,1,0.07,0
CUST01300,7,3,6,34,0.72,1,0,1,0,41.08,4,0,1,0.29,0
CUST01301,6,1,4,1,0.48,0,0,1,0,72.62,1,1,1,0.07,0
CUST01302,8,1,3,6,0.61,1,1,0,0,76.01,1,0,0,0.17,1
CUST01303,9,1,4,6,0.87,1,0,0,1,47.44,1,1,0,0.24,0
CUST01304,10,1,2,12,0.75,0,1,0,0,135.15,3,0,0,0.3,0
CUST01305,9,1,2,20,0.65,1,1,0,1,101.17,2,0,1,0.27,1
CUST01306,8,1,9,12,0.92,1,0,1,1,145.29,4,1,1,0.31,0
CUST01307,9,1,3,12,0.79,1,1,0,0,185.62,4,0,1,0.32,1
CUST01308,7,3,10,9,0.54,0,1,0,0,130.18,1,0,0,0.22,0
CUST01309,4,1,1,2,0.42,0,0,1,0,121.97,2,0,0,0.05,0
CUST01310,6,1,4,30,0.07,0,1,0,0,166.54,4,1,0,0.14,0
CUST01311,0,1,2,24,0.37,1,0,0,0,131.6,2,0,0,0.08,0
CUST01312,9,0,3,52,0.78,1,1,0,1,177.34,1,0,0,0.33,1
CUST01313,8,0,5,27,0.55,3,0,2,0,135.67,1,0,0,0.18,0
CUST01314,9,3,1,12,0.57,2,0,1,1,166.41,5,0,0,0.28,1
CUST01315,8,1,2,22,0.8,2,1,0,0,106.85,2,1,0,0.33,1
CUST01316,3,1,3,1,0.38,0,0,2,0,45.28,4,0,0,0.01,0
CUST01317,10,2,2,11,0.96,2,1,0,1,83.91,2,0,0,0.35,0
CUST01318,8,2,1,2,0.65,0,1,0,1,133.08,2,0,0,0.2,1
CUST01319,5,1,2,2,0.27,0,0,0,0,203.58,3,0,1,0.07,0
CUST01320,7,0,4,14,0.93,3,0,1,1,84.49,4,1,0,0.27,1
CUST01321,0,0,3,17,0.17,0,1,2,0,142.48,3,0,0,0.09,0
CUST01322,6,0,6,2,0.16,0,0,1,0,88.52,1,1,0,0.09,0
CUST01323,9,0,2,20,0.9,0,0,0,0,54.89,1,0,0,0.24,0
CUST01324,2,0,2,11,0.29,0,0,1,0,103.4,3,0,0,0.05,0
CUST01325,5,2,2,20,0.33,0,0,0,0,66.57,4,0,0,0.08,0
CUST01326,6,0,8,3,0.21,0,1,1,0,91.13,5,1,0,0.15,0
CUST01327,7,2,16,10,0.78,0,1,0,0,77.99,1,0,0,0.26,0
CUST01328,6,1,2,4,0.18,0,1,0,0,126.63,4,1,0,0.11,0
CUST01329,4,2,6,9,0.13,0,0,1,1,113.97,2,0,0,0.12,1
CUST01330,8,4,4,6,0.62,4,1,1,0,159.09,1,0,0,0.26,0
CUST01331,9,3,3,4,0.95,0,0,0,0,78.96,3,1,1,0.27,0
CUST01332,9,1,8,43,0.6,3,0,0,0,108.65,4,1,0,0.25,1
CUST01333,6,1,1,44,0.11,0,1,1,1,85.1,5,1,1,0.19,0
CUST01334,8,1,4,17,0.31,1,1,0,0,111.65,5,0,0,0.2,0
CUST01335,5,2,7,3,0.15,0,1,0,0,107.94,1,0,0,0.15,0
CUST01336,8,3,3,9,0.96,1,1,1,1,203.54,3,0,0,0.32,0
CUST01337,9,3,6,20,0.9,1,1,2,0,114.29,3,0,0,0.33,0
CUST01338,8,1,4,16,0.95,1,0,1,0,47.72,2,0,0,0.22,0
CUST01339,0,0,5,2,0.14,0,1,1,1,73.47,1,1,1,0.2,0
CUST01340,6,2,1,29,0.44,0,1,0,0,97.49,4,0,1,0.16,0
CUST01341,1,0,1,3,0.52,0,1,0,0,178.76,2,1,0,0.11,0
CUST01342,10,4,6,8,0.83,4,1,0,1,68.73,3,0,1,0.45,1
CUST01343,8,3,1,5,0.87,0,1,1,0,173.11,1,1,0,0.29,1
CUST01344,7,2,4,10,0.8,1,1,0,0,159.65,2,0,1,0.24,1
